origin,dest,edge,date,forecast_volume,is_long_shutdown_corrected,raw_forecast_volume
DC44,DC35,DC44->DC35,2023-01-26,258,False,278
DC44,DC4,DC44->DC4,2023-01-26,10,False,11
DC44,DC40,DC44->DC40,2023-01-26,0,False,0
DC44,DC5,DC44->DC5,2023-01-26,1838,False,1984
DC44,DC62,DC44->DC62,2023-01-26,3545,False,3826
DC44,DC64,DC44->DC64,2023-01-26,0,False,0
DC44,DC65,DC44->DC65,2023-01-26,0,False,0
DC44,DC70,DC44->DC70,2023-01-26,1237,False,1335
DC44,DC8,DC44->DC8,2023-01-26,14716,False,15885
DC44,DC81,DC44->DC81,2023-01-26,0,False,0
DC44,DC9,DC44->DC9,2023-01-26,10900,True,11765
DC45,DC10,DC45->DC10,2023-01-26,0,False,0
DC45,DC12,DC45->DC12,2023-01-26,0,False,0
DC45,DC14,DC45->DC14,2023-01-26,0,False,0
DC45,DC29,DC45->DC29,2023-01-26,0,False,0
DC45,DC3,DC45->DC3,2023-01-26,0,False,0
DC45,DC35,DC45->DC35,2023-01-26,0,False,0
DC45,DC4,DC45->DC4,2023-01-26,0,False,0
DC45,DC5,DC45->DC5,2023-01-26,0,False,0
DC45,DC8,DC45->DC8,2023-01-26,0,False,0
DC45,DC81,DC45->DC81,2023-01-26,0,False,0
DC45,DC9,DC45->DC9,2023-01-26,9018,True,9734
DC46,DC10,DC46->DC10,2023-01-26,815,False,880
DC46,DC12,DC46->DC12,2023-01-26,0,False,0
DC46,DC13,DC46->DC13,2023-01-26,0,False,0
DC46,DC14,DC46->DC14,2023-01-26,878,False,948
DC46,DC29,DC46->DC29,2023-01-26,0,False,0
DC46,DC3,DC46->DC3,2023-01-26,1742,True,1880
DC46,DC32,DC46->DC32,2023-01-26,0,False,0
DC46,DC34,DC46->DC34,2023-01-26,0,False,0
DC46,DC35,DC46->DC35,2023-01-26,468,False,505
DC46,DC4,DC46->DC4,2023-01-26,3,False,3
DC46,DC40,DC46->DC40,2023-01-26,0,False,0
DC46,DC5,DC46->DC5,2023-01-26,763,False,824
DC46,DC52,DC46->DC52,2023-01-26,0,False,0
DC46,DC62,DC46->DC62,2023-01-26,1478,False,1595
DC46,DC64,DC46->DC64,2023-01-26,0,False,0
DC46,DC65,DC46->DC65,2023-01-26,0,False,0
DC46,DC70,DC46->DC70,2023-01-26,1111,False,1199
DC46,DC8,DC46->DC8,2023-01-26,5234,False,5650
DC46,DC81,DC46->DC81,2023-01-26,0,False,0
DC46,DC9,DC46->DC9,2023-01-26,17647,True,19048
DC47,DC10,DC47->DC10,2023-01-26,1958,False,2114
DC47,DC12,DC47->DC12,2023-01-26,0,False,0
DC47,DC14,DC47->DC14,2023-01-26,1749,False,1888
DC47,DC29,DC47->DC29,2023-01-26,0,False,0
DC47,DC3,DC47->DC3,2023-01-26,1883,True,2033
DC47,DC34,DC47->DC34,2023-01-26,0,False,0
DC47,DC35,DC47->DC35,2023-01-26,11,False,12
DC47,DC4,DC47->DC4,2023-01-26,7,False,8
DC47,DC40,DC47->DC40,2023-01-26,0,False,0
DC47,DC5,DC47->DC5,2023-01-26,1212,False,1308
DC47,DC62,DC47->DC62,2023-01-26,2513,False,2713
DC47,DC64,DC47->DC64,2023-01-26,0,False,0
DC47,DC65,DC47->DC65,2023-01-26,0,False,0
DC47,DC70,DC47->DC70,2023-01-26,8,False,9
DC47,DC8,DC47->DC8,2023-01-26,5753,False,6210
DC47,DC81,DC47->DC81,2023-01-26,0,False,0
DC47,DC9,DC47->DC9,2023-01-26,10997,True,11870
DC48,DC10,DC48->DC10,2023-01-26,1808,False,1952
DC48,DC12,DC48->DC12,2023-01-26,0,False,0
DC48,DC14,DC48->DC14,2023-01-26,1451,False,1566
DC48,DC29,DC48->DC29,2023-01-26,0,False,0
DC48,DC3,DC48->DC3,2023-01-26,0,False,0
DC48,DC32,DC48->DC32,2023-01-26,0,False,0
DC48,DC34,DC48->DC34,2023-01-26,0,False,0
DC48,DC35,DC48->DC35,2023-01-26,7,False,8
DC48,DC4,DC48->DC4,2023-01-26,6,False,7
DC48,DC40,DC48->DC40,2023-01-26,0,False,0
DC48,DC5,DC48->DC5,2023-01-26,756,False,816
DC48,DC50,DC48->DC50,2023-01-26,0,False,0
DC48,DC62,DC48->DC62,2023-01-26,1629,False,1758
DC48,DC64,DC48->DC64,2023-01-26,0,False,0
DC48,DC65,DC48->DC65,2023-01-26,0,False,0
DC48,DC70,DC48->DC70,2023-01-26,96,False,104
DC48,DC8,DC48->DC8,2023-01-26,5629,False,6076
DC48,DC9,DC48->DC9,2023-01-26,5998,True,6474
DC49,DC10,DC49->DC10,2023-01-26,0,False,0
DC49,DC12,DC49->DC12,2023-01-26,0,False,0
DC49,DC14,DC49->DC14,2023-01-26,0,False,0
DC49,DC3,DC49->DC3,2023-01-26,0,False,0
DC49,DC35,DC49->DC35,2023-01-26,0,False,0
DC49,DC5,DC49->DC5,2023-01-26,0,False,0
DC49,DC9,DC49->DC9,2023-01-26,0,False,0
DC5,DC10,DC5->DC10,2023-01-26,115,False,124
DC5,DC12,DC5->DC12,2023-01-26,0,False,0
DC5,DC14,DC5->DC14,2023-01-26,50,False,54
DC5,DC15,DC5->DC15,2023-01-26,0,False,0
DC5,DC19,DC5->DC19,2023-01-26,0,False,0
DC5,DC20,DC5->DC20,2023-01-26,0,False,0
DC5,DC21,DC5->DC21,2023-01-26,0,False,0
DC5,DC22,DC5->DC22,2023-01-26,0,False,0
DC5,DC23,DC5->DC23,2023-01-26,0,False,0
DC5,DC3,DC5->DC3,2023-01-26,0,False,0
DC5,DC30,DC5->DC30,2023-01-26,0,False,0
DC5,DC31,DC5->DC31,2023-01-26,0,False,0
DC5,DC32,DC5->DC32,2023-01-26,0,False,0
DC5,DC35,DC5->DC35,2023-01-26,0,False,0
DC5,DC36,DC5->DC36,2023-01-26,0,False,0
DC5,DC4,DC5->DC4,2023-01-26,1533,False,1655
DC5,DC40,DC5->DC40,2023-01-26,0,False,0
DC5,DC51,DC5->DC51,2023-01-26,0,False,0
DC5,DC61,DC5->DC61,2023-01-26,0,False,0
DC5,DC62,DC5->DC62,2023-01-26,38,False,41
DC5,DC70,DC5->DC70,2023-01-26,7,False,8
DC5,DC8,DC5->DC8,2023-01-26,6,False,6
DC5,DC9,DC5->DC9,2023-01-26,0,False,0
DC50,DC10,DC50->DC10,2023-01-26,1319,False,1424
DC50,DC12,DC50->DC12,2023-01-26,0,False,0
DC50,DC14,DC50->DC14,2023-01-26,758,False,818
DC50,DC29,DC50->DC29,2023-01-26,0,False,0
DC50,DC3,DC50->DC3,2023-01-26,0,False,0
DC50,DC32,DC50->DC32,2023-01-26,0,False,0
DC50,DC34,DC50->DC34,2023-01-26,0,False,0
DC50,DC35,DC50->DC35,2023-01-26,5,False,5
DC50,DC4,DC50->DC4,2023-01-26,2,False,2
DC50,DC40,DC50->DC40,2023-01-26,0,False,0
DC50,DC48,DC50->DC48,2023-01-26,0,False,0
DC50,DC5,DC50->DC5,2023-01-26,412,False,445
DC50,DC62,DC50->DC62,2023-01-26,795,False,858
DC50,DC64,DC50->DC64,2023-01-26,0,False,0
DC50,DC65,DC50->DC65,2023-01-26,0,False,0
DC50,DC70,DC50->DC70,2023-01-26,6,False,6
DC50,DC8,DC50->DC8,2023-01-26,2049,False,2212
DC50,DC9,DC50->DC9,2023-01-26,4489,True,4845
DC51,DC10,DC51->DC10,2023-01-26,3580,False,3864
DC51,DC12,DC51->DC12,2023-01-26,0,False,0
DC51,DC14,DC51->DC14,2023-01-26,3472,False,3748
DC51,DC29,DC51->DC29,2023-01-26,0,False,0
DC51,DC3,DC51->DC3,2023-01-26,2918,True,3150
DC51,DC32,DC51->DC32,2023-01-26,0,False,0
DC51,DC34,DC51->DC34,2023-01-26,0,False,0
DC51,DC35,DC51->DC35,2023-01-26,105,False,113
DC51,DC4,DC51->DC4,2023-01-26,8,False,9
DC51,DC40,DC51->DC40,2023-01-26,0,False,0
DC51,DC5,DC51->DC5,2023-01-26,2704,False,2919
DC51,DC62,DC51->DC62,2023-01-26,4575,False,4938
DC51,DC64,DC51->DC64,2023-01-26,0,False,0
DC51,DC65,DC51->DC65,2023-01-26,0,False,0
DC51,DC70,DC51->DC70,2023-01-26,192,False,207
DC51,DC8,DC51->DC8,2023-01-26,14767,False,15940
DC51,DC81,DC51->DC81,2023-01-26,0,False,0
DC51,DC9,DC51->DC9,2023-01-26,28607,True,30879
DC52,DC10,DC52->DC10,2023-01-26,33,False,36
DC52,DC14,DC52->DC14,2023-01-26,21,False,23
DC52,DC3,DC52->DC3,2023-01-26,0,False,0
DC52,DC35,DC52->DC35,2023-01-26,0,False,0
DC52,DC4,DC52->DC4,2023-01-26,0,False,0
DC52,DC40,DC52->DC40,2023-01-26,0,False,0
DC52,DC46,DC52->DC46,2023-01-26,0,False,0
DC52,DC5,DC52->DC5,2023-01-26,49,False,53
DC52,DC62,DC52->DC62,2023-01-26,35,False,38
DC52,DC64,DC52->DC64,2023-01-26,0,False,0
DC52,DC65,DC52->DC65,2023-01-26,0,False,0
DC52,DC70,DC52->DC70,2023-01-26,0,False,0
DC52,DC8,DC52->DC8,2023-01-26,170,False,184
DC52,DC9,DC52->DC9,2023-01-26,0,False,0
DC53,DC10,DC53->DC10,2023-01-26,103,False,111
DC53,DC14,DC53->DC14,2023-01-26,139,False,150
DC53,DC25,DC53->DC25,2023-01-26,0,False,0
DC53,DC3,DC53->DC3,2023-01-26,0,False,0
DC53,DC33,DC53->DC33,2023-01-26,0,False,0
DC53,DC35,DC53->DC35,2023-01-26,0,False,0
DC53,DC4,DC53->DC4,2023-01-26,6,False,7
DC53,DC5,DC53->DC5,2023-01-26,75,False,81
DC53,DC62,DC53->DC62,2023-01-26,124,False,134
DC53,DC64,DC53->DC64,2023-01-26,0,False,0
DC53,DC65,DC53->DC65,2023-01-26,0,False,0
DC53,DC70,DC53->DC70,2023-01-26,0,False,0
DC53,DC8,DC53->DC8,2023-01-26,822,False,887
DC54,DC23,DC54->DC23,2023-01-26,0,False,0
DC54,DC37,DC54->DC37,2023-01-26,0,False,0
DC55,DC10,DC55->DC10,2023-01-26,84,False,91
DC55,DC14,DC55->DC14,2023-01-26,21,False,23
DC55,DC20,DC55->DC20,2023-01-26,0,False,0
DC55,DC3,DC55->DC3,2023-01-26,0,False,0
DC55,DC33,DC55->DC33,2023-01-26,0,False,0
DC55,DC35,DC55->DC35,2023-01-26,0,False,0
DC55,DC4,DC55->DC4,2023-01-26,214,False,231
DC55,DC5,DC55->DC5,2023-01-26,20,False,22
DC55,DC62,DC55->DC62,2023-01-26,83,False,90
DC55,DC8,DC55->DC8,2023-01-26,0,False,0
DC55,DC9,DC55->DC9,2023-01-26,0,False,0
DC56,DC10,DC56->DC10,2023-01-26,0,False,0
DC56,DC12,DC56->DC12,2023-01-26,0,False,0
DC56,DC14,DC56->DC14,2023-01-26,0,False,0
DC56,DC3,DC56->DC3,2023-01-26,0,False,0
DC56,DC35,DC56->DC35,2023-01-26,3,False,3
DC56,DC4,DC56->DC4,2023-01-26,0,False,0
DC56,DC40,DC56->DC40,2023-01-26,0,False,0
DC56,DC5,DC56->DC5,2023-01-26,0,False,0
DC56,DC61,DC56->DC61,2023-01-26,0,False,0
DC56,DC62,DC56->DC62,2023-01-26,0,False,0
DC56,DC70,DC56->DC70,2023-01-26,107,False,116
DC56,DC8,DC56->DC8,2023-01-26,0,False,0
DC56,DC9,DC56->DC9,2023-01-26,0,False,0
DC57,DC10,DC57->DC10,2023-01-26,0,False,0
DC57,DC14,DC57->DC14,2023-01-26,0,False,0
DC57,DC32,DC57->DC32,2023-01-26,0,False,0
DC57,DC35,DC57->DC35,2023-01-26,0,False,0
DC57,DC4,DC57->DC4,2023-01-26,0,False,0
DC57,DC40,DC57->DC40,2023-01-26,0,False,0
DC57,DC5,DC57->DC5,2023-01-26,0,False,0
DC57,DC62,DC57->DC62,2023-01-26,0,False,0
DC57,DC70,DC57->DC70,2023-01-26,0,False,0
DC57,DC8,DC57->DC8,2023-01-26,0,False,0
DC58,DC10,DC58->DC10,2023-01-26,0,False,0
DC58,DC12,DC58->DC12,2023-01-26,0,False,0
DC58,DC14,DC58->DC14,2023-01-26,0,False,0
DC58,DC29,DC58->DC29,2023-01-26,0,False,0
DC58,DC3,DC58->DC3,2023-01-26,0,False,0
DC58,DC34,DC58->DC34,2023-01-26,0,False,0
DC58,DC35,DC58->DC35,2023-01-26,0,False,0
DC58,DC4,DC58->DC4,2023-01-26,0,False,0
DC58,DC40,DC58->DC40,2023-01-26,0,False,0
DC58,DC5,DC58->DC5,2023-01-26,0,False,0
DC58,DC70,DC58->DC70,2023-01-26,0,False,0
DC58,DC8,DC58->DC8,2023-01-26,0,True,0
DC58,DC81,DC58->DC81,2023-01-26,0,False,0
DC58,DC9,DC58->DC9,2023-01-26,6403,True,6911
DC59,DC10,DC59->DC10,2023-01-26,388,False,419
DC59,DC14,DC59->DC14,2023-01-26,407,False,439
DC59,DC3,DC59->DC3,2023-01-26,0,False,0
DC59,DC35,DC59->DC35,2023-01-26,191,False,206
DC59,DC4,DC59->DC4,2023-01-26,844,False,911
DC59,DC40,DC59->DC40,2023-01-26,0,False,0
DC59,DC5,DC59->DC5,2023-01-26,74,False,80
DC59,DC62,DC59->DC62,2023-01-26,395,False,426
DC59,DC64,DC59->DC64,2023-01-26,0,False,0
DC59,DC65,DC59->DC65,2023-01-26,0,False,0
DC59,DC70,DC59->DC70,2023-01-26,416,False,449
DC59,DC8,DC59->DC8,2023-01-26,6,False,7
DC6,DC10,DC6->DC10,2023-01-26,0,False,0
DC6,DC14,DC6->DC14,2023-01-26,0,False,0
DC6,DC23,DC6->DC23,2023-01-26,0,False,0
DC6,DC4,DC6->DC4,2023-01-26,0,False,0
DC6,DC62,DC6->DC62,2023-01-26,0,False,0
DC6,DC70,DC6->DC70,2023-01-26,0,False,0
DC60,DC10,DC60->DC10,2023-01-26,154,False,166
DC60,DC14,DC60->DC14,2023-01-26,154,False,166
DC60,DC3,DC60->DC3,2023-01-26,0,False,0
DC60,DC34,DC60->DC34,2023-01-26,0,False,0
DC60,DC35,DC60->DC35,2023-01-26,37,False,40
DC60,DC4,DC60->DC4,2023-01-26,8,False,9
DC60,DC40,DC60->DC40,2023-01-26,0,False,0
DC60,DC5,DC60->DC5,2023-01-26,154,False,166
DC60,DC62,DC60->DC62,2023-01-26,828,False,894
DC60,DC64,DC60->DC64,2023-01-26,0,False,0
DC60,DC70,DC60->DC70,2023-01-26,44,False,47
DC60,DC8,DC60->DC8,2023-01-26,901,False,973
DC61,DC10,DC61->DC10,2023-01-26,0,False,0
DC61,DC14,DC61->DC14,2023-01-26,0,False,0
DC61,DC3,DC61->DC3,2023-01-26,0,False,0
DC61,DC4,DC61->DC4,2023-01-26,0,False,0
DC61,DC5,DC61->DC5,2023-01-26,0,False,0
DC62,DC10,DC62->DC10,2023-01-26,10473,False,11305
DC62,DC14,DC62->DC14,2023-01-26,9541,False,10299
DC62,DC15,DC62->DC15,2023-01-26,0,False,0
DC62,DC17,DC62->DC17,2023-01-26,0,False,0
DC62,DC20,DC62->DC20,2023-01-26,0,False,0
DC62,DC21,DC62->DC21,2023-01-26,0,False,0
DC62,DC22,DC62->DC22,2023-01-26,0,False,0
DC62,DC23,DC62->DC23,2023-01-26,0,False,0
DC62,DC3,DC62->DC3,2023-01-26,3,False,3
DC62,DC30,DC62->DC30,2023-01-26,0,False,0
DC62,DC32,DC62->DC32,2023-01-26,0,False,0
DC62,DC33,DC62->DC33,2023-01-26,0,False,0
DC62,DC34,DC62->DC34,2023-01-26,0,False,0
DC62,DC35,DC62->DC35,2023-01-26,28,False,30
DC62,DC38,DC62->DC38,2023-01-26,0,False,0
DC62,DC4,DC62->DC4,2023-01-26,150,False,162
DC62,DC40,DC62->DC40,2023-01-26,0,False,0
DC62,DC5,DC62->DC5,2023-01-26,1411,False,1523
DC62,DC50,DC62->DC50,2023-01-26,0,False,0
DC62,DC64,DC62->DC64,2023-01-26,0,False,0
DC62,DC65,DC62->DC65,2023-01-26,0,False,0
DC62,DC70,DC62->DC70,2023-01-26,9,False,10
DC62,DC73,DC62->DC73,2023-01-26,0,False,0
DC62,DC76,DC62->DC76,2023-01-26,0,False,0
DC62,DC8,DC62->DC8,2023-01-26,20435,False,22058
DC62,DC9,DC62->DC9,2023-01-26,0,False,0
DC63,DC10,DC63->DC10,2023-01-26,0,False,0
DC63,DC14,DC63->DC14,2023-01-26,0,False,0
DC63,DC8,DC63->DC8,2023-01-26,0,False,0
DC64,DC10,DC64->DC10,2023-01-26,0,False,0
DC64,DC14,DC64->DC14,2023-01-26,0,False,0
DC64,DC30,DC64->DC30,2023-01-26,0,False,0
DC64,DC4,DC64->DC4,2023-01-26,0,False,0
DC64,DC5,DC64->DC5,2023-01-26,0,False,0
DC64,DC62,DC64->DC62,2023-01-26,0,False,0
DC64,DC8,DC64->DC8,2023-01-26,0,False,0
DC65,DC10,DC65->DC10,2023-01-26,0,False,0
DC65,DC14,DC65->DC14,2023-01-26,0,False,0
DC65,DC4,DC65->DC4,2023-01-26,0,False,0
DC65,DC43,DC65->DC43,2023-01-26,0,False,0
DC65,DC5,DC65->DC5,2023-01-26,0,False,0
DC65,DC62,DC65->DC62,2023-01-26,0,False,0
DC65,DC8,DC65->DC8,2023-01-26,0,False,0
DC66,DC10,DC66->DC10,2023-01-26,0,False,0
DC66,DC14,DC66->DC14,2023-01-26,0,False,0
DC66,DC3,DC66->DC3,2023-01-26,0,False,0
DC66,DC4,DC66->DC4,2023-01-26,0,False,0
DC66,DC5,DC66->DC5,2023-01-26,0,False,0
DC66,DC8,DC66->DC8,2023-01-26,0,False,0
DC66,DC9,DC66->DC9,2023-01-26,0,False,0
DC67,DC10,DC67->DC10,2023-01-26,0,False,0
DC67,DC12,DC67->DC12,2023-01-26,0,False,0
DC67,DC14,DC67->DC14,2023-01-26,0,False,0
DC67,DC3,DC67->DC3,2023-01-26,0,False,0
DC67,DC32,DC67->DC32,2023-01-26,0,False,0
DC67,DC34,DC67->DC34,2023-01-26,0,False,0
DC67,DC35,DC67->DC35,2023-01-26,0,False,0
DC67,DC40,DC67->DC40,2023-01-26,0,False,0
DC67,DC5,DC67->DC5,2023-01-26,0,False,0
DC67,DC9,DC67->DC9,2023-01-26,0,False,0
DC68,DC10,DC68->DC10,2023-01-26,181,False,195
DC68,DC14,DC68->DC14,2023-01-26,172,False,186
DC68,DC3,DC68->DC3,2023-01-26,0,False,0
DC68,DC35,DC68->DC35,2023-01-26,0,False,0
DC68,DC4,DC68->DC4,2023-01-26,4,False,4
DC68,DC40,DC68->DC40,2023-01-26,0,False,0
DC68,DC5,DC68->DC5,2023-01-26,30,False,32
DC68,DC62,DC68->DC62,2023-01-26,183,False,197
DC68,DC64,DC68->DC64,2023-01-26,0,False,0
DC68,DC65,DC68->DC65,2023-01-26,0,False,0
DC68,DC70,DC68->DC70,2023-01-26,0,False,0
DC68,DC8,DC68->DC8,2023-01-26,830,False,896
DC69,DC10,DC69->DC10,2023-01-26,60,False,65
DC69,DC14,DC69->DC14,2023-01-26,61,False,66
DC69,DC3,DC69->DC3,2023-01-26,0,False,0
DC69,DC4,DC69->DC4,2023-01-26,0,False,0
DC69,DC5,DC69->DC5,2023-01-26,5,False,5
DC69,DC62,DC69->DC62,2023-01-26,61,False,66
DC69,DC8,DC69->DC8,2023-01-26,58,False,63
DC7,DC10,DC7->DC10,2023-01-26,599,False,647
DC7,DC12,DC7->DC12,2023-01-26,0,False,0
DC7,DC14,DC7->DC14,2023-01-26,778,False,840
DC7,DC3,DC7->DC3,2023-01-26,0,False,0
DC7,DC34,DC7->DC34,2023-01-26,0,False,0
DC7,DC35,DC7->DC35,2023-01-26,0,False,0
DC7,DC4,DC7->DC4,2023-01-26,0,False,0
DC7,DC40,DC7->DC40,2023-01-26,0,False,0
DC7,DC5,DC7->DC5,2023-01-26,168,False,181
DC7,DC62,DC7->DC62,2023-01-26,410,False,443
DC7,DC65,DC7->DC65,2023-01-26,0,False,0
DC7,DC70,DC7->DC70,2023-01-26,0,False,0
DC7,DC8,DC7->DC8,2023-01-26,829,False,895
DC7,DC9,DC7->DC9,2023-01-26,4379,True,4727
DC70,DC10,DC70->DC10,2023-01-26,0,False,0
DC70,DC14,DC70->DC14,2023-01-26,0,False,0
DC70,DC3,DC70->DC3,2023-01-26,0,False,0
DC70,DC32,DC70->DC32,2023-01-26,0,False,0
DC70,DC34,DC70->DC34,2023-01-26,0,False,0
DC70,DC35,DC70->DC35,2023-01-26,8,False,9
DC70,DC38,DC70->DC38,2023-01-26,0,False,0
DC70,DC4,DC70->DC4,2023-01-26,0,False,0
DC70,DC40,DC70->DC40,2023-01-26,0,False,0
DC70,DC5,DC70->DC5,2023-01-26,0,False,0
DC70,DC62,DC70->DC62,2023-01-26,0,False,0
DC70,DC8,DC70->DC8,2023-01-26,0,False,0
DC71,DC10,DC71->DC10,2023-01-26,79,False,85
DC71,DC12,DC71->DC12,2023-01-26,0,False,0
DC71,DC14,DC71->DC14,2023-01-26,58,False,63
DC71,DC3,DC71->DC3,2023-01-26,0,False,0
DC71,DC35,DC71->DC35,2023-01-26,0,False,0
DC71,DC4,DC71->DC4,2023-01-26,242,False,261
DC71,DC40,DC71->DC40,2023-01-26,0,False,0
DC71,DC5,DC71->DC5,2023-01-26,40,False,43
DC71,DC62,DC71->DC62,2023-01-26,116,False,125
DC71,DC70,DC71->DC70,2023-01-26,0,False,0
DC71,DC8,DC71->DC8,2023-01-26,3,False,3
DC71,DC9,DC71->DC9,2023-01-26,0,False,0
DC72,DC10,DC72->DC10,2023-01-26,0,False,0
DC72,DC14,DC72->DC14,2023-01-26,0,False,0
DC72,DC3,DC72->DC3,2023-01-26,0,False,0
DC72,DC35,DC72->DC35,2023-01-26,0,False,0
DC72,DC4,DC72->DC4,2023-01-26,0,False,0
DC72,DC5,DC72->DC5,2023-01-26,0,False,0
DC72,DC62,DC72->DC62,2023-01-26,0,False,0
DC72,DC8,DC72->DC8,2023-01-26,0,False,0
DC72,DC9,DC72->DC9,2023-01-26,0,False,0
DC73,DC10,DC73->DC10,2023-01-26,5561,False,6003
DC73,DC12,DC73->DC12,2023-01-26,0,False,0
DC73,DC14,DC73->DC14,2023-01-26,3057,False,3300
DC73,DC20,DC73->DC20,2023-01-26,0,False,0
DC73,DC3,DC73->DC3,2023-01-26,1143,True,1234
DC73,DC34,DC73->DC34,2023-01-26,0,False,0
DC73,DC35,DC73->DC35,2023-01-26,0,False,0
DC73,DC4,DC73->DC4,2023-01-26,10604,False,11446
DC73,DC40,DC73->DC40,2023-01-26,0,False,0
DC73,DC5,DC73->DC5,2023-01-26,1590,False,1716
DC73,DC62,DC73->DC62,2023-01-26,3165,False,3416
DC73,DC64,DC73->DC64,2023-01-26,0,False,0
DC73,DC70,DC73->DC70,2023-01-26,0,False,0
DC73,DC8,DC73->DC8,2023-01-26,24,False,26
DC73,DC9,DC73->DC9,2023-01-26,0,False,0
DC74,DC10,DC74->DC10,2023-01-26,0,False,0
DC74,DC14,DC74->DC14,2023-01-26,0,False,0
DC74,DC3,DC74->DC3,2023-01-26,0,False,0
DC74,DC4,DC74->DC4,2023-01-26,0,False,0
DC74,DC5,DC74->DC5,2023-01-26,0,False,0
DC74,DC8,DC74->DC8,2023-01-26,0,False,0
DC74,DC9,DC74->DC9,2023-01-26,0,False,0
DC75,DC35,DC75->DC35,2023-01-26,0,False,0
DC76,DC10,DC76->DC10,2023-01-26,0,False,0
DC76,DC14,DC76->DC14,2023-01-26,0,False,0
DC76,DC3,DC76->DC3,2023-01-26,0,False,0
DC76,DC4,DC76->DC4,2023-01-26,0,False,0
DC76,DC5,DC76->DC5,2023-01-26,0,False,0
DC76,DC62,DC76->DC62,2023-01-26,0,False,0
DC76,DC8,DC76->DC8,2023-01-26,0,False,0
DC77,DC6,DC77->DC6,2023-01-26,0,False,0
DC8,DC10,DC8->DC10,2023-01-26,16609,False,17928
DC8,DC13,DC8->DC13,2023-01-26,0,False,0
DC8,DC14,DC8->DC14,2023-01-26,9136,False,9861
DC8,DC15,DC8->DC15,2023-01-26,0,False,0
DC8,DC25,DC8->DC25,2023-01-26,0,False,0
DC8,DC27,DC8->DC27,2023-01-26,0,False,0
DC8,DC3,DC8->DC3,2023-01-26,6,False,7
DC8,DC32,DC8->DC32,2023-01-26,0,False,0
DC8,DC33,DC8->DC33,2023-01-26,0,False,0
DC8,DC34,DC8->DC34,2023-01-26,0,False,0
DC8,DC35,DC8->DC35,2023-01-26,31,False,34
DC8,DC38,DC8->DC38,2023-01-26,0,False,0
DC8,DC4,DC8->DC4,2023-01-26,244,False,263
DC8,DC40,DC8->DC40,2023-01-26,0,False,0
DC8,DC43,DC8->DC43,2023-01-26,0,False,0
DC8,DC44,DC8->DC44,2023-01-26,0,False,0
DC8,DC5,DC8->DC5,2023-01-26,3828,False,4132
DC8,DC59,DC8->DC59,2023-01-26,0,False,0
DC8,DC62,DC8->DC62,2023-01-26,13090,False,14129
DC8,DC64,DC8->DC64,2023-01-26,0,False,0
DC8,DC65,DC8->DC65,2023-01-26,0,False,0
DC8,DC70,DC8->DC70,2023-01-26,26,False,28
DC8,DC76,DC8->DC76,2023-01-26,0,False,0
DC8,DC78,DC8->DC78,2023-01-26,0,False,0
DC8,DC9,DC8->DC9,2023-01-26,0,False,0
DC9,DC10,DC9->DC10,2023-01-26,0,False,0
DC9,DC12,DC9->DC12,2023-01-26,0,False,0
DC9,DC13,DC9->DC13,2023-01-26,0,False,0
DC9,DC14,DC9->DC14,2023-01-26,5476,True,5911
DC9,DC19,DC9->DC19,2023-01-26,0,False,0
DC9,DC21,DC9->DC21,2023-01-26,0,False,0
DC9,DC22,DC9->DC22,2023-01-26,0,False,0
DC9,DC23,DC9->DC23,2023-01-26,0,False,0
DC9,DC25,DC9->DC25,2023-01-26,0,False,0
DC9,DC3,DC9->DC3,2023-01-26,4782,True,5162
DC9,DC32,DC9->DC32,2023-01-26,0,False,0
DC9,DC34,DC9->DC34,2023-01-26,0,False,0
DC9,DC35,DC9->DC35,2023-01-26,0,False,0
DC9,DC36,DC9->DC36,2023-01-26,0,False,0
DC9,DC4,DC9->DC4,2023-01-26,0,False,0
DC9,DC40,DC9->DC40,2023-01-26,0,False,0
DC9,DC48,DC9->DC48,2023-01-26,0,False,0
DC9,DC5,DC9->DC5,2023-01-26,2739,True,2956
DC9,DC51,DC9->DC51,2023-01-26,0,False,0
DC9,DC58,DC9->DC58,2023-01-26,0,False,0
DC9,DC62,DC9->DC62,2023-01-26,0,False,0
DC9,DC67,DC9->DC67,2023-01-26,0,False,0
DC9,DC79,DC9->DC79,2023-01-26,0,False,0
DC9,DC8,DC9->DC8,2023-01-26,0,False,0
DC1,DC8,DC1->DC8,2023-01-27,0,False,0
DC10,DC12,DC10->DC12,2023-01-27,0,False,0
DC10,DC13,DC10->DC13,2023-01-27,0,False,0
DC10,DC14,DC10->DC14,2023-01-27,6470,False,6984
DC10,DC17,DC10->DC17,2023-01-27,0,False,0
DC10,DC19,DC10->DC19,2023-01-27,0,False,0
DC10,DC20,DC10->DC20,2023-01-27,0,False,0
DC10,DC21,DC10->DC21,2023-01-27,0,False,0
DC10,DC22,DC10->DC22,2023-01-27,0,False,0
DC10,DC23,DC10->DC23,2023-01-27,0,False,0
DC10,DC25,DC10->DC25,2023-01-27,0,False,0
DC10,DC27,DC10->DC27,2023-01-27,0,False,0
DC10,DC28,DC10->DC28,2023-01-27,0,False,0
DC10,DC3,DC10->DC3,2023-01-27,1815,True,1959
DC10,DC30,DC10->DC30,2023-01-27,0,False,0
DC10,DC32,DC10->DC32,2023-01-27,0,False,0
