scheme,date,original_edge,demand_type,alternative_origin,alternative_dest,alternative_edge,allocated_volume,unserved_volume
min_changed_plus_2,2023-01-15,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1269,0
min_changed_plus_2,2023-01-15,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,30,0
min_changed_plus_2,2023-01-15,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,6,0
min_changed_plus_2,2023-01-15,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7740,0
min_changed_plus_2,2023-01-15,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2565,0
min_changed_plus_2,2023-01-15,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,9,0
min_changed_plus_2,2023-01-15,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-15,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,334,0
min_changed_plus_2,2023-01-15,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,731,0
min_changed_plus_2,2023-01-15,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2749,0
min_changed_plus_2,2023-01-15,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,784,0
min_changed_plus_2,2023-01-15,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1285,0
min_changed_plus_2,2023-01-15,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1080,0
min_changed_plus_2,2023-01-15,DC5->DC10,outbound_from_closed_site,DC4,DC10,DC4->DC10,161,0
min_changed_plus_2,2023-01-15,DC5->DC14,outbound_from_closed_site,DC19,DC14,DC19->DC14,70,0
min_changed_plus_2,2023-01-15,DC5->DC4,outbound_from_closed_site,DC21,DC4,DC21->DC4,1402,0
min_changed_plus_2,2023-01-15,DC5->DC62,outbound_from_closed_site,DC38,DC62,DC38->DC62,101,0
min_changed_plus_2,2023-01-15,DC5->DC70,outbound_from_closed_site,DC17,DC70,DC17->DC70,6,0
min_changed_plus_2,2023-01-15,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-15,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,673,0
min_changed_plus_2,2023-01-15,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2966,0
min_changed_plus_2,2023-01-15,DC52->DC5,inbound_to_closed_site,DC52,DC62,DC52->DC62,52,0
min_changed_plus_2,2023-01-15,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,237,0
min_changed_plus_2,2023-01-15,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,37,0
min_changed_plus_2,2023-01-15,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,242,0
min_changed_plus_2,2023-01-15,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,573,0
min_changed_plus_2,2023-01-15,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2378,0
min_changed_plus_2,2023-01-15,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,68,0
min_changed_plus_2,2023-01-15,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,13,0
min_changed_plus_2,2023-01-15,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,145,0
min_changed_plus_2,2023-01-15,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,46,0
min_changed_plus_2,2023-01-15,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2406,0
min_changed_plus_2,2023-01-15,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3810,0
min_changed_plus_2,2023-01-15,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,13275,0
min_changed_plus_2,2023-01-15,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,4057,0
min_changed_plus_2,2023-01-15,DC9->DC5,inbound_to_closed_site,DC9,DC8,DC9->DC8,2067,0
min_changed_plus_2,2023-01-16,DC10->DC5,inbound_to_closed_site,DC10,DC9,DC10->DC9,6304,0
min_changed_plus_2,2023-01-16,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13894,0
min_changed_plus_2,2023-01-16,DC17->DC5,inbound_to_closed_site,DC17,DC8,DC17->DC8,8365,0
min_changed_plus_2,2023-01-16,DC19->DC5,inbound_to_closed_site,DC19,DC35,DC19->DC35,4658,0
min_changed_plus_2,2023-01-16,DC20->DC5,inbound_to_closed_site,DC20,DC10,DC20->DC10,4642,0
min_changed_plus_2,2023-01-16,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,5703,0
min_changed_plus_2,2023-01-16,DC22->DC5,inbound_to_closed_site,DC22,DC8,DC22->DC8,5111,0
min_changed_plus_2,2023-01-16,DC23->DC5,inbound_to_closed_site,DC23,DC14,DC23->DC14,5651,0
min_changed_plus_2,2023-01-16,DC25->DC5,inbound_to_closed_site,DC25,DC4,DC25->DC4,4946,0
min_changed_plus_2,2023-01-16,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1315,0
min_changed_plus_2,2023-01-16,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1389,0
min_changed_plus_2,2023-01-16,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2137,0
min_changed_plus_2,2023-01-16,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1284,0
min_changed_plus_2,2023-01-16,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,52,0
min_changed_plus_2,2023-01-16,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,10,0
min_changed_plus_2,2023-01-16,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7838,0
min_changed_plus_2,2023-01-16,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2949,0
min_changed_plus_2,2023-01-16,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,10,0
min_changed_plus_2,2023-01-16,DC40->DC5,inbound_to_closed_site,DC40,DC9,DC40->DC9,7,0
min_changed_plus_2,2023-01-16,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,348,0
min_changed_plus_2,2023-01-16,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,738,0
min_changed_plus_2,2023-01-16,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2984,0
min_changed_plus_2,2023-01-16,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,782,0
min_changed_plus_2,2023-01-16,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1398,0
min_changed_plus_2,2023-01-16,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1169,0
min_changed_plus_2,2023-01-16,DC5->DC10,outbound_from_closed_site,DC19,DC10,DC19->DC10,180,0
min_changed_plus_2,2023-01-16,DC5->DC14,outbound_from_closed_site,DC7,DC14,DC7->DC14,74,0
min_changed_plus_2,2023-01-16,DC5->DC4,outbound_from_closed_site,DC73,DC4,DC73->DC4,1618,0
min_changed_plus_2,2023-01-16,DC5->DC62,outbound_from_closed_site,DC30,DC62,DC30->DC62,123,0
min_changed_plus_2,2023-01-16,DC5->DC70,outbound_from_closed_site,DC38,DC70,DC38->DC70,8,0
min_changed_plus_2,2023-01-16,DC5->DC8,outbound_from_closed_site,DC28,DC8,DC28->DC8,6,0
min_changed_plus_2,2023-01-16,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,724,0
min_changed_plus_2,2023-01-16,DC51->DC5,inbound_to_closed_site,DC51,DC65,DC51->DC65,3208,0
min_changed_plus_2,2023-01-16,DC52->DC5,inbound_to_closed_site,DC52,DC62,DC52->DC62,54,0
min_changed_plus_2,2023-01-16,DC53->DC5,inbound_to_closed_site,DC53,DC14,DC53->DC14,276,0
min_changed_plus_2,2023-01-16,DC55->DC5,inbound_to_closed_site,DC55,DC62,DC55->DC62,38,0
min_changed_plus_2,2023-01-16,DC59->DC5,inbound_to_closed_site,DC59,DC10,DC59->DC10,272,0
min_changed_plus_2,2023-01-16,DC60->DC5,inbound_to_closed_site,DC60,DC35,DC60->DC35,615,0
min_changed_plus_2,2023-01-16,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2426,0
min_changed_plus_2,2023-01-16,DC68->DC5,inbound_to_closed_site,DC68,DC8,DC68->DC8,77,0
min_changed_plus_2,2023-01-16,DC69->DC5,inbound_to_closed_site,DC69,DC8,DC69->DC8,13,0
min_changed_plus_2,2023-01-16,DC7->DC5,inbound_to_closed_site,DC7,DC14,DC7->DC14,164,0
min_changed_plus_2,2023-01-16,DC71->DC5,inbound_to_closed_site,DC71,DC62,DC71->DC62,58,0
min_changed_plus_2,2023-01-16,DC73->DC5,inbound_to_closed_site,DC73,DC4,DC73->DC4,2503,0
min_changed_plus_2,2023-01-16,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3809,0
min_changed_plus_2,2023-01-16,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,4757,0
min_changed_plus_2,2023-01-16,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,19239,0
min_changed_plus_2,2023-01-16,DC15->DC5,inbound_to_closed_site,,,,0,2865
min_changed_plus_2,2023-01-17,DC10->DC5,inbound_to_closed_site,DC10,DC4,DC10->DC4,6323,0
min_changed_plus_2,2023-01-17,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13894,0
min_changed_plus_2,2023-01-17,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2845,0
min_changed_plus_2,2023-01-17,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8365,0
min_changed_plus_2,2023-01-17,DC19->DC5,inbound_to_closed_site,DC19,DC10,DC19->DC10,4654,0
min_changed_plus_2,2023-01-17,DC20->DC5,inbound_to_closed_site,DC20,DC14,DC20->DC14,4660,0
min_changed_plus_2,2023-01-17,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,9624,0
min_changed_plus_2,2023-01-17,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,4909,0
min_changed_plus_2,2023-01-17,DC23->DC5,inbound_to_closed_site,DC23,DC62,DC23->DC62,5673,0
min_changed_plus_2,2023-01-17,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4947,0
min_changed_plus_2,2023-01-17,DC26->DC5,inbound_to_closed_site,DC26,DC4,DC26->DC4,1303,0
min_changed_plus_2,2023-01-17,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1377,0
min_changed_plus_2,2023-01-17,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2073,0
min_changed_plus_2,2023-01-17,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1280,0
min_changed_plus_2,2023-01-17,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,37,0
min_changed_plus_2,2023-01-17,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,7,0
min_changed_plus_2,2023-01-17,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7838,0
min_changed_plus_2,2023-01-17,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2941,0
min_changed_plus_2,2023-01-17,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,9,0
min_changed_plus_2,2023-01-17,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-17,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,347,0
min_changed_plus_2,2023-01-17,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,742,0
min_changed_plus_2,2023-01-17,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2934,0
min_changed_plus_2,2023-01-17,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,749,0
min_changed_plus_2,2023-01-17,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1388,0
min_changed_plus_2,2023-01-17,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1157,0
min_changed_plus_2,2023-01-17,DC5->DC10,outbound_from_closed_site,DC69,DC10,DC69->DC10,177,0
min_changed_plus_2,2023-01-17,DC5->DC14,outbound_from_closed_site,DC59,DC14,DC59->DC14,74,0
min_changed_plus_2,2023-01-17,DC5->DC4,outbound_from_closed_site,DC26,DC4,DC26->DC4,1547,0
min_changed_plus_2,2023-01-17,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,110,0
min_changed_plus_2,2023-01-17,DC5->DC70,outbound_from_closed_site,DC68,DC70,DC68->DC70,7,0
min_changed_plus_2,2023-01-17,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-17,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,722,0
min_changed_plus_2,2023-01-17,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,3184,0
min_changed_plus_2,2023-01-17,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,52,0
min_changed_plus_2,2023-01-17,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,282,0
min_changed_plus_2,2023-01-17,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,34,0
min_changed_plus_2,2023-01-17,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,284,0
min_changed_plus_2,2023-01-17,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,597,0
min_changed_plus_2,2023-01-17,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2405,0
min_changed_plus_2,2023-01-17,DC68->DC5,inbound_to_closed_site,DC68,DC70,DC68->DC70,74,0
min_changed_plus_2,2023-01-17,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,10,0
min_changed_plus_2,2023-01-17,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,180,0
min_changed_plus_2,2023-01-17,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,54,0
min_changed_plus_2,2023-01-17,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2500,0
min_changed_plus_2,2023-01-17,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3631,0
min_changed_plus_2,2023-01-17,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,5761,0
min_changed_plus_2,2023-01-17,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,9226,0
min_changed_plus_2,2023-01-17,DC9->DC5,inbound_to_closed_site,DC9,DC4,DC9->DC4,1899,0
min_changed_plus_2,2023-01-17,DC9->DC5,inbound_to_closed_site,DC9,DC8,DC9->DC8,1998,0
min_changed_plus_2,2023-01-18,DC10->DC5,inbound_to_closed_site,DC10,DC12,DC10->DC12,993,0
min_changed_plus_2,2023-01-18,DC10->DC5,inbound_to_closed_site,DC10,DC4,DC10->DC4,5130,0
min_changed_plus_2,2023-01-18,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13723,0
min_changed_plus_2,2023-01-18,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2788,0
min_changed_plus_2,2023-01-18,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8266,0
min_changed_plus_2,2023-01-18,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4487,0
min_changed_plus_2,2023-01-18,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4620,0
min_changed_plus_2,2023-01-18,DC21->DC5,inbound_to_closed_site,DC21,DC35,DC21->DC35,6143,0
min_changed_plus_2,2023-01-18,DC21->DC5,inbound_to_closed_site,DC21,DC4,DC21->DC4,1421,0
min_changed_plus_2,2023-01-18,DC22->DC5,inbound_to_closed_site,DC22,DC8,DC22->DC8,4909,0
min_changed_plus_2,2023-01-18,DC23->DC5,inbound_to_closed_site,DC23,DC62,DC23->DC62,5313,0
min_changed_plus_2,2023-01-18,DC25->DC5,inbound_to_closed_site,DC25,DC14,DC25->DC14,4752,0
min_changed_plus_2,2023-01-18,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1268,0
min_changed_plus_2,2023-01-18,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1340,0
min_changed_plus_2,2023-01-18,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,1934,0
min_changed_plus_2,2023-01-18,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1266,0
min_changed_plus_2,2023-01-18,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,38,0
min_changed_plus_2,2023-01-18,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,8,0
min_changed_plus_2,2023-01-18,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7760,0
min_changed_plus_2,2023-01-18,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2793,0
min_changed_plus_2,2023-01-18,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,8,0
min_changed_plus_2,2023-01-18,DC40->DC5,inbound_to_closed_site,DC40,DC9,DC40->DC9,7,0
min_changed_plus_2,2023-01-18,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,331,0
min_changed_plus_2,2023-01-18,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,714,0
min_changed_plus_2,2023-01-18,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2800,0
min_changed_plus_2,2023-01-18,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,748,0
min_changed_plus_2,2023-01-18,DC47->DC5,inbound_to_closed_site,DC47,DC70,DC47->DC70,1269,0
min_changed_plus_2,2023-01-18,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1076,0
min_changed_plus_2,2023-01-18,DC5->DC10,outbound_from_closed_site,DC69,DC10,DC69->DC10,168,0
min_changed_plus_2,2023-01-18,DC5->DC14,outbound_from_closed_site,DC59,DC14,DC59->DC14,74,0
min_changed_plus_2,2023-01-18,DC5->DC4,outbound_from_closed_site,DC21,DC4,DC21->DC4,1601,0
min_changed_plus_2,2023-01-18,DC5->DC62,outbound_from_closed_site,DC46,DC62,DC46->DC62,112,0
min_changed_plus_2,2023-01-18,DC5->DC70,outbound_from_closed_site,DC47,DC70,DC47->DC70,6,0
min_changed_plus_2,2023-01-18,DC5->DC8,outbound_from_closed_site,DC52,DC8,DC52->DC8,6,0
min_changed_plus_2,2023-01-18,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,671,0
min_changed_plus_2,2023-01-18,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,3110,0
min_changed_plus_2,2023-01-18,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,51,0
min_changed_plus_2,2023-01-18,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,246,0
min_changed_plus_2,2023-01-18,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,33,0
min_changed_plus_2,2023-01-18,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,266,0
min_changed_plus_2,2023-01-18,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,561,0
min_changed_plus_2,2023-01-18,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2255,0
min_changed_plus_2,2023-01-18,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,70,0
min_changed_plus_2,2023-01-18,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,8,0
min_changed_plus_2,2023-01-18,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,173,0
min_changed_plus_2,2023-01-18,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,50,0
min_changed_plus_2,2023-01-18,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2369,0
min_changed_plus_2,2023-01-18,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3504,0
min_changed_plus_2,2023-01-18,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,16215,0
min_changed_plus_2,2023-01-19,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,5677,0
min_changed_plus_2,2023-01-19,DC14->DC5,inbound_to_closed_site,DC14,DC3,DC14->DC3,13306,0
min_changed_plus_2,2023-01-19,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2640,0
min_changed_plus_2,2023-01-19,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,7973,0
min_changed_plus_2,2023-01-19,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4200,0
min_changed_plus_2,2023-01-19,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4478,0
min_changed_plus_2,2023-01-19,DC21->DC5,inbound_to_closed_site,DC21,DC35,DC21->DC35,4332,0
min_changed_plus_2,2023-01-19,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,4531,0
min_changed_plus_2,2023-01-19,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,4975,0
min_changed_plus_2,2023-01-19,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4360,0
min_changed_plus_2,2023-01-19,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1184,0
min_changed_plus_2,2023-01-19,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1238,0
min_changed_plus_2,2023-01-19,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,1884,0
min_changed_plus_2,2023-01-19,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1257,0
min_changed_plus_2,2023-01-19,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,37,0
min_changed_plus_2,2023-01-19,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,6,0
min_changed_plus_2,2023-01-19,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7318,0
min_changed_plus_2,2023-01-19,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2666,0
min_changed_plus_2,2023-01-19,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,8,0
min_changed_plus_2,2023-01-19,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-19,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,321,0
min_changed_plus_2,2023-01-19,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,704,0
min_changed_plus_2,2023-01-19,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2654,0
min_changed_plus_2,2023-01-19,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,767,0
min_changed_plus_2,2023-01-19,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1168,0
min_changed_plus_2,2023-01-19,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1019,0
min_changed_plus_2,2023-01-19,DC5->DC10,outbound_from_closed_site,DC18,DC10,DC18->DC10,164,0
min_changed_plus_2,2023-01-19,DC5->DC14,outbound_from_closed_site,DC59,DC14,DC59->DC14,69,0
min_changed_plus_2,2023-01-19,DC5->DC4,outbound_from_closed_site,DC20,DC4,DC20->DC4,1557,0
min_changed_plus_2,2023-01-19,DC5->DC62,outbound_from_closed_site,DC46,DC62,DC46->DC62,92,0
min_changed_plus_2,2023-01-19,DC5->DC70,outbound_from_closed_site,DC17,DC70,DC17->DC70,7,0
min_changed_plus_2,2023-01-19,DC5->DC8,outbound_from_closed_site,DC52,DC8,DC52->DC8,6,0
min_changed_plus_2,2023-01-19,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,627,0
min_changed_plus_2,2023-01-19,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2774,0
min_changed_plus_2,2023-01-19,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,46,0
min_changed_plus_2,2023-01-19,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,241,0
min_changed_plus_2,2023-01-19,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,29,0
min_changed_plus_2,2023-01-19,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,263,0
min_changed_plus_2,2023-01-19,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,537,0
min_changed_plus_2,2023-01-19,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2067,0
min_changed_plus_2,2023-01-19,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,65,0
min_changed_plus_2,2023-01-19,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,7,0
min_changed_plus_2,2023-01-19,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,156,0
min_changed_plus_2,2023-01-19,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,43,0
min_changed_plus_2,2023-01-19,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2168,0
min_changed_plus_2,2023-01-19,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3732,0
min_changed_plus_2,2023-01-19,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,9713,0
min_changed_plus_2,2023-01-20,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,3860,0
min_changed_plus_2,2023-01-20,DC14->DC5,inbound_to_closed_site,DC14,DC4,DC14->DC4,12814,0
min_changed_plus_2,2023-01-20,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2140,0
min_changed_plus_2,2023-01-20,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,6284,0
min_changed_plus_2,2023-01-20,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,2820,0
min_changed_plus_2,2023-01-20,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,2840,0
min_changed_plus_2,2023-01-20,DC21->DC5,inbound_to_closed_site,DC21,DC35,DC21->DC35,3277,0
min_changed_plus_2,2023-01-20,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,3212,0
min_changed_plus_2,2023-01-20,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,3591,0
min_changed_plus_2,2023-01-20,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,3070,0
min_changed_plus_2,2023-01-20,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1043,0
min_changed_plus_2,2023-01-20,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1095,0
min_changed_plus_2,2023-01-20,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,1394,0
min_changed_plus_2,2023-01-20,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1179,0
min_changed_plus_2,2023-01-20,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,33,0
min_changed_plus_2,2023-01-20,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,7,0
