方案,场地1,场地2,edge,日期,原预测货量,分流增加货量,调整后货量,线路能力,线路负荷率
min_changed_plus_2,DC47,DC9,DC47->DC9,2023-01-04 00:00:00,0,0,0,65326,0.0
min_changed_plus_2,DC48,DC10,DC48->DC10,2023-01-04 00:00:00,3044,0,3044,16358,0.18608631862085828
min_changed_plus_2,DC48,DC12,DC48->DC12,2023-01-04 00:00:00,0,0,0,1330,0.0
min_changed_plus_2,DC48,DC14,DC48->DC14,2023-01-04 00:00:00,2524,0,2524,12446,0.20279607906154587
min_changed_plus_2,DC48,DC29,DC48->DC29,2023-01-04 00:00:00,0,0,0,66,0.0
min_changed_plus_2,DC48,DC3,DC48->DC3,2023-01-04 00:00:00,0,0,0,7132,0.0
min_changed_plus_2,DC48,DC32,DC48->DC32,2023-01-04 00:00:00,0,0,0,44,0.0
min_changed_plus_2,DC48,DC34,DC48->DC34,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC48,DC35,DC48->DC35,2023-01-04 00:00:00,33,0,33,4003,0.00824381713714714
min_changed_plus_2,DC48,DC4,DC48->DC4,2023-01-04 00:00:00,6,0,6,6753,0.000888494002665482
min_changed_plus_2,DC48,DC40,DC48->DC40,2023-01-04 00:00:00,0,0,0,666,0.0
min_changed_plus_2,DC48,DC50,DC48->DC50,2023-01-04 00:00:00,0,0,0,77,0.0
min_changed_plus_2,DC48,DC62,DC48->DC62,2023-01-04 00:00:00,2717,0,2717,13834,0.19640017348561514
min_changed_plus_2,DC48,DC64,DC48->DC64,2023-01-04 00:00:00,0,0,0,42,0.0
min_changed_plus_2,DC48,DC65,DC48->DC65,2023-01-04 00:00:00,0,0,0,249,0.0
min_changed_plus_2,DC48,DC70,DC48->DC70,2023-01-04 00:00:00,215,0,215,2901,0.0741123750430886
min_changed_plus_2,DC48,DC8,DC48->DC8,2023-01-04 00:00:00,6983,1320,8303,64292,0.12914515025197537
min_changed_plus_2,DC48,DC9,DC48->DC9,2023-01-04 00:00:00,0,0,0,62978,0.0
min_changed_plus_2,DC49,DC10,DC49->DC10,2023-01-04 00:00:00,0,0,0,4070,0.0
min_changed_plus_2,DC49,DC12,DC49->DC12,2023-01-04 00:00:00,0,0,0,2142,0.0
min_changed_plus_2,DC49,DC14,DC49->DC14,2023-01-04 00:00:00,0,0,0,6173,0.0
min_changed_plus_2,DC49,DC3,DC49->DC3,2023-01-04 00:00:00,0,0,0,3615,0.0
min_changed_plus_2,DC49,DC35,DC49->DC35,2023-01-04 00:00:00,0,0,0,822,0.0
min_changed_plus_2,DC49,DC9,DC49->DC9,2023-01-04 00:00:00,0,0,0,27048,0.0
min_changed_plus_2,DC50,DC10,DC50->DC10,2023-01-04 00:00:00,1572,0,1572,15886,0.09895505476520207
min_changed_plus_2,DC50,DC12,DC50->DC12,2023-01-04 00:00:00,0,0,0,2750,0.0
min_changed_plus_2,DC50,DC14,DC50->DC14,2023-01-04 00:00:00,1309,778,2087,12477,0.16726777270177126
min_changed_plus_2,DC50,DC29,DC50->DC29,2023-01-04 00:00:00,0,0,0,65,0.0
min_changed_plus_2,DC50,DC3,DC50->DC3,2023-01-04 00:00:00,0,0,0,6919,0.0
min_changed_plus_2,DC50,DC32,DC50->DC32,2023-01-04 00:00:00,0,0,0,22,0.0
min_changed_plus_2,DC50,DC34,DC50->DC34,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC50,DC35,DC50->DC35,2023-01-04 00:00:00,10,0,10,20381,0.0004906530592218242
min_changed_plus_2,DC50,DC4,DC50->DC4,2023-01-04 00:00:00,3,0,3,4093,0.0007329587099926704
min_changed_plus_2,DC50,DC40,DC50->DC40,2023-01-04 00:00:00,0,0,0,322,0.0
min_changed_plus_2,DC50,DC48,DC50->DC48,2023-01-04 00:00:00,0,0,0,60,0.0
min_changed_plus_2,DC50,DC62,DC50->DC62,2023-01-04 00:00:00,1514,0,1514,14039,0.10784243892015101
min_changed_plus_2,DC50,DC64,DC50->DC64,2023-01-04 00:00:00,0,0,0,9,0.0
min_changed_plus_2,DC50,DC65,DC50->DC65,2023-01-04 00:00:00,0,0,0,135,0.0
min_changed_plus_2,DC50,DC70,DC50->DC70,2023-01-04 00:00:00,62,0,62,2353,0.02634934126646834
min_changed_plus_2,DC50,DC8,DC50->DC8,2023-01-04 00:00:00,3755,0,3755,33218,0.11304112228309952
min_changed_plus_2,DC50,DC9,DC50->DC9,2023-01-04 00:00:00,0,0,0,21217,0.0
min_changed_plus_2,DC51,DC10,DC51->DC10,2023-01-04 00:00:00,5670,0,5670,73471,0.07717330647466347
min_changed_plus_2,DC51,DC12,DC51->DC12,2023-01-04 00:00:00,0,0,0,15074,0.0
min_changed_plus_2,DC51,DC14,DC51->DC14,2023-01-04 00:00:00,5612,0,5612,25068,0.22387107068772938
min_changed_plus_2,DC51,DC29,DC51->DC29,2023-01-04 00:00:00,0,0,0,250,0.0
min_changed_plus_2,DC51,DC3,DC51->DC3,2023-01-04 00:00:00,0,0,0,49638,0.0
min_changed_plus_2,DC51,DC32,DC51->DC32,2023-01-04 00:00:00,0,0,0,344,0.0
min_changed_plus_2,DC51,DC34,DC51->DC34,2023-01-04 00:00:00,0,0,0,14,0.0
min_changed_plus_2,DC51,DC35,DC51->DC35,2023-01-04 00:00:00,305,0,305,22655,0.013462811741337453
min_changed_plus_2,DC51,DC4,DC51->DC4,2023-01-04 00:00:00,13,0,13,26361,0.0004931527635522173
min_changed_plus_2,DC51,DC40,DC51->DC40,2023-01-04 00:00:00,0,0,0,1519,0.0
min_changed_plus_2,DC51,DC62,DC51->DC62,2023-01-04 00:00:00,5967,0,5967,27765,0.21491085899513776
min_changed_plus_2,DC51,DC64,DC51->DC64,2023-01-04 00:00:00,0,0,0,485,0.0
min_changed_plus_2,DC51,DC65,DC51->DC65,2023-01-04 00:00:00,0,0,0,6931,0.0
min_changed_plus_2,DC51,DC70,DC51->DC70,2023-01-04 00:00:00,532,0,532,5702,0.0933005962820063
min_changed_plus_2,DC51,DC8,DC51->DC8,2023-01-04 00:00:00,23011,0,23011,118955,0.19344289857509142
min_changed_plus_2,DC51,DC81,DC51->DC81,2023-01-04 00:00:00,0,0,0,16240,0.0
min_changed_plus_2,DC51,DC9,DC51->DC9,2023-01-04 00:00:00,0,3298,3298,261337,0.012619720896773132
min_changed_plus_2,DC52,DC10,DC52->DC10,2023-01-04 00:00:00,58,0,58,498,0.11646586345381527
min_changed_plus_2,DC52,DC14,DC52->DC14,2023-01-04 00:00:00,31,0,31,438,0.07077625570776255
min_changed_plus_2,DC52,DC3,DC52->DC3,2023-01-04 00:00:00,0,0,0,216,0.0
min_changed_plus_2,DC52,DC35,DC52->DC35,2023-01-04 00:00:00,0,45,45,955,0.04712041884816754
min_changed_plus_2,DC52,DC4,DC52->DC4,2023-01-04 00:00:00,0,0,0,219,0.0
min_changed_plus_2,DC52,DC40,DC52->DC40,2023-01-04 00:00:00,0,0,0,79,0.0
min_changed_plus_2,DC52,DC46,DC52->DC46,2023-01-04 00:00:00,0,0,0,10,0.0
min_changed_plus_2,DC52,DC62,DC52->DC62,2023-01-04 00:00:00,63,0,63,556,0.11330935251798561
min_changed_plus_2,DC52,DC64,DC52->DC64,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC52,DC65,DC52->DC65,2023-01-04 00:00:00,0,0,0,14,0.0
min_changed_plus_2,DC52,DC70,DC52->DC70,2023-01-04 00:00:00,0,0,0,716,0.0
min_changed_plus_2,DC52,DC8,DC52->DC8,2023-01-04 00:00:00,199,0,199,3998,0.04977488744372186
min_changed_plus_2,DC52,DC9,DC52->DC9,2023-01-04 00:00:00,0,0,0,38,0.0
min_changed_plus_2,DC53,DC10,DC53->DC10,2023-01-04 00:00:00,618,0,618,3633,0.17010734929810073
min_changed_plus_2,DC53,DC14,DC53->DC14,2023-01-04 00:00:00,614,0,614,2714,0.2262343404568902
min_changed_plus_2,DC53,DC25,DC53->DC25,2023-01-04 00:00:00,0,0,0,346,0.0
min_changed_plus_2,DC53,DC3,DC53->DC3,2023-01-04 00:00:00,0,0,0,11,0.0
min_changed_plus_2,DC53,DC33,DC53->DC33,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC53,DC35,DC53->DC35,2023-01-04 00:00:00,0,0,0,50,0.0
min_changed_plus_2,DC53,DC4,DC53->DC4,2023-01-04 00:00:00,21,0,21,188,0.11170212765957446
min_changed_plus_2,DC53,DC62,DC53->DC62,2023-01-04 00:00:00,1386,0,1386,12817,0.1081376297105407
min_changed_plus_2,DC53,DC64,DC53->DC64,2023-01-04 00:00:00,0,0,0,1513,0.0
min_changed_plus_2,DC53,DC65,DC53->DC65,2023-01-04 00:00:00,0,0,0,675,0.0
min_changed_plus_2,DC53,DC70,DC53->DC70,2023-01-04 00:00:00,0,0,0,204,0.0
min_changed_plus_2,DC53,DC8,DC53->DC8,2023-01-04 00:00:00,3008,512,3520,15689,0.22436101727324878
min_changed_plus_2,DC54,DC23,DC54->DC23,2023-01-04 00:00:00,0,0,0,53,0.0
min_changed_plus_2,DC54,DC37,DC54->DC37,2023-01-04 00:00:00,0,0,0,32,0.0
min_changed_plus_2,DC55,DC10,DC55->DC10,2023-01-04 00:00:00,109,0,109,1201,0.09075770191507078
min_changed_plus_2,DC55,DC14,DC55->DC14,2023-01-04 00:00:00,39,0,39,478,0.08158995815899582
min_changed_plus_2,DC55,DC20,DC55->DC20,2023-01-04 00:00:00,0,0,0,12,0.0
min_changed_plus_2,DC55,DC3,DC55->DC3,2023-01-04 00:00:00,0,0,0,239,0.0
min_changed_plus_2,DC55,DC33,DC55->DC33,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC55,DC35,DC55->DC35,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC55,DC4,DC55->DC4,2023-01-04 00:00:00,348,44,392,1981,0.1978798586572438
min_changed_plus_2,DC55,DC62,DC55->DC62,2023-01-04 00:00:00,102,0,102,507,0.20118343195266272
min_changed_plus_2,DC55,DC8,DC55->DC8,2023-01-04 00:00:00,1,0,1,709,0.0014104372355430183
min_changed_plus_2,DC55,DC9,DC55->DC9,2023-01-04 00:00:00,0,0,0,22,0.0
min_changed_plus_2,DC56,DC10,DC56->DC10,2023-01-04 00:00:00,0,0,0,821,0.0
min_changed_plus_2,DC56,DC12,DC56->DC12,2023-01-04 00:00:00,0,0,0,44,0.0
min_changed_plus_2,DC56,DC14,DC56->DC14,2023-01-04 00:00:00,0,0,0,825,0.0
min_changed_plus_2,DC56,DC3,DC56->DC3,2023-01-04 00:00:00,0,0,0,248,0.0
min_changed_plus_2,DC56,DC35,DC56->DC35,2023-01-04 00:00:00,1,0,1,70,0.014285714285714285
min_changed_plus_2,DC56,DC4,DC56->DC4,2023-01-04 00:00:00,0,0,0,215,0.0
min_changed_plus_2,DC56,DC40,DC56->DC40,2023-01-04 00:00:00,0,0,0,455,0.0
min_changed_plus_2,DC56,DC61,DC56->DC61,2023-01-04 00:00:00,0,0,0,1,0.0
min_changed_plus_2,DC56,DC62,DC56->DC62,2023-01-04 00:00:00,0,0,0,10,0.0
min_changed_plus_2,DC56,DC70,DC56->DC70,2023-01-04 00:00:00,119,0,119,1581,0.07526881720430108
min_changed_plus_2,DC56,DC8,DC56->DC8,2023-01-04 00:00:00,0,0,0,945,0.0
min_changed_plus_2,DC56,DC9,DC56->DC9,2023-01-04 00:00:00,0,0,0,495,0.0
min_changed_plus_2,DC57,DC10,DC57->DC10,2023-01-04 00:00:00,0,0,0,99,0.0
min_changed_plus_2,DC57,DC14,DC57->DC14,2023-01-04 00:00:00,0,0,0,172,0.0
min_changed_plus_2,DC57,DC32,DC57->DC32,2023-01-04 00:00:00,0,0,0,53,0.0
min_changed_plus_2,DC57,DC35,DC57->DC35,2023-01-04 00:00:00,0,0,0,249,0.0
min_changed_plus_2,DC57,DC4,DC57->DC4,2023-01-04 00:00:00,0,0,0,6,0.0
min_changed_plus_2,DC57,DC40,DC57->DC40,2023-01-04 00:00:00,0,0,0,29,0.0
min_changed_plus_2,DC57,DC62,DC57->DC62,2023-01-04 00:00:00,0,0,0,103,0.0
min_changed_plus_2,DC57,DC70,DC57->DC70,2023-01-04 00:00:00,0,0,0,196,0.0
min_changed_plus_2,DC57,DC8,DC57->DC8,2023-01-04 00:00:00,0,0,0,76,0.0
min_changed_plus_2,DC58,DC10,DC58->DC10,2023-01-04 00:00:00,0,0,0,39928,0.0
min_changed_plus_2,DC58,DC12,DC58->DC12,2023-01-04 00:00:00,0,0,0,3242,0.0
min_changed_plus_2,DC58,DC14,DC58->DC14,2023-01-04 00:00:00,0,0,0,15835,0.0
min_changed_plus_2,DC58,DC29,DC58->DC29,2023-01-04 00:00:00,0,0,0,1,0.0
min_changed_plus_2,DC58,DC3,DC58->DC3,2023-01-04 00:00:00,0,0,0,14136,0.0
min_changed_plus_2,DC58,DC34,DC58->DC34,2023-01-04 00:00:00,0,0,0,1,0.0
min_changed_plus_2,DC58,DC35,DC58->DC35,2023-01-04 00:00:00,0,0,0,4050,0.0
min_changed_plus_2,DC58,DC4,DC58->DC4,2023-01-04 00:00:00,0,0,0,7760,0.0
min_changed_plus_2,DC58,DC40,DC58->DC40,2023-01-04 00:00:00,0,0,0,2737,0.0
min_changed_plus_2,DC58,DC70,DC58->DC70,2023-01-04 00:00:00,0,0,0,3605,0.0
min_changed_plus_2,DC58,DC8,DC58->DC8,2023-01-04 00:00:00,0,0,0,32412,0.0
min_changed_plus_2,DC58,DC81,DC58->DC81,2023-01-04 00:00:00,0,0,0,1652,0.0
min_changed_plus_2,DC58,DC9,DC58->DC9,2023-01-04 00:00:00,0,0,0,37288,0.0
min_changed_plus_2,DC59,DC10,DC59->DC10,2023-01-04 00:00:00,858,0,858,6358,0.13494809688581316
min_changed_plus_2,DC59,DC14,DC59->DC14,2023-01-04 00:00:00,936,0,936,3896,0.2402464065708419
min_changed_plus_2,DC59,DC3,DC59->DC3,2023-01-04 00:00:00,0,0,0,43,0.0
min_changed_plus_2,DC59,DC35,DC59->DC35,2023-01-04 00:00:00,412,0,412,2655,0.1551789077212806
min_changed_plus_2,DC59,DC4,DC59->DC4,2023-01-04 00:00:00,2147,0,2147,15056,0.1426009564293305
min_changed_plus_2,DC59,DC40,DC59->DC40,2023-01-04 00:00:00,0,0,0,821,0.0
min_changed_plus_2,DC59,DC62,DC59->DC62,2023-01-04 00:00:00,413,0,413,4037,0.10230369085954917
min_changed_plus_2,DC59,DC64,DC59->DC64,2023-01-04 00:00:00,0,353,353,3921,0.09002805406783984
min_changed_plus_2,DC59,DC65,DC59->DC65,2023-01-04 00:00:00,0,0,0,975,0.0
min_changed_plus_2,DC59,DC70,DC59->DC70,2023-01-04 00:00:00,833,0,833,3809,0.2186925702284064
min_changed_plus_2,DC59,DC8,DC59->DC8,2023-01-04 00:00:00,5,0,5,13021,0.0003839950848629138
min_changed_plus_2,DC6,DC10,DC6->DC10,2023-01-04 00:00:00,0,0,0,624,0.0
min_changed_plus_2,DC6,DC14,DC6->DC14,2023-01-04 00:00:00,0,0,0,130,0.0
min_changed_plus_2,DC6,DC23,DC6->DC23,2023-01-04 00:00:00,0,0,0,52,0.0
min_changed_plus_2,DC6,DC4,DC6->DC4,2023-01-04 00:00:00,0,0,0,612,0.0
min_changed_plus_2,DC6,DC62,DC6->DC62,2023-01-04 00:00:00,0,0,0,412,0.0
min_changed_plus_2,DC6,DC70,DC6->DC70,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC60,DC10,DC60->DC10,2023-01-04 00:00:00,2303,0,2303,7433,0.3098345217274317
min_changed_plus_2,DC60,DC14,DC60->DC14,2023-01-04 00:00:00,1602,1535,3137,7222,0.4343672112988092
min_changed_plus_2,DC60,DC3,DC60->DC3,2023-01-04 00:00:00,0,0,0,17,0.0
min_changed_plus_2,DC60,DC34,DC60->DC34,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC60,DC35,DC60->DC35,2023-01-04 00:00:00,295,0,295,2016,0.1463293650793651
min_changed_plus_2,DC60,DC4,DC60->DC4,2023-01-04 00:00:00,25,0,25,1514,0.016512549537648614
min_changed_plus_2,DC60,DC40,DC60->DC40,2023-01-04 00:00:00,0,0,0,206,0.0
min_changed_plus_2,DC60,DC62,DC60->DC62,2023-01-04 00:00:00,3752,0,3752,14408,0.26041088284286507
min_changed_plus_2,DC60,DC64,DC60->DC64,2023-01-04 00:00:00,0,0,0,234,0.0
min_changed_plus_2,DC60,DC70,DC60->DC70,2023-01-04 00:00:00,382,0,382,3353,0.11392782582761705
min_changed_plus_2,DC60,DC8,DC60->DC8,2023-01-04 00:00:00,10680,0,10680,21799,0.4899307307674664
min_changed_plus_2,DC61,DC10,DC61->DC10,2023-01-04 00:00:00,0,0,0,301,0.0
min_changed_plus_2,DC61,DC14,DC61->DC14,2023-01-04 00:00:00,0,0,0,24,0.0
min_changed_plus_2,DC61,DC3,DC61->DC3,2023-01-04 00:00:00,0,0,0,19,0.0
min_changed_plus_2,DC61,DC4,DC61->DC4,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC62,DC10,DC62->DC10,2023-01-04 00:00:00,11833,0,11833,31614,0.37429619788701207
min_changed_plus_2,DC62,DC14,DC62->DC14,2023-01-04 00:00:00,12562,0,12562,30732,0.40875959911492904
min_changed_plus_2,DC62,DC15,DC62->DC15,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC62,DC17,DC62->DC17,2023-01-04 00:00:00,0,0,0,5,0.0
min_changed_plus_2,DC62,DC20,DC62->DC20,2023-01-04 00:00:00,0,0,0,6,0.0
min_changed_plus_2,DC62,DC21,DC62->DC21,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC62,DC22,DC62->DC22,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC62,DC23,DC62->DC23,2023-01-04 00:00:00,0,0,0,412,0.0
min_changed_plus_2,DC62,DC3,DC62->DC3,2023-01-04 00:00:00,3,0,3,79,0.0379746835443038
min_changed_plus_2,DC62,DC30,DC62->DC30,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC62,DC32,DC62->DC32,2023-01-04 00:00:00,0,0,0,29,0.0
min_changed_plus_2,DC62,DC33,DC62->DC33,2023-01-04 00:00:00,0,0,0,12,0.0
min_changed_plus_2,DC62,DC34,DC62->DC34,2023-01-04 00:00:00,0,0,0,220,0.0
min_changed_plus_2,DC62,DC35,DC62->DC35,2023-01-04 00:00:00,59,0,59,487,0.12114989733059549
min_changed_plus_2,DC62,DC38,DC62->DC38,2023-01-04 00:00:00,0,0,0,4,0.0
min_changed_plus_2,DC62,DC4,DC62->DC4,2023-01-04 00:00:00,201,0,201,951,0.2113564668769716
min_changed_plus_2,DC62,DC40,DC62->DC40,2023-01-04 00:00:00,0,0,0,134,0.0
min_changed_plus_2,DC62,DC50,DC62->DC50,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC62,DC64,DC62->DC64,2023-01-04 00:00:00,0,0,0,46,0.0
min_changed_plus_2,DC62,DC65,DC62->DC65,2023-01-04 00:00:00,0,0,0,89,0.0
min_changed_plus_2,DC62,DC70,DC62->DC70,2023-01-04 00:00:00,27,0,27,680,0.039705882352941174
min_changed_plus_2,DC62,DC73,DC62->DC73,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC62,DC76,DC62->DC76,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC62,DC8,DC62->DC8,2023-01-04 00:00:00,42180,6389,48569,114449,0.42437242789364693
min_changed_plus_2,DC62,DC9,DC62->DC9,2023-01-04 00:00:00,0,0,0,7,0.0
min_changed_plus_2,DC63,DC10,DC63->DC10,2023-01-04 00:00:00,0,0,0,4,0.0
min_changed_plus_2,DC63,DC14,DC63->DC14,2023-01-04 00:00:00,0,0,0,4,0.0
min_changed_plus_2,DC63,DC8,DC63->DC8,2023-01-04 00:00:00,0,0,0,26,0.0
min_changed_plus_2,DC64,DC10,DC64->DC10,2023-01-04 00:00:00,0,0,0,706,0.0
min_changed_plus_2,DC64,DC14,DC64->DC14,2023-01-04 00:00:00,0,0,0,397,0.0
min_changed_plus_2,DC64,DC30,DC64->DC30,2023-01-04 00:00:00,0,0,0,19,0.0
min_changed_plus_2,DC64,DC4,DC64->DC4,2023-01-04 00:00:00,0,0,0,19,0.0
min_changed_plus_2,DC64,DC62,DC64->DC62,2023-01-04 00:00:00,0,0,0,292,0.0
min_changed_plus_2,DC64,DC8,DC64->DC8,2023-01-04 00:00:00,0,0,0,1696,0.0
min_changed_plus_2,DC65,DC10,DC65->DC10,2023-01-04 00:00:00,0,0,0,10,0.0
min_changed_plus_2,DC65,DC14,DC65->DC14,2023-01-04 00:00:00,0,0,0,24,0.0
min_changed_plus_2,DC65,DC4,DC65->DC4,2023-01-04 00:00:00,0,0,0,18,0.0
min_changed_plus_2,DC65,DC43,DC65->DC43,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC65,DC62,DC65->DC62,2023-01-04 00:00:00,0,0,0,15,0.0
min_changed_plus_2,DC65,DC8,DC65->DC8,2023-01-04 00:00:00,0,0,0,117,0.0
min_changed_plus_2,DC66,DC10,DC66->DC10,2023-01-04 00:00:00,0,0,0,496,0.0
min_changed_plus_2,DC66,DC14,DC66->DC14,2023-01-04 00:00:00,0,0,0,61,0.0
min_changed_plus_2,DC66,DC3,DC66->DC3,2023-01-04 00:00:00,0,0,0,104,0.0
min_changed_plus_2,DC66,DC4,DC66->DC4,2023-01-04 00:00:00,0,0,0,245,0.0
min_changed_plus_2,DC66,DC8,DC66->DC8,2023-01-04 00:00:00,0,0,0,5,0.0
min_changed_plus_2,DC66,DC9,DC66->DC9,2023-01-04 00:00:00,0,0,0,413,0.0
min_changed_plus_2,DC67,DC10,DC67->DC10,2023-01-04 00:00:00,0,0,0,115,0.0
min_changed_plus_2,DC67,DC12,DC67->DC12,2023-01-04 00:00:00,0,0,0,2979,0.0
min_changed_plus_2,DC67,DC14,DC67->DC14,2023-01-04 00:00:00,0,0,0,301,0.0
min_changed_plus_2,DC67,DC3,DC67->DC3,2023-01-04 00:00:00,0,0,0,111,0.0
min_changed_plus_2,DC67,DC32,DC67->DC32,2023-01-04 00:00:00,0,0,0,15,0.0
min_changed_plus_2,DC67,DC34,DC67->DC34,2023-01-04 00:00:00,0,0,0,144,0.0
min_changed_plus_2,DC67,DC35,DC67->DC35,2023-01-04 00:00:00,0,0,0,802,0.0
min_changed_plus_2,DC67,DC40,DC67->DC40,2023-01-04 00:00:00,0,0,0,126,0.0
min_changed_plus_2,DC67,DC9,DC67->DC9,2023-01-04 00:00:00,0,0,0,575,0.0
min_changed_plus_2,DC68,DC10,DC68->DC10,2023-01-04 00:00:00,355,0,355,2507,0.14160351017151973
min_changed_plus_2,DC68,DC14,DC68->DC14,2023-01-04 00:00:00,221,0,221,2416,0.09147350993377483
min_changed_plus_2,DC68,DC3,DC68->DC3,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC68,DC35,DC68->DC35,2023-01-04 00:00:00,0,0,0,101,0.0
min_changed_plus_2,DC68,DC4,DC68->DC4,2023-01-04 00:00:00,5,0,5,46,0.10869565217391304
min_changed_plus_2,DC68,DC40,DC68->DC40,2023-01-04 00:00:00,0,0,0,33,0.0
min_changed_plus_2,DC68,DC62,DC68->DC62,2023-01-04 00:00:00,247,0,247,4328,0.057070240295748614
min_changed_plus_2,DC68,DC64,DC68->DC64,2023-01-04 00:00:00,0,0,0,16,0.0
min_changed_plus_2,DC68,DC65,DC68->DC65,2023-01-04 00:00:00,0,0,0,30,0.0
min_changed_plus_2,DC68,DC70,DC68->DC70,2023-01-04 00:00:00,1,0,1,256,0.00390625
min_changed_plus_2,DC68,DC8,DC68->DC8,2023-01-04 00:00:00,1525,111,1636,24998,0.0654452356188495
min_changed_plus_2,DC69,DC10,DC69->DC10,2023-01-04 00:00:00,558,0,558,10561,0.05283590569074898
min_changed_plus_2,DC69,DC14,DC69->DC14,2023-01-04 00:00:00,572,0,572,4479,0.12770707747265014
min_changed_plus_2,DC69,DC3,DC69->DC3,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC69,DC4,DC69->DC4,2023-01-04 00:00:00,0,0,0,36,0.0
min_changed_plus_2,DC69,DC62,DC69->DC62,2023-01-04 00:00:00,483,211,694,5174,0.13413219945883262
min_changed_plus_2,DC69,DC8,DC69->DC8,2023-01-04 00:00:00,548,0,548,28132,0.01947959618939286
min_changed_plus_2,DC7,DC10,DC7->DC10,2023-01-04 00:00:00,860,0,860,6979,0.12322682332712423
min_changed_plus_2,DC7,DC12,DC7->DC12,2023-01-04 00:00:00,0,0,0,4,0.0
min_changed_plus_2,DC7,DC14,DC7->DC14,2023-01-04 00:00:00,955,0,955,5409,0.17655758920317988
min_changed_plus_2,DC7,DC3,DC7->DC3,2023-01-04 00:00:00,0,83,83,1561,0.053171044202434334
min_changed_plus_2,DC7,DC34,DC7->DC34,2023-01-04 00:00:00,0,0,0,3,0.0
min_changed_plus_2,DC7,DC35,DC7->DC35,2023-01-04 00:00:00,0,0,0,5,0.0
min_changed_plus_2,DC7,DC4,DC7->DC4,2023-01-04 00:00:00,0,0,0,4005,0.0
min_changed_plus_2,DC7,DC40,DC7->DC40,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC7,DC62,DC7->DC62,2023-01-04 00:00:00,818,0,818,2497,0.3275931117340809
min_changed_plus_2,DC7,DC65,DC7->DC65,2023-01-04 00:00:00,0,0,0,119,0.0
min_changed_plus_2,DC7,DC70,DC7->DC70,2023-01-04 00:00:00,0,0,0,4,0.0
min_changed_plus_2,DC7,DC8,DC7->DC8,2023-01-04 00:00:00,1348,0,1348,9598,0.1404459262346322
min_changed_plus_2,DC7,DC9,DC7->DC9,2023-01-04 00:00:00,0,0,0,7759,0.0
min_changed_plus_2,DC70,DC10,DC70->DC10,2023-01-04 00:00:00,0,0,0,65,0.0
min_changed_plus_2,DC70,DC14,DC70->DC14,2023-01-04 00:00:00,0,0,0,107,0.0
min_changed_plus_2,DC70,DC3,DC70->DC3,2023-01-04 00:00:00,0,0,0,8,0.0
min_changed_plus_2,DC70,DC32,DC70->DC32,2023-01-04 00:00:00,0,0,0,541,0.0
min_changed_plus_2,DC70,DC34,DC70->DC34,2023-01-04 00:00:00,0,0,0,2,0.0
min_changed_plus_2,DC70,DC35,DC70->DC35,2023-01-04 00:00:00,17,0,17,832,0.020432692307692308
min_changed_plus_2,DC70,DC38,DC70->DC38,2023-01-04 00:00:00,0,0,0,161,0.0
min_changed_plus_2,DC70,DC4,DC70->DC4,2023-01-04 00:00:00,0,0,0,385,0.0
min_changed_plus_2,DC70,DC40,DC70->DC40,2023-01-04 00:00:00,0,0,0,430,0.0
min_changed_plus_2,DC70,DC62,DC70->DC62,2023-01-04 00:00:00,0,0,0,39,0.0
min_changed_plus_2,DC70,DC8,DC70->DC8,2023-01-04 00:00:00,0,0,0,170,0.0
min_changed_plus_2,DC71,DC10,DC71->DC10,2023-01-04 00:00:00,178,0,178,11080,0.016064981949458483
min_changed_plus_2,DC71,DC12,DC71->DC12,2023-01-04 00:00:00,0,0,0,11858,0.0
min_changed_plus_2,DC71,DC14,DC71->DC14,2023-01-04 00:00:00,94,0,94,1520,0.06184210526315789
min_changed_plus_2,DC71,DC3,DC71->DC3,2023-01-04 00:00:00,0,0,0,4193,0.0
min_changed_plus_2,DC71,DC35,DC71->DC35,2023-01-04 00:00:00,0,39,39,15794,0.0024692921362542736
