origin,dest,edge,forecast_total_volume,forecast_daily_mean,forecast_daily_max,forecast_daily_std,historical_total_volume,edge_capacity,forecast_max_load_rate,forecast_volume_cv,high_load_day_ratio,origin_total_capacity,dest_total_capacity,same_origin_alternative_capacity,same_dest_alternative_capacity,alternative_capacity_ratio,origin_site_importance,dest_site_importance,endpoint_importance_score,volume_score,connection_score,volatility_score,substitution_risk_score,importance_score
DC74,DC3,DC74->DC3,0.0,0.0,0.0,0.0,10287.0,731.0,0.0,0.0,0.0,6649.0,727980.0,5918.0,727249.0,1002.9644322831697,0.1942901234567901,0.8919753086419754,0.5431327160493827,0.39204003813155386,0.1544327931363203,0.33841754051477596,0.4909437559580553,0.3493207816968541
DC67,DC14,DC67->DC14,0.0,0.0,0.0,0.0,501.0,301.0,0.0,0.0,0.0,5308.0,902659.0,5007.0,902358.0,3014.5016611195533,0.28564814814814815,0.9246913580246913,0.6051697530864197,0.350095328884652,0.3226882745471878,0.33841754051477596,0.3813155386081983,0.3492969494756911
DC64,DC30,DC64->DC30,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,3381.0,287.0,3362.0,268.0,191.05263156889197,0.38518518518518513,0.6763888888888888,0.530787037037037,0.2965919923736892,0.11582459485224023,0.33841754051477596,0.6625357483317446,0.34915991420400383
DC36,DC23,DC36->DC23,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,938959.0,5277.0,938957.0,5275.0,472115.999763942,0.8058641975308642,0.8141975308641975,0.8100308641975309,0.2631077216396568,0.8040991420400382,0.33841754051477596,0.020972354623450904,0.3491182078169685
DC33,DC62,DC33->DC62,0.0,0.0,0.0,0.0,693.0,424.0,0.0,0.0,0.0,3913.0,1059024.0,3489.0,1058600.0,2504.926886786545,0.2989197530864197,0.8708333333333331,0.5848765432098764,0.35486177311725453,0.28741658722592944,0.33841754051477596,0.4051477597712107,0.34810533841754054
DC14,DC81,DC14->DC81,0.0,0.0,0.0,0.0,969.0,297.0,0.0,0.0,0.0,1575798.0,32374.0,1575501.0,32077.0,5412.720538702314,0.9246913580246913,0.32129629629629625,0.6229938271604938,0.36058150619637747,0.34318398474737843,0.33841754051477596,0.3393708293612965,0.3476048617731172
DC12,DC32,DC12->DC32,0.0,0.0,0.0,0.0,60.0,58.0,0.0,0.0,0.0,916.0,10275.0,858.0,10217.0,190.94827585877675,0.6597222222222222,0.3603395061728395,0.5100308641975309,0.3172068636796949,0.07959961868446139,0.33841754051477596,0.663489037178265,0.3475571973307912
DC4,DC40,DC4->DC40,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,65103.0,97443.0,65101.0,97441.0,81270.99995936449,0.8876543209876543,0.6654320987654321,0.7765432098765432,0.2631077216396568,0.6963775023832222,0.33841754051477596,0.12106768350810296,0.3472116301239276
DC19,DC81,DC19->DC81,0.0,0.0,0.0,0.0,1985.0,1202.0,0.0,0.0,0.0,801505.0,32374.0,800303.0,31172.0,691.7429284520035,0.7584876543209877,0.32129629629629625,0.539891975308642,0.3701143946615824,0.14394661582459486,0.33841754051477596,0.5233555767397522,0.347128217349857
DC35,DC34,DC35->DC34,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,8802.0,1903.0,8799.0,1900.0,3566.3333321445552,0.7146604938271605,0.6189814814814814,0.666820987654321,0.26978074356530024,0.43898951382268825,0.33841754051477596,0.3679694947569113,0.34692564346997135
DC37,DC4,DC37->DC4,0.0,0.0,0.0,0.0,27894.0,769.0,0.0,0.0,0.0,10122.0,2405716.0,9353.0,2404947.0,3139.5318595537847,0.23888888888888887,0.8876543209876543,0.5632716049382716,0.4094375595805529,0.23260247855100094,0.33841754051477596,0.3775023832221163,0.3465919923736892
DC28,DC23,DC28->DC23,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,212797.0,5277.0,212792.0,5272.0,43612.79999127744,0.684104938271605,0.8141975308641975,0.7491512345679012,0.2790753098188751,0.6186844613918017,0.33841754051477596,0.17254528122020973,0.3462464251668255
DC53,DC64,DC53->DC64,0.0,0.0,0.0,0.0,2205.0,1513.0,0.0,0.0,0.0,39744.0,317231.0,38231.0,315718.0,233.93853271630275,0.5220679012345679,0.38518518518518513,0.4536265432098765,0.3717826501429933,0.029551954242135366,0.33841754051477596,0.6310772163965681,0.34604385128693993
DC12,DC67,DC12->DC67,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,916.0,219.0,907.0,210.0,124.11111109732099,0.6597222222222222,0.28564814814814815,0.4726851851851852,0.2859866539561487,0.04432793136320305,0.33841754051477596,0.7321258341277407,0.34497140133460436
DC59,DC65,DC59->DC65,0.0,0.0,0.0,0.0,2560.0,975.0,0.0,0.0,0.0,56054.0,201281.0,55079.0,200306.0,261.9333333330647,0.5287037037037037,0.37870370370370365,0.45370370370370366,0.373212583412774,0.030505243088655862,0.33841754051477596,0.6215443279313632,0.3443994280266921
DC52,DC46,DC52->DC46,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,7989.0,10.0,7979.0,0.0,797.89999992021,0.40802469135802466,0.7342592592592593,0.571141975308642,0.2914680648236415,0.25691134413727357,0.33841754051477596,0.5090562440419447,0.3442683508102955
DC33,DC9,DC33->DC9,0.0,0.0,0.0,0.0,1623.0,244.0,0.0,0.0,0.0,3913.0,1447351.0,3669.0,1447107.0,5945.803278664157,0.2989197530864197,0.9165123456790123,0.6077160493827161,0.3679694947569113,0.32507149666348906,0.33841754051477596,0.332697807435653,0.34399428026692086
DC52,DC4,DC52->DC4,0.0,0.0,0.0,0.0,1026.0,219.0,0.0,0.0,0.0,7989.0,2405716.0,7770.0,2405497.0,11019.484018214524,0.40802469135802466,0.8876543209876543,0.6478395061728395,0.36105815061963775,0.39466158245948524,0.33841754051477596,0.2716873212583413,0.3437202097235462
DC43,DC65,DC43->DC65,0.0,0.0,0.0,0.0,2589.0,824.0,0.0,0.0,0.0,145712.0,201281.0,144888.0,200457.0,419.10800970822925,0.6375,0.37870370370370365,0.5081018518518519,0.3734509056244042,0.07483317445185891,0.33841754051477596,0.5738798856053384,0.3436487130600572
DC33,DC10,DC33->DC10,0.0,0.0,0.0,0.0,782.0,513.0,0.0,0.0,0.0,3913.0,2290621.0,3400.0,2290108.0,4470.775828451324,0.2989197530864197,0.8976851851851853,0.5983024691358025,0.35819828408007626,0.31601525262154434,0.33841754051477596,0.35271687321258344,0.34331506196377504
DC72,DC5,DC72->DC5,0.0,0.0,0.0,0.0,2301.0,547.0,0.0,0.0,0.0,17091.0,693070.0,16544.0,692523.0,1296.2833638001896,0.21959876543209875,0.8759259259259259,0.5477623456790123,0.3724976167778837,0.17683508102955195,0.33841754051477596,0.47092469018112487,0.34307673975214487
DC23,DC34,DC23->DC34,0.0,0.0,0.0,0.0,42.0,27.0,0.0,0.0,0.0,810066.0,1903.0,810039.0,1876.0,30070.92592481219,0.8141975308641975,0.6189814814814814,0.7165895061728395,0.3100571973307912,0.5352716873212583,0.33841754051477596,0.1992373689227836,0.34290991420400374
DC62,DC65,DC62->DC65,0.0,0.0,0.0,0.0,204.0,89.0,0.0,0.0,0.0,195979.0,201281.0,195890.0,201192.0,4461.595505567847,0.8708333333333331,0.37870370370370365,0.6247685185185183,0.33591515729265964,0.3446139180171592,0.33841754051477596,0.3536701620591039,0.342903956148713
DC33,DC8,DC33->DC8,0.0,0.0,0.0,0.0,1618.0,476.0,0.0,0.0,0.0,3913.0,2130508.0,3437.0,2130032.0,4482.077731083021,0.2989197530864197,0.8814814814814814,0.5902006172839506,0.3677311725452812,0.2988560533841754,0.33841754051477596,0.3517635843660629,0.3421234509056244
DC45,DC81,DC45->DC81,0.0,0.0,0.0,0.0,508.0,447.0,0.0,0.0,0.0,57400.0,32374.0,56953.0,31927.0,198.8366890375865,0.5515432098765432,0.32129629629629625,0.43641975308641967,0.3503336510962821,0.02001906577693041,0.33841754051477596,0.6549094375595805,0.34211153479504286
DC36,DC81,DC36->DC81,0.0,0.0,0.0,0.0,1419.0,431.0,0.0,0.0,0.0,938959.0,32374.0,938528.0,31943.0,2251.672853823082,0.8058641975308642,0.32129629629629625,0.5635802469135802,0.36606291706387034,0.23546234509056244,0.33841754051477596,0.4156339370829361,0.34165872259294566
DC8,DC64,DC8->DC64,0.0,0.0,0.0,0.0,372.0,77.0,0.0,0.0,0.0,218287.0,317231.0,218210.0,317154.0,6952.779220688924,0.8814814814814814,0.38518518518518513,0.6333333333333333,0.34652049571020016,0.3627264061010486,0.33841754051477596,0.31553860819828405,0.3416110581506196
DC38,DC81,DC38->DC81,0.0,0.0,0.0,0.0,1328.0,609.0,0.0,0.0,0.0,321772.0,32374.0,321163.0,31765.0,579.5205254506084,0.7305555555555555,0.32129629629629625,0.5259259259259259,0.3651096282173498,0.10486177311725453,0.33841754051477596,0.540514775977121,0.3398951382268827
DC8,DC43,DC8->DC43,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,218287.0,10.0,218284.0,7.0,72763.6666424121,0.8814814814814814,0.6375,0.7594907407407407,0.26978074356530024,0.6444232602478551,0.33841754051477596,0.12869399428026693,0.338465204957102
DC51,DC32,DC51->DC32,0.0,0.0,0.0,0.0,344.0,344.0,0.0,0.0,0.0,715715.0,10275.0,715371.0,9931.0,2108.436046505499,0.775,0.3603395061728395,0.5676697530864198,0.34497140133460436,0.2430886558627264,0.33841754051477596,0.4242135367016206,0.3383281696854147
DC15,DC32,DC15->DC32,0.0,0.0,0.0,0.0,320.0,224.0,0.0,0.0,0.0,357552.0,10275.0,357328.0,10051.0,1640.0848214212497,0.7561728395061729,0.3603395061728395,0.5582561728395061,0.3438989513822688,0.2163965681601525,0.33841754051477596,0.449952335557674,0.3377144899904671
DC37,DC9,DC37->DC9,0.0,0.0,0.0,0.0,1400.0,352.0,0.0,0.0,0.0,10122.0,1447351.0,9770.0,1446999.0,4138.548295442788,0.23888888888888887,0.9165123456790123,0.5777006172839506,0.36582459485224017,0.2783603431839847,0.33841754051477596,0.3565300285986654,0.337523832221163
DC19,DC36,DC19->DC36,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,801505.0,240.0,801502.0,237.0,267246.3332442512,0.7584876543209877,0.8058641975308642,0.782175925925926,0.26978074356530024,0.7187797902764538,0.33841754051477596,0.05052430886558627,0.33751191611058146
DC19,DC32,DC19->DC32,0.0,0.0,0.0,0.0,832.0,376.0,0.0,0.0,0.0,801505.0,10275.0,801129.0,9899.0,2156.989361696391,0.7584876543209877,0.3603395061728395,0.5594135802469136,0.3586749285033365,0.219256434699714,0.33841754051477596,0.4204003813155386,0.3362130600571973
DC14,DC65,DC14->DC65,0.0,0.0,0.0,0.0,336.0,121.0,0.0,0.0,0.0,1575798.0,201281.0,1575677.0,201160.0,14684.603305663763,0.9246913580246913,0.37870370370370365,0.6516975308641975,0.3446139180171592,0.40371782650142995,0.33841754051477596,0.2526215443279314,0.33546234509056244
DC17,DC34,DC17->DC34,0.0,0.0,0.0,0.0,64.0,27.0,0.0,0.0,0.0,795108.0,1903.0,795081.0,1876.0,29516.925924832707,0.7677469135802468,0.6189814814814814,0.6933641975308641,0.31839847473784555,0.4880838894184938,0.33841754051477596,0.2011439466158246,0.3345090562440419
DC27,DC32,DC27->DC32,0.0,0.0,0.0,0.0,1274.0,323.0,0.0,0.0,0.0,150106.0,10275.0,149783.0,9952.0,494.5356037136392,0.6430555555555555,0.3603395061728395,0.5016975308641975,0.3643946615824595,0.0657769304099142,0.33841754051477596,0.553860819828408,0.3332102001906577
DC8,DC32,DC8->DC32,0.0,0.0,0.0,0.0,441.0,30.0,0.0,0.0,0.0,218287.0,10275.0,218257.0,10245.0,7616.733333079442,0.8814814814814814,0.3603395061728395,0.6209104938271605,0.348188751191611,0.340324118207817,0.33841754051477596,0.30123927550047663,0.3330195424213537
DC40,DC30,DC40->DC30,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,63832.0,287.0,63825.0,280.0,9157.857141548877,0.6654320987654321,0.6763888888888888,0.6709104938271604,0.2831267874165872,0.44852240228789325,0.33841754051477596,0.2840800762631077,0.33300762631077213
DC67,DC35,DC67->DC35,0.0,0.0,0.0,0.0,8392.0,802.0,0.0,0.0,0.0,5308.0,586705.0,4506.0,585903.0,736.1708229417255,0.28564814814814815,0.7146604938271605,0.5001543209876543,0.39037178265014294,0.06434699714013346,0.33841754051477596,0.5176358436606292,0.3328884652049571
DC14,DC43,DC14->DC43,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1575798.0,10.0,1575794.0,6.0,393949.99990151246,0.9246913580246913,0.6375,0.7810956790123456,0.27514299332697806,0.7116301239275501,0.33841754051477596,0.03145853193517636,0.3328348427073403
DC57,DC14,DC57->DC14,0.0,0.0,0.0,0.0,3492.0,172.0,0.0,0.0,0.0,1015.0,902659.0,843.0,902487.0,5251.918604620629,0.21820987654320984,0.9246913580246913,0.5714506172839505,0.37750238322211627,0.2583412774070543,0.33841754051477596,0.340324118207817,0.3325548141086749
DC25,DC81,DC25->DC81,0.0,0.0,0.0,0.0,238.0,219.0,0.0,0.0,0.0,535975.0,32374.0,535756.0,32155.0,2593.200913230168,0.8162037037037037,0.32129629629629625,0.56875,0.33901334604385125,0.25166825548141086,0.33841754051477596,0.3994280266920877,0.33219137273593896
DC13,DC10,DC13->DC10,0.0,0.0,0.0,0.0,1366.0,400.0,0.0,0.0,0.0,1189.0,2290621.0,789.0,2290221.0,5727.5249999856815,0.2623456790123456,0.8976851851851853,0.5800154320987654,0.36534795042897994,0.2797902764537655,0.33841754051477596,0.3336510962821735,0.3319947569113441
DC13,DC4,DC13->DC4,0.0,0.0,0.0,0.0,1816.0,437.0,0.0,0.0,0.0,1189.0,2405716.0,752.0,2405279.0,5505.791762001131,0.2623456790123456,0.8876543209876543,0.575,0.36939942802669207,0.2697807435653003,0.33841754051477596,0.336510962821735,0.33162535748331745
DC53,DC65,DC53->DC65,0.0,0.0,0.0,0.0,935.0,675.0,0.0,0.0,0.0,39744.0,201281.0,39069.0,200606.0,355.07407407354805,0.5220679012345679,0.37870370370370365,0.4503858024691358,0.3598665395614871,0.025738798856053385,0.33841754051477596,0.5929456625357483,0.33138703527168734
DC74,DC5,DC74->DC5,0.0,0.0,0.0,0.0,7955.0,411.0,0.0,0.0,0.0,6649.0,693070.0,6238.0,692659.0,1700.479318730656,0.1942901234567901,0.8759259259259259,0.535108024691358,0.3901334604385128,0.12678741658722592,0.33841754051477596,0.444232602478551,0.3300643469971401
DC68,DC35,DC68->DC35,0.0,0.0,0.0,0.0,1219.0,101.0,0.0,0.0,0.0,35817.0,586705.0,35716.0,586604.0,6161.584158354835,0.4356481481481481,0.7146604938271605,0.5751543209876543,0.36320305052430885,0.27073403241182076,0.33841754051477596,0.32983794089609153,0.3280266920877025
DC29,DC36,DC29->DC36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,240.0,1.0,239.0,239.99999975999998,0.2612654320987654,0.8058641975308642,0.5335648148148149,0.2565538608198284,0.1215443279313632,0.33841754051477596,0.6282173498570067,0.32799690181124885
DC62,DC32,DC62->DC32,0.0,0.0,0.0,0.0,160.0,29.0,0.0,0.0,0.0,195979.0,10275.0,195950.0,10246.0,7110.206896306545,0.8708333333333331,0.3603395061728395,0.6155864197530863,0.33281696854146803,0.3317445185891325,0.33841754051477596,0.3107721639656816,0.3278777407054337
DC30,DC81,DC30->DC81,0.0,0.0,0.0,0.0,599.0,359.0,0.0,0.0,0.0,156937.0,32374.0,156578.0,32015.0,525.3286908063361,0.6763888888888888,0.32129629629629625,0.49884259259259256,0.3527168732125834,0.06196377502383222,0.33841754051477596,0.550047664442326,0.32721639656816015
DC62,DC50,DC62->DC50,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,195979.0,79.0,195977.0,77.0,98026.9999509865,0.8708333333333331,0.6385802469135802,0.7547067901234567,0.2631077216396568,0.6296472831267874,0.33841754051477596,0.10772163965681601,0.3271925643469971
DC35,DC67,DC35->DC67,0.0,0.0,0.0,0.0,33.0,30.0,0.0,0.0,0.0,8802.0,219.0,8772.0,189.0,298.69999999004335,0.7146604938271605,0.28564814814814815,0.5001543209876543,0.30517159199237365,0.06434699714013346,0.33841754051477596,0.6139180171591992,0.32713894184938036
DC27,DC9,DC27->DC9,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,150106.0,1447351.0,150103.0,1447348.0,532483.6664891721,0.6430555555555555,0.9165123456790123,0.7797839506172839,0.26978074356530024,0.7082936129647283,0.33841754051477596,0.01811248808388942,0.3267874165872259
DC57,DC32,DC57->DC32,0.0,0.0,0.0,0.0,84.0,53.0,0.0,0.0,0.0,1015.0,10275.0,962.0,10222.0,211.01886792054682,0.21820987654320984,0.3603395061728395,0.28927469135802464,0.32256911344137273,0.0038131553860819827,0.33841754051477596,0.6482364156339371,0.32667421353670156
DC74,DC10,DC74->DC10,0.0,0.0,0.0,0.0,7901.0,765.0,0.0,0.0,0.0,6649.0,2290621.0,5884.0,2289856.0,3000.967320257515,0.1942901234567901,0.8976851851851853,0.5459876543209876,0.3898951382268827,0.17063870352716873,0.33841754051477596,0.38322211630123926,0.3256911344137273
DC52,DC9,DC52->DC9,0.0,0.0,0.0,0.0,500.0,38.0,0.0,0.0,0.0,7989.0,1447351.0,7951.0,1447313.0,38296.42105162378,0.40802469135802466,0.9165123456790123,0.6622685185185184,0.3498570066730219,0.4232602478551001,0.33841754051477596,0.18303145853193517,0.3247855100095329
DC67,DC5,DC67->DC5,0.0,0.0,0.0,0.0,225.0,140.0,0.0,0.0,0.0,5308.0,693070.0,5168.0,692930.0,4986.414285678668,0.28564814814814815,0.8759259259259259,0.580787037037037,0.3375834127740705,0.28217349857006674,0.33841754051477596,0.34127740705433746,0.32477955195424213
DC21,DC20,DC21->DC20,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,360996.0,84.0,360993.0,81.0,120357.99995988066,0.7339506172839506,0.7592592592592592,0.7466049382716049,0.2790753098188751,0.6129647283126788,0.33841754051477596,0.09151572926596759,0.3245591039084843
DC9,DC58,DC9->DC58,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,92175.0,1.0,92174.0,0.0,92173.99990782599,0.9165123456790123,0.5856481481481481,0.7510802469135802,0.2565538608198284,0.622974261201144,0.33841754051477596,0.111534795042898,0.32418374642516684
DC41,DC29,DC41->DC29,0.0,0.0,0.0,0.0,289.0,187.0,0.0,0.0,0.0,62007.0,1600.0,61820.0,1413.0,338.1443850249297,0.5645061728395062,0.2612654320987654,0.4128858024691358,0.34318398474737843,0.016205910390848427,0.33841754051477596,0.5967588179218303,0.32411820781696854
DC23,DC20,DC23->DC20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,810066.0,84.0,810065.0,83.0,810147.9991898519,0.8141975308641975,0.7592592592592592,0.7867283950617283,0.2565538608198284,0.7292659675881792,0.33841754051477596,0.0038131553860819827,0.32382626310772167
DC51,DC34,DC51->DC34,0.0,0.0,0.0,0.0,40.0,14.0,0.0,0.0,0.0,715715.0,1903.0,715701.0,1889.0,51256.4285677674,0.775,0.6189814814814814,0.6969907407407407,0.3092230695900858,0.4990467111534795,0.33841754051477596,0.1601525262154433,0.3237905147759771
DC66,DC9,DC66->DC9,0.0,0.0,0.0,0.0,2286.0,413.0,0.0,0.0,0.0,1367.0,1447351.0,954.0,1446938.0,3505.7917675459908,0.19104938271604935,0.9165123456790123,0.5537808641975308,0.37225929456625356,0.1982840800762631,0.33841754051477596,0.3708293612964728,0.32333174451858915
DC65,DC8,DC65->DC8,0.0,0.0,0.0,0.0,746.0,117.0,0.0,0.0,0.0,193.0,2130508.0,76.0,2130391.0,18209.119657964024,0.37870370370370365,0.8814814814814814,0.6300925925925925,0.3571258341277407,0.35414680648236413,0.33841754051477596,0.23546234509056244,0.3231589609151573
DC62,DC64,DC62->DC64,0.0,0.0,0.0,0.0,199.0,46.0,0.0,0.0,0.0,195979.0,317231.0,195933.0,317185.0,11154.739130192289,0.8708333333333331,0.38518518518518513,0.6280092592592591,0.33508102955195423,0.3484270734032412,0.33841754051477596,0.27073403241182076,0.3228312678741659
DC67,DC3,DC67->DC3,0.0,0.0,0.0,0.0,188.0,111.0,0.0,0.0,0.0,5308.0,727980.0,5197.0,727869.0,6604.198198138701,0.28564814814814815,0.8919753086419754,0.5888117283950618,0.33460438512869395,0.2926596758817922,0.33841754051477596,0.32411820781696854,0.3220686367969494
DC14,DC32,DC14->DC32,0.0,0.0,0.0,0.0,548.0,57.0,0.0,0.0,0.0,1575798.0,10275.0,1575741.0,10218.0,27823.842104775023,0.9246913580246913,0.3603395061728395,0.6425154320987654,0.35200190657769304,0.3856053384175405,0.33841754051477596,0.20591039084842708,0.32184223069590084
DC53,DC3,DC53->DC3,0.0,0.0,0.0,0.0,43.0,11.0,0.0,0.0,0.0,39744.0,727980.0,39733.0,727969.0,69791.09090274626,0.5220679012345679,0.8919753086419754,0.7070216049382716,0.3107721639656816,0.5147759771210677,0.33841754051477596,0.1344137273593899,0.32183031458531935
DC33,DC5,DC33->DC5,0.0,0.0,0.0,0.0,209.0,103.0,0.0,0.0,0.0,3913.0,693070.0,3810.0,692967.0,6764.825242652769,0.2989197530864197,0.8759259259259259,0.5874228395061728,0.33663012392755004,0.2897998093422307,0.33841754051477596,0.3203050524308866,0.32110938989513826
DC52,DC40,DC52->DC40,0.0,0.0,0.0,0.0,231.0,79.0,0.0,0.0,0.0,7989.0,97443.0,7910.0,97364.0,1332.5822784641446,0.40802469135802466,0.6654320987654321,0.5367283950617283,0.33841754051477596,0.1334604385128694,0.33841754051477596,0.4690181124880839,0.3198284080076263
DC43,DC64,DC43->DC64,0.0,0.0,0.0,0.0,828.0,461.0,0.0,0.0,0.0,145712.0,317231.0,145251.0,316770.0,1002.2147505401254,0.6375,0.38518518518518513,0.5113425925925925,0.35843660629170637,0.08198284080076262,0.33841754051477596,0.4918970448045758,0.31968541468064826
DC13,DC3,DC13->DC3,0.0,0.0,0.0,0.0,278.0,106.0,0.0,0.0,0.0,1189.0,727980.0,1083.0,727874.0,6876.952830123802,0.2623456790123456,0.8919753086419754,0.5771604938271605,0.3419923736892278,0.27645376549094375,0.33841754051477596,0.31839847473784555,0.31917302192564345
DC22,DC20,DC22->DC20,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,884569.0,84.0,884567.0,82.0,442324.4997788377,0.7834876543209874,0.7592592592592592,0.7713734567901234,0.2631077216396568,0.6811248808388942,0.33841754051477596,0.022878932316491896,0.3188512869399428
DC49,DC35,DC49->DC35,0.0,0.0,0.0,0.0,2343.0,822.0,0.0,0.0,0.0,51664.0,586705.0,50842.0,585883.0,774.6046228701039,0.20833333333333331,0.7146604938271605,0.4614969135802469,0.3727359389895138,0.034318398474737846,0.33841754051477596,0.5138226882745471,0.31825548141086746
DC47,DC29,DC47->DC29,0.0,0.0,0.0,0.0,1658.0,628.0,0.0,0.0,0.0,579385.0,1600.0,578757.0,972.0,923.1353503170014,0.7172839506172839,0.2612654320987654,0.48927469135802465,0.36820781696854143,0.05338417540514776,0.33841754051477596,0.5004766444232602,0.3181005719733079
DC44,DC81,DC44->DC81,0.0,0.0,0.0,0.0,616.0,401.0,0.0,0.0,0.0,511263.0,32374.0,510862.0,31973.0,1353.7032418918861,0.7271604938271605,0.32129629629629625,0.5242283950617284,0.3534318398474737,0.10390848427073403,0.33841754051477596,0.4671115347950429,0.31721877979027646
DC22,DC21,DC22->DC21,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,884569.0,223.0,884566.0,220.0,294928.6665683571,0.7834876543209874,0.7339506172839506,0.758719135802469,0.26978074356530024,0.6415633937082936,0.33841754051477596,0.04575786463298379,0.3170162059103908
DC53,DC35,DC53->DC35,0.0,0.0,0.0,0.0,148.0,50.0,0.0,0.0,0.0,39744.0,586705.0,39694.0,586655.0,12526.979999749461,0.5220679012345679,0.7146604938271605,0.6183641975308642,0.3312678741658722,0.3374642516682555,0.33841754051477596,0.2621544327931363,0.31661105815061963
DC44,DC34,DC44->DC34,0.0,0.0,0.0,0.0,37.0,13.0,0.0,0.0,0.0,511263.0,1903.0,511250.0,1890.0,39472.30768927136,0.7271604938271605,0.6189814814814814,0.6730709876543209,0.30719733079122974,0.45281220209723544,0.33841754051477596,0.1801715919923737,0.3165276453765491
DC46,DC34,DC46->DC34,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,211065.0,1903.0,211059.0,1897.0,35492.66666075122,0.7342592592592593,0.6189814814814814,0.6766203703703704,0.29325548141086744,0.4632983794089609,0.33841754051477596,0.18779790276453764,0.3161761201143946
DC66,DC10,DC66->DC10,0.0,0.0,0.0,0.0,10387.0,496.0,0.0,0.0,0.0,1367.0,2290621.0,871.0,2290125.0,4618.943548377784,0.19104938271604935,0.8976851851851853,0.5443672839506173,0.392278360343184,0.161582459485224,0.33841754051477596,0.3489037178265014,0.31568160152526215
DC8,DC76,DC8->DC76,0.0,0.0,0.0,0.0,94.0,49.0,0.0,0.0,0.0,218287.0,96.0,218238.0,47.0,4454.795918276433,0.8814814814814814,0.2558641975308642,0.5686728395061729,0.32411820781696854,0.2502383222116301,0.33841754051477596,0.3546234509056244,0.31541944709246905
DC13,DC14,DC13->DC14,0.0,0.0,0.0,0.0,408.0,73.0,0.0,0.0,0.0,1189.0,902659.0,1116.0,902586.0,12379.479451885212,0.2623456790123456,0.9246913580246913,0.5935185185185184,0.3474737845567207,0.3064823641563394,0.33841754051477596,0.2650142993326978,0.3152526215443279
DC14,DC64,DC14->DC64,0.0,0.0,0.0,0.0,166.0,45.0,0.0,0.0,0.0,1575798.0,317231.0,1575753.0,317186.0,42065.31111017633,0.9246913580246913,0.38518518518518513,0.6549382716049382,0.33329361296472826,0.4132507149666349,0.33841754051477596,0.1773117254528122,0.3150560057197331
DC67,DC40,DC67->DC40,0.0,0.0,0.0,0.0,719.0,126.0,0.0,0.0,0.0,5308.0,97443.0,5182.0,97317.0,813.4841269776707,0.28564814814814815,0.6654320987654321,0.4755401234567901,0.355815061963775,0.046234509056244044,0.33841754051477596,0.5081029551954243,0.31388226882745474
DC42,DC34,DC42->DC34,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,84638.0,1903.0,84626.0,1891.0,7209.749999399188,0.6165123456790124,0.6189814814814814,0.6177469135802469,0.2914680648236415,0.334604385128694,0.33841754051477596,0.3098188751191611,0.3138822688274547
DC46,DC52,DC46->DC52,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,211065.0,49.0,211016.0,0.0,4306.44897950395,0.7342592592592593,0.40802469135802466,0.571141975308642,0.3129170638703527,0.25691134413727357,0.33841754051477596,0.3555767397521449,0.3134056244041944
DC19,DC20,DC19->DC20,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,801505.0,84.0,801503.0,82.0,400792.4997996037,0.7584876543209877,0.7592592592592592,0.7588734567901234,0.26978074356530024,0.6425166825548141,0.33841754051477596,0.028598665395614873,0.31296472831267874
DC25,DC34,DC25->DC34,0.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,535975.0,1903.0,535971.0,1899.0,134467.49996638313,0.8162037037037037,0.6189814814814814,0.7175925925925926,0.3029075309818875,0.5376549094375596,0.33841754051477596,0.08484270734032412,0.3124046711153479
DC20,DC32,DC20->DC32,0.0,0.0,0.0,0.0,141.0,111.0,0.0,0.0,0.0,422975.0,10275.0,422864.0,10164.0,3901.1531531180076,0.7592592592592592,0.3603395061728395,0.5597993827160493,0.3305529075309819,0.2221163012392755,0.33841754051477596,0.36129647283126787,0.3123093422306959
