场地1,场地2,edge,日期,预测货量,原LightGBM预测货量
DC5,DC4,DC5->DC4,2023-01-24,1668,1556
DC5,DC40,DC5->DC40,2023-01-24,0,0
DC5,DC51,DC5->DC51,2023-01-24,0,0
DC5,DC61,DC5->DC61,2023-01-24,0,0
DC5,DC62,DC5->DC62,2023-01-24,41,38
DC5,DC70,DC5->DC70,2023-01-24,5,5
DC5,DC8,DC5->DC8,2023-01-24,6,6
DC5,DC9,DC5->DC9,2023-01-24,0,0
DC50,DC10,DC50->DC10,2023-01-24,1400,1306
DC50,DC12,DC50->DC12,2023-01-24,0,0
DC50,DC14,DC50->DC14,2023-01-24,816,761
DC50,DC29,DC50->DC29,2023-01-24,0,0
DC50,DC3,DC50->DC3,2023-01-24,0,0
DC50,DC32,DC50->DC32,2023-01-24,0,0
DC50,DC34,DC50->DC34,2023-01-24,0,0
DC50,DC35,DC50->DC35,2023-01-24,5,5
DC50,DC4,DC50->DC4,2023-01-24,2,2
DC50,DC40,DC50->DC40,2023-01-24,0,0
DC50,DC48,DC50->DC48,2023-01-24,0,0
DC50,DC5,DC50->DC5,2023-01-24,471,439
DC50,DC62,DC50->DC62,2023-01-24,913,852
DC50,DC64,DC50->DC64,2023-01-24,0,0
DC50,DC65,DC50->DC65,2023-01-24,0,0
DC50,DC70,DC50->DC70,2023-01-24,4,4
DC50,DC8,DC50->DC8,2023-01-24,2257,2106
DC50,DC9,DC50->DC9,2023-01-24,0,0
DC51,DC10,DC51->DC10,2023-01-24,3984,3717
DC51,DC12,DC51->DC12,2023-01-24,0,0
DC51,DC14,DC51->DC14,2023-01-24,2298,2144
DC51,DC29,DC51->DC29,2023-01-24,0,0
DC51,DC3,DC51->DC3,2023-01-24,0,0
DC51,DC32,DC51->DC32,2023-01-24,0,0
DC51,DC34,DC51->DC34,2023-01-24,0,0
DC51,DC35,DC51->DC35,2023-01-24,96,90
DC51,DC4,DC51->DC4,2023-01-24,9,8
DC51,DC40,DC51->DC40,2023-01-24,0,0
DC51,DC5,DC51->DC5,2023-01-24,2084,1944
DC51,DC62,DC51->DC62,2023-01-24,4634,4324
DC51,DC64,DC51->DC64,2023-01-24,0,0
DC51,DC65,DC51->DC65,2023-01-24,0,0
DC51,DC70,DC51->DC70,2023-01-24,158,147
DC51,DC8,DC51->DC8,2023-01-24,15925,14859
DC51,DC81,DC51->DC81,2023-01-24,0,0
DC51,DC9,DC51->DC9,2023-01-24,0,0
DC52,DC10,DC52->DC10,2023-01-24,46,43
DC52,DC14,DC52->DC14,2023-01-24,21,20
DC52,DC3,DC52->DC3,2023-01-24,0,0
DC52,DC35,DC52->DC35,2023-01-24,0,0
DC52,DC4,DC52->DC4,2023-01-24,0,0
DC52,DC40,DC52->DC40,2023-01-24,0,0
DC52,DC46,DC52->DC46,2023-01-24,0,0
DC52,DC5,DC52->DC5,2023-01-24,45,42
DC52,DC62,DC52->DC62,2023-01-24,42,39
DC52,DC64,DC52->DC64,2023-01-24,0,0
DC52,DC65,DC52->DC65,2023-01-24,0,0
DC52,DC70,DC52->DC70,2023-01-24,0,0
DC52,DC8,DC52->DC8,2023-01-24,116,108
DC52,DC9,DC52->DC9,2023-01-24,0,0
DC53,DC10,DC53->DC10,2023-01-24,333,311
DC53,DC14,DC53->DC14,2023-01-24,329,307
DC53,DC25,DC53->DC25,2023-01-24,0,0
DC53,DC3,DC53->DC3,2023-01-24,0,0
DC53,DC33,DC53->DC33,2023-01-24,0,0
DC53,DC35,DC53->DC35,2023-01-24,0,0
DC53,DC4,DC53->DC4,2023-01-24,6,6
DC53,DC5,DC53->DC5,2023-01-24,87,81
DC53,DC62,DC53->DC62,2023-01-24,308,287
DC53,DC64,DC53->DC64,2023-01-24,0,0
DC53,DC65,DC53->DC65,2023-01-24,0,0
DC53,DC70,DC53->DC70,2023-01-24,0,0
DC53,DC8,DC53->DC8,2023-01-24,1772,1653
DC54,DC23,DC54->DC23,2023-01-24,0,0
DC54,DC37,DC54->DC37,2023-01-24,0,0
DC55,DC10,DC55->DC10,2023-01-24,69,64
DC55,DC14,DC55->DC14,2023-01-24,19,18
DC55,DC20,DC55->DC20,2023-01-24,0,0
DC55,DC3,DC55->DC3,2023-01-24,0,0
DC55,DC33,DC55->DC33,2023-01-24,0,0
DC55,DC35,DC55->DC35,2023-01-24,0,0
DC55,DC4,DC55->DC4,2023-01-24,216,202
DC55,DC5,DC55->DC5,2023-01-24,20,19
DC55,DC62,DC55->DC62,2023-01-24,55,51
DC55,DC8,DC55->DC8,2023-01-24,1,1
DC55,DC9,DC55->DC9,2023-01-24,0,0
DC56,DC10,DC56->DC10,2023-01-24,0,0
DC56,DC12,DC56->DC12,2023-01-24,0,0
DC56,DC14,DC56->DC14,2023-01-24,0,0
DC56,DC3,DC56->DC3,2023-01-24,0,0
DC56,DC35,DC56->DC35,2023-01-24,0,0
DC56,DC4,DC56->DC4,2023-01-24,0,0
DC56,DC40,DC56->DC40,2023-01-24,0,0
DC56,DC5,DC56->DC5,2023-01-24,0,0
DC56,DC61,DC56->DC61,2023-01-24,0,0
DC56,DC62,DC56->DC62,2023-01-24,0,0
DC56,DC70,DC56->DC70,2023-01-24,30,28
DC56,DC8,DC56->DC8,2023-01-24,0,0
DC56,DC9,DC56->DC9,2023-01-24,0,0
DC57,DC10,DC57->DC10,2023-01-24,0,0
DC57,DC14,DC57->DC14,2023-01-24,0,0
DC57,DC32,DC57->DC32,2023-01-24,0,0
DC57,DC35,DC57->DC35,2023-01-24,0,0
DC57,DC4,DC57->DC4,2023-01-24,0,0
DC57,DC40,DC57->DC40,2023-01-24,0,0
DC57,DC5,DC57->DC5,2023-01-24,0,0
DC57,DC62,DC57->DC62,2023-01-24,0,0
DC57,DC70,DC57->DC70,2023-01-24,0,0
DC57,DC8,DC57->DC8,2023-01-24,0,0
DC58,DC10,DC58->DC10,2023-01-24,0,0
DC58,DC12,DC58->DC12,2023-01-24,0,0
DC58,DC14,DC58->DC14,2023-01-24,0,0
DC58,DC29,DC58->DC29,2023-01-24,0,0
DC58,DC3,DC58->DC3,2023-01-24,0,0
DC58,DC34,DC58->DC34,2023-01-24,0,0
DC58,DC35,DC58->DC35,2023-01-24,0,0
DC58,DC4,DC58->DC4,2023-01-24,0,0
DC58,DC40,DC58->DC40,2023-01-24,0,0
DC58,DC5,DC58->DC5,2023-01-24,0,0
DC58,DC70,DC58->DC70,2023-01-24,0,0
DC58,DC8,DC58->DC8,2023-01-24,0,0
DC58,DC81,DC58->DC81,2023-01-24,0,0
DC58,DC9,DC58->DC9,2023-01-24,0,0
DC59,DC10,DC59->DC10,2023-01-24,398,371
DC59,DC14,DC59->DC14,2023-01-24,405,378
DC59,DC3,DC59->DC3,2023-01-24,0,0
DC59,DC35,DC59->DC35,2023-01-24,84,78
DC59,DC4,DC59->DC4,2023-01-24,1720,1605
DC59,DC40,DC59->DC40,2023-01-24,0,0
DC59,DC5,DC59->DC5,2023-01-24,92,86
DC59,DC62,DC59->DC62,2023-01-24,158,147
DC59,DC64,DC59->DC64,2023-01-24,0,0
DC59,DC65,DC59->DC65,2023-01-24,0,0
DC59,DC70,DC59->DC70,2023-01-24,174,162
DC59,DC8,DC59->DC8,2023-01-24,3,3
DC6,DC10,DC6->DC10,2023-01-24,0,0
DC6,DC14,DC6->DC14,2023-01-24,0,0
DC6,DC23,DC6->DC23,2023-01-24,0,0
DC6,DC4,DC6->DC4,2023-01-24,0,0
DC6,DC62,DC6->DC62,2023-01-24,0,0
DC6,DC70,DC6->DC70,2023-01-24,0,0
DC60,DC10,DC60->DC10,2023-01-24,352,328
DC60,DC14,DC60->DC14,2023-01-24,352,328
DC60,DC3,DC60->DC3,2023-01-24,0,0
DC60,DC34,DC60->DC34,2023-01-24,0,0
DC60,DC35,DC60->DC35,2023-01-24,35,33
DC60,DC4,DC60->DC4,2023-01-24,6,6
DC60,DC40,DC60->DC40,2023-01-24,0,0
DC60,DC5,DC60->DC5,2023-01-24,296,276
DC60,DC62,DC60->DC62,2023-01-24,1775,1656
DC60,DC64,DC60->DC64,2023-01-24,0,0
DC60,DC70,DC60->DC70,2023-01-24,44,41
DC60,DC8,DC60->DC8,2023-01-24,2207,2059
DC61,DC10,DC61->DC10,2023-01-24,0,0
DC61,DC14,DC61->DC14,2023-01-24,0,0
DC61,DC3,DC61->DC3,2023-01-24,0,0
DC61,DC4,DC61->DC4,2023-01-24,0,0
DC61,DC5,DC61->DC5,2023-01-24,0,0
DC62,DC10,DC62->DC10,2023-01-24,11527,10755
DC62,DC14,DC62->DC14,2023-01-24,8971,8370
DC62,DC15,DC62->DC15,2023-01-24,0,0
DC62,DC17,DC62->DC17,2023-01-24,0,0
DC62,DC20,DC62->DC20,2023-01-24,0,0
DC62,DC21,DC62->DC21,2023-01-24,0,0
DC62,DC22,DC62->DC22,2023-01-24,0,0
DC62,DC23,DC62->DC23,2023-01-24,0,0
DC62,DC3,DC62->DC3,2023-01-24,2,2
DC62,DC30,DC62->DC30,2023-01-24,0,0
DC62,DC32,DC62->DC32,2023-01-24,0,0
DC62,DC33,DC62->DC33,2023-01-24,0,0
DC62,DC34,DC62->DC34,2023-01-24,0,0
DC62,DC35,DC62->DC35,2023-01-24,23,21
DC62,DC38,DC62->DC38,2023-01-24,0,0
DC62,DC4,DC62->DC4,2023-01-24,110,103
DC62,DC40,DC62->DC40,2023-01-24,0,0
DC62,DC5,DC62->DC5,2023-01-24,2141,1998
DC62,DC50,DC62->DC50,2023-01-24,0,0
DC62,DC64,DC62->DC64,2023-01-24,0,0
DC62,DC65,DC62->DC65,2023-01-24,0,0
DC62,DC70,DC62->DC70,2023-01-24,13,12
DC62,DC73,DC62->DC73,2023-01-24,0,0
DC62,DC76,DC62->DC76,2023-01-24,0,0
DC62,DC8,DC62->DC8,2023-01-24,25818,24089
DC62,DC9,DC62->DC9,2023-01-24,0,0
DC63,DC10,DC63->DC10,2023-01-24,0,0
DC63,DC14,DC63->DC14,2023-01-24,0,0
DC63,DC8,DC63->DC8,2023-01-24,0,0
DC64,DC10,DC64->DC10,2023-01-24,0,0
DC64,DC14,DC64->DC14,2023-01-24,0,0
DC64,DC30,DC64->DC30,2023-01-24,0,0
DC64,DC4,DC64->DC4,2023-01-24,0,0
DC64,DC5,DC64->DC5,2023-01-24,0,0
DC64,DC62,DC64->DC62,2023-01-24,0,0
DC64,DC8,DC64->DC8,2023-01-24,0,0
DC65,DC10,DC65->DC10,2023-01-24,0,0
DC65,DC14,DC65->DC14,2023-01-24,0,0
DC65,DC4,DC65->DC4,2023-01-24,0,0
DC65,DC43,DC65->DC43,2023-01-24,0,0
DC65,DC5,DC65->DC5,2023-01-24,0,0
DC65,DC62,DC65->DC62,2023-01-24,0,0
DC65,DC8,DC65->DC8,2023-01-24,0,0
DC66,DC10,DC66->DC10,2023-01-24,0,0
DC66,DC14,DC66->DC14,2023-01-24,0,0
DC66,DC3,DC66->DC3,2023-01-24,0,0
DC66,DC4,DC66->DC4,2023-01-24,0,0
DC66,DC5,DC66->DC5,2023-01-24,0,0
DC66,DC8,DC66->DC8,2023-01-24,0,0
DC66,DC9,DC66->DC9,2023-01-24,0,0
DC67,DC10,DC67->DC10,2023-01-24,0,0
DC67,DC12,DC67->DC12,2023-01-24,0,0
DC67,DC14,DC67->DC14,2023-01-24,0,0
DC67,DC3,DC67->DC3,2023-01-24,0,0
DC67,DC32,DC67->DC32,2023-01-24,0,0
DC67,DC34,DC67->DC34,2023-01-24,0,0
DC67,DC35,DC67->DC35,2023-01-24,0,0
DC67,DC40,DC67->DC40,2023-01-24,0,0
DC67,DC5,DC67->DC5,2023-01-24,0,0
DC67,DC9,DC67->DC9,2023-01-24,0,0
DC68,DC10,DC68->DC10,2023-01-24,228,213
DC68,DC14,DC68->DC14,2023-01-24,101,94
DC68,DC3,DC68->DC3,2023-01-24,0,0
DC68,DC35,DC68->DC35,2023-01-24,0,0
DC68,DC4,DC68->DC4,2023-01-24,4,4
DC68,DC40,DC68->DC40,2023-01-24,0,0
DC68,DC5,DC68->DC5,2023-01-24,39,36
DC68,DC62,DC68->DC62,2023-01-24,122,114
DC68,DC64,DC68->DC64,2023-01-24,0,0
DC68,DC65,DC68->DC65,2023-01-24,0,0
DC68,DC70,DC68->DC70,2023-01-24,0,0
DC68,DC8,DC68->DC8,2023-01-24,1562,1457
DC69,DC10,DC69->DC10,2023-01-24,19,18
DC69,DC14,DC69->DC14,2023-01-24,21,20
DC69,DC3,DC69->DC3,2023-01-24,0,0
DC69,DC4,DC69->DC4,2023-01-24,0,0
DC69,DC5,DC69->DC5,2023-01-24,2,2
DC69,DC62,DC69->DC62,2023-01-24,3,3
DC69,DC8,DC69->DC8,2023-01-24,3,3
DC7,DC10,DC7->DC10,2023-01-24,479,447
DC7,DC12,DC7->DC12,2023-01-24,0,0
DC7,DC14,DC7->DC14,2023-01-24,720,672
DC7,DC3,DC7->DC3,2023-01-24,0,0
DC7,DC34,DC7->DC34,2023-01-24,0,0
DC7,DC35,DC7->DC35,2023-01-24,0,0
DC7,DC4,DC7->DC4,2023-01-24,0,0
DC7,DC40,DC7->DC40,2023-01-24,0,0
DC7,DC5,DC7->DC5,2023-01-24,109,102
DC7,DC62,DC7->DC62,2023-01-24,486,453
DC7,DC65,DC7->DC65,2023-01-24,0,0
DC7,DC70,DC7->DC70,2023-01-24,0,0
DC7,DC8,DC7->DC8,2023-01-24,937,874
DC7,DC9,DC7->DC9,2023-01-24,0,0
DC70,DC10,DC70->DC10,2023-01-24,0,0
DC70,DC14,DC70->DC14,2023-01-24,0,0
DC70,DC3,DC70->DC3,2023-01-24,0,0
DC70,DC32,DC70->DC32,2023-01-24,0,0
DC70,DC34,DC70->DC34,2023-01-24,0,0
DC70,DC35,DC70->DC35,2023-01-24,8,7
DC70,DC38,DC70->DC38,2023-01-24,0,0
DC70,DC4,DC70->DC4,2023-01-24,0,0
DC70,DC40,DC70->DC40,2023-01-24,0,0
DC70,DC5,DC70->DC5,2023-01-24,0,0
DC70,DC62,DC70->DC62,2023-01-24,0,0
DC70,DC8,DC70->DC8,2023-01-24,0,0
DC71,DC10,DC71->DC10,2023-01-24,103,96
DC71,DC12,DC71->DC12,2023-01-24,0,0
DC71,DC14,DC71->DC14,2023-01-24,90,84
DC71,DC3,DC71->DC3,2023-01-24,0,0
DC71,DC35,DC71->DC35,2023-01-24,0,0
DC71,DC4,DC71->DC4,2023-01-24,388,362
DC71,DC40,DC71->DC40,2023-01-24,0,0
DC71,DC5,DC71->DC5,2023-01-24,45,42
DC71,DC62,DC71->DC62,2023-01-24,133,124
DC71,DC70,DC71->DC70,2023-01-24,0,0
DC71,DC8,DC71->DC8,2023-01-24,3,3
DC71,DC9,DC71->DC9,2023-01-24,0,0
DC72,DC10,DC72->DC10,2023-01-24,0,0
DC72,DC14,DC72->DC14,2023-01-24,0,0
DC72,DC3,DC72->DC3,2023-01-24,0,0
DC72,DC35,DC72->DC35,2023-01-24,0,0
DC72,DC4,DC72->DC4,2023-01-24,0,0
DC72,DC5,DC72->DC5,2023-01-24,0,0
DC72,DC62,DC72->DC62,2023-01-24,0,0
DC72,DC8,DC72->DC8,2023-01-24,0,0
DC72,DC9,DC72->DC9,2023-01-24,0,0
DC73,DC10,DC73->DC10,2023-01-24,6860,6401
DC73,DC12,DC73->DC12,2023-01-24,0,0
DC73,DC14,DC73->DC14,2023-01-24,3026,2823
DC73,DC20,DC73->DC20,2023-01-24,0,0
DC73,DC3,DC73->DC3,2023-01-24,0,0
DC73,DC34,DC73->DC34,2023-01-24,0,0
DC73,DC35,DC73->DC35,2023-01-24,0,0
DC73,DC4,DC73->DC4,2023-01-24,14879,13883
DC73,DC40,DC73->DC40,2023-01-24,0,0
DC73,DC5,DC73->DC5,2023-01-24,2014,1879
DC73,DC62,DC73->DC62,2023-01-24,3483,3250
DC73,DC64,DC73->DC64,2023-01-24,0,0
DC73,DC70,DC73->DC70,2023-01-24,0,0
DC73,DC8,DC73->DC8,2023-01-24,372,347
DC73,DC9,DC73->DC9,2023-01-24,0,0
DC74,DC10,DC74->DC10,2023-01-24,0,0
DC74,DC14,DC74->DC14,2023-01-24,0,0
DC74,DC3,DC74->DC3,2023-01-24,0,0
DC74,DC4,DC74->DC4,2023-01-24,0,0
DC74,DC5,DC74->DC5,2023-01-24,0,0
DC74,DC8,DC74->DC8,2023-01-24,0,0
DC74,DC9,DC74->DC9,2023-01-24,0,0
DC75,DC35,DC75->DC35,2023-01-24,0,0
DC76,DC10,DC76->DC10,2023-01-24,0,0
DC76,DC14,DC76->DC14,2023-01-24,0,0
DC76,DC3,DC76->DC3,2023-01-24,0,0
DC76,DC4,DC76->DC4,2023-01-24,0,0
DC76,DC5,DC76->DC5,2023-01-24,0,0
DC76,DC62,DC76->DC62,2023-01-24,0,0
DC76,DC8,DC76->DC8,2023-01-24,0,0
DC77,DC6,DC77->DC6,2023-01-24,0,0
DC8,DC10,DC8->DC10,2023-01-24,17132,15985
DC8,DC13,DC8->DC13,2023-01-24,0,0
DC8,DC14,DC8->DC14,2023-01-24,8785,8197
DC8,DC15,DC8->DC15,2023-01-24,0,0
DC8,DC25,DC8->DC25,2023-01-24,0,0
DC8,DC27,DC8->DC27,2023-01-24,0,0
DC8,DC3,DC8->DC3,2023-01-24,6,6
DC8,DC32,DC8->DC32,2023-01-24,0,0
DC8,DC33,DC8->DC33,2023-01-24,0,0
DC8,DC34,DC8->DC34,2023-01-24,0,0
DC8,DC35,DC8->DC35,2023-01-24,21,20
DC8,DC38,DC8->DC38,2023-01-24,0,0
DC8,DC4,DC8->DC4,2023-01-24,361,337
DC8,DC40,DC8->DC40,2023-01-24,0,0
DC8,DC43,DC8->DC43,2023-01-24,0,0
DC8,DC44,DC8->DC44,2023-01-24,0,0
DC8,DC5,DC8->DC5,2023-01-24,7006,6537
DC8,DC59,DC8->DC59,2023-01-24,0,0
DC8,DC62,DC8->DC62,2023-01-24,7873,7346
DC8,DC64,DC8->DC64,2023-01-24,0,0
DC8,DC65,DC8->DC65,2023-01-24,0,0
DC8,DC70,DC8->DC70,2023-01-24,18,17
DC8,DC76,DC8->DC76,2023-01-24,0,0
DC8,DC78,DC8->DC78,2023-01-24,0,0
DC8,DC9,DC8->DC9,2023-01-24,0,0
DC9,DC10,DC9->DC10,2023-01-24,0,0
DC9,DC12,DC9->DC12,2023-01-24,0,0
DC9,DC13,DC9->DC13,2023-01-24,0,0
DC9,DC14,DC9->DC14,2023-01-24,0,0
DC9,DC19,DC9->DC19,2023-01-24,0,0
DC9,DC21,DC9->DC21,2023-01-24,0,0
DC9,DC22,DC9->DC22,2023-01-24,0,0
DC9,DC23,DC9->DC23,2023-01-24,0,0
DC9,DC25,DC9->DC25,2023-01-24,0,0
DC9,DC3,DC9->DC3,2023-01-24,0,0
DC9,DC32,DC9->DC32,2023-01-24,0,0
DC9,DC34,DC9->DC34,2023-01-24,0,0
DC9,DC35,DC9->DC35,2023-01-24,0,0
DC9,DC36,DC9->DC36,2023-01-24,0,0
DC9,DC4,DC9->DC4,2023-01-24,0,0
DC9,DC40,DC9->DC40,2023-01-24,0,0
DC9,DC48,DC9->DC48,2023-01-24,0,0
DC9,DC5,DC9->DC5,2023-01-24,0,0
DC9,DC51,DC9->DC51,2023-01-24,0,0
DC9,DC58,DC9->DC58,2023-01-24,0,0
DC9,DC62,DC9->DC62,2023-01-24,0,0
DC9,DC67,DC9->DC67,2023-01-24,0,0
DC9,DC79,DC9->DC79,2023-01-24,0,0
DC9,DC8,DC9->DC8,2023-01-24,0,0
DC1,DC8,DC1->DC8,2023-01-25,0,0
DC10,DC12,DC10->DC12,2023-01-25,0,0
DC10,DC13,DC10->DC13,2023-01-25,0,0
DC10,DC14,DC10->DC14,2023-01-25,7603,7094
DC10,DC17,DC10->DC17,2023-01-25,0,0
DC10,DC19,DC10->DC19,2023-01-25,0,0
DC10,DC20,DC10->DC20,2023-01-25,0,0
DC10,DC21,DC10->DC21,2023-01-25,0,0
DC10,DC22,DC10->DC22,2023-01-25,0,0
DC10,DC23,DC10->DC23,2023-01-25,0,0
DC10,DC25,DC10->DC25,2023-01-25,0,0
DC10,DC27,DC10->DC27,2023-01-25,0,0
DC10,DC28,DC10->DC28,2023-01-25,0,0
DC10,DC3,DC10->DC3,2023-01-25,4,4
DC10,DC30,DC10->DC30,2023-01-25,0,0
DC10,DC32,DC10->DC32,2023-01-25,0,0
DC10,DC33,DC10->DC33,2023-01-25,0,0
DC10,DC34,DC10->DC34,2023-01-25,0,0
DC10,DC35,DC10->DC35,2023-01-25,115,107
DC10,DC36,DC10->DC36,2023-01-25,0,0
DC10,DC38,DC10->DC38,2023-01-25,0,0
DC10,DC4,DC10->DC4,2023-01-25,38262,35700
DC10,DC40,DC10->DC40,2023-01-25,0,0
DC10,DC47,DC10->DC47,2023-01-25,0,0
DC10,DC5,DC10->DC5,2023-01-25,4887,4560
DC10,DC51,DC10->DC51,2023-01-25,0,0
DC10,DC59,DC10->DC59,2023-01-25,0,0
DC10,DC60,DC10->DC60,2023-01-25,0,0
DC10,DC61,DC10->DC61,2023-01-25,0,0
DC10,DC62,DC10->DC62,2023-01-25,8648,8069
DC10,DC64,DC10->DC64,2023-01-25,0,0
DC10,DC65,DC10->DC65,2023-01-25,0,0
DC10,DC67,DC10->DC67,2023-01-25,0,0
DC10,DC70,DC10->DC70,2023-01-25,263,245
DC10,DC73,DC10->DC73,2023-01-25,0,0
DC10,DC76,DC10->DC76,2023-01-25,0,0
DC10,DC78,DC10->DC78,2023-01-25,0,0
DC10,DC8,DC10->DC8,2023-01-25,866,808
DC10,DC80,DC10->DC80,2023-01-25,0,0
DC10,DC9,DC10->DC9,2023-01-25,0,0
DC11,DC10,DC11->DC10,2023-01-25,0,0
DC11,DC14,DC11->DC14,2023-01-25,0,0
DC11,DC22,DC11->DC22,2023-01-25,0,0
DC11,DC3,DC11->DC3,2023-01-25,0,0
DC11,DC5,DC11->DC5,2023-01-25,0,0
DC11,DC9,DC11->DC9,2023-01-25,0,0
DC12,DC10,DC12->DC10,2023-01-25,0,0
DC12,DC14,DC12->DC14,2023-01-25,0,0
DC12,DC23,DC12->DC23,2023-01-25,0,0
DC12,DC3,DC12->DC3,2023-01-25,0,0
DC12,DC32,DC12->DC32,2023-01-25,0,0
DC12,DC35,DC12->DC35,2023-01-25,0,0
DC12,DC36,DC12->DC36,2023-01-25,0,0
DC12,DC38,DC12->DC38,2023-01-25,0,0
DC12,DC40,DC12->DC40,2023-01-25,0,0
DC12,DC5,DC12->DC5,2023-01-25,0,0
DC12,DC67,DC12->DC67,2023-01-25,0,0
DC12,DC9,DC12->DC9,2023-01-25,0,0
DC13,DC10,DC13->DC10,2023-01-25,0,0
DC13,DC14,DC13->DC14,2023-01-25,0,0
DC13,DC15,DC13->DC15,2023-01-25,0,0
DC13,DC3,DC13->DC3,2023-01-25,0,0
DC13,DC4,DC13->DC4,2023-01-25,0,0
DC13,DC5,DC13->DC5,2023-01-25,0,0
DC13,DC62,DC13->DC62,2023-01-25,0,0
DC13,DC8,DC13->DC8,2023-01-25,0,0
DC13,DC9,DC13->DC9,2023-01-25,0,0
DC14,DC10,DC14->DC10,2023-01-25,26408,24640
DC14,DC11,DC14->DC11,2023-01-25,0,0
DC14,DC12,DC14->DC12,2023-01-25,0,0
DC14,DC13,DC14->DC13,2023-01-25,0,0
DC14,DC17,DC14->DC17,2023-01-25,0,0
DC14,DC19,DC14->DC19,2023-01-25,0,0
DC14,DC20,DC14->DC20,2023-01-25,0,0
DC14,DC21,DC14->DC21,2023-01-25,0,0
DC14,DC22,DC14->DC22,2023-01-25,0,0
DC14,DC23,DC14->DC23,2023-01-25,0,0
DC14,DC25,DC14->DC25,2023-01-25,0,0
DC14,DC3,DC14->DC3,2023-01-25,2,2
DC14,DC30,DC14->DC30,2023-01-25,0,0
DC14,DC32,DC14->DC32,2023-01-25,0,0
DC14,DC33,DC14->DC33,2023-01-25,0,0
DC14,DC34,DC14->DC34,2023-01-25,0,0
DC14,DC35,DC14->DC35,2023-01-25,83,77
DC14,DC36,DC14->DC36,2023-01-25,0,0
DC14,DC38,DC14->DC38,2023-01-25,0,0
DC14,DC4,DC14->DC4,2023-01-25,199,186
DC14,DC40,DC14->DC40,2023-01-25,0,0
DC14,DC43,DC14->DC43,2023-01-25,0,0
DC14,DC5,DC14->DC5,2023-01-25,12647,11800
DC14,DC61,DC14->DC61,2023-01-25,0,0
DC14,DC62,DC14->DC62,2023-01-25,17711,16525
DC14,DC64,DC14->DC64,2023-01-25,0,0
DC14,DC65,DC14->DC65,2023-01-25,0,0
DC14,DC67,DC14->DC67,2023-01-25,0,0
DC14,DC70,DC14->DC70,2023-01-25,108,101
DC14,DC76,DC14->DC76,2023-01-25,0,0
DC14,DC78,DC14->DC78,2023-01-25,0,0
DC14,DC8,DC14->DC8,2023-01-25,106933,99773
DC14,DC81,DC14->DC81,2023-01-25,0,0
DC14,DC9,DC14->DC9,2023-01-25,0,0
DC15,DC10,DC15->DC10,2023-01-25,4842,4518
DC15,DC12,DC15->DC12,2023-01-25,0,0
DC15,DC13,DC15->DC13,2023-01-25,0,0
DC15,DC14,DC15->DC14,2023-01-25,4699,4384
DC15,DC3,DC15->DC3,2023-01-25,0,0
DC15,DC32,DC15->DC32,2023-01-25,0,0
DC15,DC33,DC15->DC33,2023-01-25,0,0
DC15,DC34,DC15->DC34,2023-01-25,0,0
DC15,DC35,DC15->DC35,2023-01-25,5,5
DC15,DC4,DC15->DC4,2023-01-25,21,20
DC15,DC40,DC15->DC40,2023-01-25,0,0
DC15,DC5,DC15->DC5,2023-01-25,1920,1791
DC15,DC62,DC15->DC62,2023-01-25,6192,5777
DC15,DC64,DC15->DC64,2023-01-25,0,0
DC15,DC65,DC15->DC65,2023-01-25,0,0
DC15,DC70,DC15->DC70,2023-01-25,15,14
DC15,DC8,DC15->DC8,2023-01-25,16747,15626
DC15,DC81,DC15->DC81,2023-01-25,0,0
DC15,DC9,DC15->DC9,2023-01-25,0,0
DC16,DC10,DC16->DC10,2023-01-25,0,0
DC16,DC14,DC16->DC14,2023-01-25,0,0
DC16,DC35,DC16->DC35,2023-01-25,0,0
DC16,DC4,DC16->DC4,2023-01-25,0,0
DC16,DC5,DC16->DC5,2023-01-25,0,0
DC16,DC62,DC16->DC62,2023-01-25,0,0
DC16,DC70,DC16->DC70,2023-01-25,0,0
DC16,DC8,DC16->DC8,2023-01-25,0,0
DC17,DC10,DC17->DC10,2023-01-25,15279,14256
DC17,DC12,DC17->DC12,2023-01-25,0,0
DC17,DC14,DC17->DC14,2023-01-25,10247,9561
DC17,DC20,DC17->DC20,2023-01-25,0,0
DC17,DC29,DC17->DC29,2023-01-25,0,0
DC17,DC3,DC17->DC3,2023-01-25,0,0
DC17,DC32,DC17->DC32,2023-01-25,0,0
DC17,DC34,DC17->DC34,2023-01-25,0,0
DC17,DC35,DC17->DC35,2023-01-25,68,63
DC17,DC4,DC17->DC4,2023-01-25,33294,31065
DC17,DC40,DC17->DC40,2023-01-25,0,0
DC17,DC5,DC17->DC5,2023-01-25,7113,6637
DC17,DC61,DC17->DC61,2023-01-25,0,0
DC17,DC62,DC17->DC62,2023-01-25,8919,8322
DC17,DC64,DC17->DC64,2023-01-25,0,0
DC17,DC65,DC17->DC65,2023-01-25,0,0
DC17,DC70,DC17->DC70,2023-01-25,62,58
DC17,DC8,DC17->DC8,2023-01-25,99,92
DC17,DC81,DC17->DC81,2023-01-25,0,0
DC17,DC9,DC17->DC9,2023-01-25,0,0
DC18,DC10,DC18->DC10,2023-01-25,0,0
DC18,DC14,DC18->DC14,2023-01-25,0,0
DC18,DC23,DC18->DC23,2023-01-25,0,0
DC18,DC4,DC18->DC4,2023-01-25,0,0
