日期,原线路,替代场地1,替代场地2,替代线路,分流货量
2023-01-27,DC20->DC5,DC20,DC14,DC20->DC14,5352.0
2023-01-27,DC22->DC5,DC22,DC3,DC22->DC3,4863.0
2023-01-27,DC23->DC5,DC23,DC62,DC23->DC62,6084.0
2023-01-27,DC25->DC5,DC25,DC65,DC25->DC65,4097.0
2023-01-27,DC26->DC5,DC26,DC8,DC26->DC8,928.0
2023-01-27,DC27->DC5,DC27,DC65,DC27->DC65,1673.0
2023-01-27,DC28->DC5,DC28,DC64,DC28->DC64,1668.0
2023-01-27,DC30->DC5,DC30,DC4,DC30->DC4,994.0
2023-01-27,DC31->DC5,DC31,DC4,DC31->DC4,57.0
2023-01-27,DC34->DC5,DC34,DC4,DC34->DC4,8.0
2023-01-27,DC36->DC5,DC36,DC62,DC36->DC62,5493.0
2023-01-27,DC38->DC5,DC38,DC70,DC38->DC70,2018.0
2023-01-27,DC4->DC5,DC4,DC23,DC4->DC23,9.0
2023-01-27,DC40->DC5,DC40,DC10,DC40->DC10,9.0
2023-01-27,DC42->DC5,DC42,DC35,DC42->DC35,333.0
2023-01-27,DC43->DC5,DC43,DC62,DC43->DC62,827.0
2023-01-27,DC44->DC5,DC44,DC14,DC44->DC14,2077.0
2023-01-27,DC46->DC5,DC46,DC3,DC46->DC3,914.0
2023-01-27,DC47->DC5,DC47,DC14,DC47->DC14,1461.0
2023-01-27,DC48->DC5,DC48,DC4,DC48->DC4,877.0
2023-01-27,DC5->DC10,DC69,DC10,DC69->DC10,104.0
2023-01-27,DC5->DC14,DC62,DC14,DC62->DC14,62.0
2023-01-27,DC5->DC4,DC30,DC4,DC30->DC4,1487.0
2023-01-27,DC5->DC62,DC43,DC62,DC43->DC62,49.0
2023-01-27,DC5->DC70,DC38,DC70,DC38->DC70,6.0
2023-01-27,DC5->DC8,DC55,DC8,DC55->DC8,6.0
2023-01-27,DC50->DC5,DC50,DC9,DC50->DC9,706.0
2023-01-27,DC51->DC5,DC51,DC8,DC51->DC8,2109.0
2023-01-27,DC52->DC5,DC52,DC8,DC52->DC8,56.0
2023-01-27,DC53->DC5,DC53,DC64,DC53->DC64,118.0
2023-01-27,DC55->DC5,DC55,DC8,DC55->DC8,24.0
2023-01-27,DC59->DC5,DC59,DC8,DC59->DC8,121.0
2023-01-27,DC60->DC5,DC60,DC14,DC60->DC14,334.0
2023-01-27,DC62->DC5,DC62,DC14,DC62->DC14,2854.0
2023-01-27,DC68->DC5,DC68,DC10,DC68->DC10,44.0
2023-01-27,DC69->DC5,DC69,DC10,DC69->DC10,8.0
2023-01-27,DC7->DC5,DC7,DC10,DC7->DC10,126.0
2023-01-27,DC71->DC5,DC71,DC8,DC71->DC8,51.0
2023-01-27,DC73->DC5,DC73,DC14,DC73->DC14,2048.0
2023-01-27,DC8->DC5,DC8,DC10,DC8->DC10,7244.0
2023-01-28,DC10->DC5,DC10,DC9,DC10->DC9,5449.0
2023-01-28,DC14->DC5,DC14,DC62,DC14->DC62,12309.0
2023-01-28,DC15->DC5,DC15,DC14,DC15->DC14,1862.0
2023-01-28,DC17->DC5,DC17,DC14,DC17->DC14,6539.0
2023-01-28,DC19->DC5,DC19,DC62,DC19->DC62,3333.0
2023-01-28,DC20->DC5,DC20,DC14,DC20->DC14,5388.0
2023-01-28,DC22->DC5,DC22,DC3,DC22->DC3,4847.0
2023-01-28,DC23->DC5,DC23,DC62,DC23->DC62,5797.0
2023-01-28,DC25->DC5,DC25,DC65,DC25->DC65,3781.0
2023-01-28,DC26->DC5,DC26,DC8,DC26->DC8,891.0
2023-01-28,DC27->DC5,DC27,DC65,DC27->DC65,1532.0
2023-01-28,DC28->DC5,DC28,DC64,DC28->DC64,1512.0
2023-01-28,DC30->DC5,DC30,DC10,DC30->DC10,961.0
2023-01-28,DC31->DC5,DC31,DC70,DC31->DC70,43.0
2023-01-28,DC34->DC5,DC34,DC14,DC34->DC14,8.0
2023-01-28,DC36->DC5,DC36,DC62,DC36->DC62,5329.0
2023-01-28,DC38->DC5,DC38,DC8,DC38->DC8,1763.0
2023-01-28,DC4->DC5,DC4,DC70,DC4->DC70,9.0
2023-01-28,DC40->DC5,DC40,DC10,DC40->DC10,6.0
2023-01-28,DC42->DC5,DC42,DC10,DC42->DC10,303.0
2023-01-28,DC43->DC5,DC43,DC10,DC43->DC10,759.0
2023-01-28,DC44->DC5,DC44,DC14,DC44->DC14,2055.0
2023-01-28,DC46->DC5,DC46,DC4,DC46->DC4,863.0
2023-01-28,DC47->DC5,DC47,DC14,DC47->DC14,1350.0
2023-01-28,DC48->DC5,DC48,DC14,DC48->DC14,872.0
2023-01-28,DC5->DC10,DC42,DC10,DC42->DC10,104.0
2023-01-28,DC5->DC14,DC73,DC14,DC73->DC14,62.0
2023-01-28,DC5->DC4,DC46,DC4,DC46->DC4,1461.0
2023-01-28,DC5->DC62,DC59,DC62,DC59->DC62,55.0
2023-01-28,DC5->DC70,DC52,DC70,DC52->DC70,8.0
2023-01-28,DC5->DC8,DC38,DC8,DC38->DC8,6.0
2023-01-28,DC50->DC5,DC50,DC10,DC50->DC10,728.0
2023-01-28,DC51->DC5,DC51,DC8,DC51->DC8,2047.0
2023-01-28,DC52->DC5,DC52,DC70,DC52->DC70,50.0
2023-01-28,DC53->DC5,DC53,DC62,DC53->DC62,102.0
2023-01-28,DC55->DC5,DC55,DC8,DC55->DC8,25.0
2023-01-28,DC59->DC5,DC59,DC62,DC59->DC62,103.0
2023-01-28,DC60->DC5,DC60,DC4,DC60->DC4,316.0
2023-01-28,DC62->DC5,DC62,DC14,DC62->DC14,2303.0
2023-01-28,DC68->DC5,DC68,DC62,DC68->DC62,50.0
2023-01-28,DC69->DC5,DC69,DC8,DC69->DC8,6.0
2023-01-28,DC7->DC5,DC7,DC8,DC7->DC8,134.0
2023-01-28,DC71->DC5,DC71,DC70,DC71->DC70,49.0
2023-01-28,DC73->DC5,DC73,DC14,DC73->DC14,1776.0
2023-01-28,DC8->DC5,DC8,DC10,DC8->DC10,6545.0
2023-01-29,DC10->DC5,DC10,DC9,DC10->DC9,5364.0
2023-01-29,DC14->DC5,DC14,DC62,DC14->DC62,13172.0
2023-01-29,DC15->DC5,DC15,DC14,DC15->DC14,1839.0
2023-01-29,DC17->DC5,DC17,DC14,DC17->DC14,6540.0
2023-01-29,DC19->DC5,DC19,DC62,DC19->DC62,3657.0
2023-01-29,DC20->DC5,DC20,DC14,DC20->DC14,5215.0
2023-01-29,DC22->DC5,DC22,DC3,DC22->DC3,4880.0
2023-01-29,DC23->DC5,DC23,DC62,DC23->DC62,6229.0
2023-01-29,DC25->DC5,DC25,DC65,DC25->DC65,3676.0
2023-01-29,DC26->DC5,DC26,DC8,DC26->DC8,913.0
2023-01-29,DC27->DC5,DC27,DC65,DC27->DC65,1683.0
2023-01-29,DC28->DC5,DC28,DC64,DC28->DC64,1408.0
2023-01-29,DC30->DC5,DC30,DC35,DC30->DC35,953.0
2023-01-29,DC31->DC5,DC31,DC8,DC31->DC8,39.0
2023-01-29,DC34->DC5,DC34,DC10,DC34->DC10,8.0
2023-01-29,DC36->DC5,DC36,DC62,DC36->DC62,5377.0
2023-01-29,DC38->DC5,DC38,DC8,DC38->DC8,1845.0
2023-01-29,DC4->DC5,DC4,DC14,DC4->DC14,9.0
2023-01-29,DC40->DC5,DC40,DC70,DC40->DC70,9.0
2023-01-29,DC42->DC5,DC42,DC10,DC42->DC10,333.0
2023-01-29,DC43->DC5,DC43,DC62,DC43->DC62,747.0
2023-01-29,DC44->DC5,DC44,DC14,DC44->DC14,1998.0
2023-01-29,DC46->DC5,DC46,DC3,DC46->DC3,891.0
2023-01-29,DC47->DC5,DC47,DC14,DC47->DC14,1272.0
2023-01-29,DC48->DC5,DC48,DC8,DC48->DC8,867.0
2023-01-29,DC5->DC10,DC42,DC10,DC42->DC10,104.0
2023-01-29,DC5->DC14,DC60,DC14,DC60->DC14,64.0
2023-01-29,DC5->DC4,DC71,DC4,DC71->DC4,1522.0
2023-01-29,DC5->DC62,DC36,DC62,DC36->DC62,55.0
2023-01-29,DC5->DC70,DC52,DC70,DC52->DC70,6.0
2023-01-29,DC5->DC8,DC7,DC8,DC7->DC8,6.0
2023-01-29,DC50->DC5,DC50,DC9,DC50->DC9,701.0
2023-01-29,DC51->DC5,DC51,DC8,DC51->DC8,2020.0
2023-01-29,DC52->DC5,DC52,DC70,DC52->DC70,54.0
2023-01-29,DC53->DC5,DC53,DC14,DC53->DC14,102.0
2023-01-29,DC55->DC5,DC55,DC8,DC55->DC8,24.0
2023-01-29,DC59->DC5,DC59,DC62,DC59->DC62,102.0
2023-01-29,DC60->DC5,DC60,DC14,DC60->DC14,313.0
2023-01-29,DC62->DC5,DC62,DC14,DC62->DC14,2980.0
2023-01-29,DC68->DC5,DC68,DC8,DC68->DC8,58.0
2023-01-29,DC69->DC5,DC69,DC8,DC69->DC8,8.0
2023-01-29,DC7->DC5,DC7,DC8,DC7->DC8,128.0
2023-01-29,DC71->DC5,DC71,DC4,DC71->DC4,49.0
2023-01-29,DC73->DC5,DC73,DC14,DC73->DC14,1902.0
2023-01-29,DC8->DC5,DC8,DC10,DC8->DC10,6535.0
2023-01-30,DC10->DC5,DC10,DC9,DC10->DC9,5614.0
2023-01-30,DC14->DC5,DC14,DC62,DC14->DC62,13714.0
2023-01-30,DC15->DC5,DC15,DC14,DC15->DC14,1893.0
2023-01-30,DC17->DC5,DC17,DC14,DC17->DC14,7077.0
2023-01-30,DC19->DC5,DC19,DC62,DC19->DC62,3633.0
2023-01-30,DC20->DC5,DC20,DC14,DC20->DC14,5405.0
2023-01-30,DC22->DC5,DC22,DC3,DC22->DC3,5214.0
2023-01-30,DC23->DC5,DC23,DC62,DC23->DC62,6446.0
2023-01-30,DC25->DC5,DC25,DC65,DC25->DC65,4899.0
2023-01-30,DC26->DC5,DC26,DC8,DC26->DC8,955.0
2023-01-30,DC27->DC5,DC27,DC65,DC27->DC65,1821.0
2023-01-30,DC28->DC5,DC28,DC64,DC28->DC64,1529.0
2023-01-30,DC30->DC5,DC30,DC35,DC30->DC35,991.0
2023-01-30,DC31->DC5,DC31,DC70,DC31->DC70,70.0
2023-01-30,DC34->DC5,DC34,DC70,DC34->DC70,8.0
2023-01-30,DC36->DC5,DC36,DC62,DC36->DC62,5352.0
2023-01-30,DC38->DC5,DC38,DC8,DC38->DC8,2092.0
2023-01-30,DC4->DC5,DC4,DC70,DC4->DC70,9.0
2023-01-30,DC40->DC5,DC40,DC8,DC40->DC8,8.0
2023-01-30,DC42->DC5,DC42,DC4,DC42->DC4,376.0
2023-01-30,DC43->DC5,DC43,DC62,DC43->DC62,826.0
2023-01-30,DC44->DC5,DC44,DC14,DC44->DC14,2163.0
2023-01-30,DC46->DC5,DC46,DC14,DC46->DC14,914.0
2023-01-30,DC47->DC5,DC47,DC14,DC47->DC14,1478.0
2023-01-30,DC48->DC5,DC48,DC4,DC48->DC4,893.0
2023-01-30,DC5->DC10,DC53,DC10,DC53->DC10,115.0
2023-01-30,DC5->DC14,DC73,DC14,DC73->DC14,72.0
2023-01-30,DC5->DC4,DC59,DC4,DC59->DC4,1835.0
2023-01-30,DC5->DC62,DC68,DC62,DC68->DC62,60.0
2023-01-30,DC5->DC70,DC31,DC70,DC31->DC70,8.0
2023-01-30,DC5->DC8,DC26,DC8,DC26->DC8,6.0
2023-01-30,DC50->DC5,DC50,DC10,DC50->DC10,800.0
2023-01-30,DC51->DC5,DC51,DC8,DC51->DC8,2175.0
2023-01-30,DC52->DC5,DC52,DC70,DC52->DC70,63.0
2023-01-30,DC53->DC5,DC53,DC10,DC53->DC10,129.0
2023-01-30,DC55->DC5,DC55,DC62,DC55->DC62,27.0
2023-01-30,DC59->DC5,DC59,DC4,DC59->DC4,130.0
2023-01-30,DC60->DC5,DC60,DC62,DC60->DC62,376.0
2023-01-30,DC62->DC5,DC62,DC8,DC62->DC8,3082.0
2023-01-30,DC68->DC5,DC68,DC62,DC68->DC62,65.0
2023-01-30,DC69->DC5,DC69,DC8,DC69->DC8,8.0
2023-01-30,DC7->DC5,DC7,DC8,DC7->DC8,147.0
2023-01-30,DC71->DC5,DC71,DC70,DC71->DC70,64.0
2023-01-30,DC73->DC5,DC73,DC14,DC73->DC14,2061.0
2023-01-30,DC8->DC5,DC8,DC62,DC8->DC62,8179.0
2023-01-31,DC10->DC5,DC10,DC9,DC10->DC9,5598.0
2023-01-31,DC14->DC5,DC14,DC62,DC14->DC62,14902.0
2023-01-31,DC15->DC5,DC15,DC14,DC15->DC14,1853.0
2023-01-31,DC17->DC5,DC17,DC14,DC17->DC14,6425.0
2023-01-31,DC19->DC5,DC19,DC62,DC19->DC62,3567.0
2023-01-31,DC20->DC5,DC20,DC14,DC20->DC14,5461.0
2023-01-31,DC22->DC5,DC22,DC3,DC22->DC3,5181.0
2023-01-31,DC23->DC5,DC23,DC62,DC23->DC62,6347.0
2023-01-31,DC25->DC5,DC25,DC65,DC25->DC65,5397.0
2023-01-31,DC26->DC5,DC26,DC8,DC26->DC8,922.0
2023-01-31,DC27->DC5,DC27,DC65,DC27->DC65,1804.0
2023-01-31,DC28->DC5,DC28,DC64,DC28->DC64,1644.0
2023-01-31,DC30->DC5,DC30,DC4,DC30->DC4,924.0
2023-01-31,DC31->DC5,DC31,DC4,DC31->DC4,57.0
2023-01-31,DC34->DC5,DC34,DC70,DC34->DC70,8.0
2023-01-31,DC36->DC5,DC36,DC62,DC36->DC62,5290.0
2023-01-31,DC38->DC5,DC38,DC8,DC38->DC8,2069.0
2023-01-31,DC4->DC5,DC4,DC23,DC4->DC23,9.0
2023-01-31,DC40->DC5,DC40,DC8,DC40->DC8,9.0
2023-01-31,DC42->DC5,DC42,DC35,DC42->DC35,361.0
2023-01-31,DC43->DC5,DC43,DC62,DC43->DC62,813.0
2023-01-31,DC44->DC5,DC44,DC14,DC44->DC14,2131.0
2023-01-31,DC46->DC5,DC46,DC3,DC46->DC3,910.0
2023-01-31,DC47->DC5,DC47,DC14,DC47->DC14,1478.0
2023-01-31,DC48->DC5,DC48,DC8,DC48->DC8,893.0
2023-01-31,DC5->DC10,DC69,DC10,DC69->DC10,111.0
2023-01-31,DC5->DC14,DC47,DC14,DC47->DC14,77.0
2023-01-31,DC5->DC4,DC73,DC4,DC73->DC4,1865.0
2023-01-31,DC5->DC62,DC36,DC62,DC36->DC62,58.0
2023-01-31,DC5->DC70,DC34,DC70,DC34->DC70,8.0
2023-01-31,DC5->DC8,DC26,DC8,DC26->DC8,6.0
2023-01-31,DC50->DC5,DC50,DC9,DC50->DC9,811.0
2023-01-31,DC51->DC5,DC51,DC8,DC51->DC8,2141.0
2023-01-31,DC52->DC5,DC52,DC8,DC52->DC8,64.0
2023-01-31,DC53->DC5,DC53,DC64,DC53->DC64,132.0
2023-01-31,DC55->DC5,DC55,DC8,DC55->DC8,26.0
2023-01-31,DC59->DC5,DC59,DC8,DC59->DC8,136.0
2023-01-31,DC60->DC5,DC60,DC14,DC60->DC14,344.0
2023-01-31,DC62->DC5,DC62,DC8,DC62->DC8,2863.0
2023-01-31,DC68->DC5,DC68,DC14,DC68->DC14,63.0
2023-01-31,DC69->DC5,DC69,DC10,DC69->DC10,6.0
2023-01-31,DC7->DC5,DC7,DC10,DC7->DC10,180.0
2023-01-31,DC71->DC5,DC71,DC8,DC71->DC8,68.0
2023-01-31,DC73->DC5,DC73,DC4,DC73->DC4,2033.0
2023-01-31,DC8->DC5,DC8,DC62,DC8->DC62,8047.0
