场地1,场地2,edge,日期,预测货量,线路能力,分流增加货量,调整后货量,线路负荷率
DC71,DC12,DC71->DC12,2023-01-27,0,11858,0.0,0.0,0.0
DC71,DC14,DC71->DC14,2023-01-27,105,1520,0.0,105.0,0.06907894736842106
DC71,DC3,DC71->DC3,2023-01-27,0,4193,0.0,0.0,0.0
DC71,DC35,DC71->DC35,2023-01-27,0,15794,0.0,0.0,0.0
DC71,DC4,DC71->DC4,2023-01-27,440,13758,0.0,440.0,0.03198139264427969
DC71,DC40,DC71->DC40,2023-01-27,0,280,0.0,0.0,0.0
DC71,DC62,DC71->DC62,2023-01-27,152,1212,0.0,152.0,0.1254125412541254
DC71,DC70,DC71->DC70,2023-01-27,0,12816,0.0,0.0,0.0
DC71,DC8,DC71->DC8,2023-01-27,4,956,51.0,55.0,0.05753138075313807
DC71,DC9,DC71->DC9,2023-01-27,0,166,0.0,0.0,0.0
DC72,DC10,DC72->DC10,2023-01-27,0,3456,0.0,0.0,0.0
DC72,DC14,DC72->DC14,2023-01-27,0,3305,0.0,0.0,0.0
DC72,DC3,DC72->DC3,2023-01-27,0,1011,0.0,0.0,0.0
DC72,DC35,DC72->DC35,2023-01-27,0,3821,0.0,0.0,0.0
DC72,DC4,DC72->DC4,2023-01-27,0,4616,0.0,0.0,0.0
DC72,DC62,DC72->DC62,2023-01-27,0,152,0.0,0.0,0.0
DC72,DC8,DC72->DC8,2023-01-27,0,125,0.0,0.0,0.0
DC72,DC9,DC72->DC9,2023-01-27,0,58,0.0,0.0,0.0
DC73,DC10,DC73->DC10,2023-01-27,6884,67903,0.0,6884.0,0.10137990957689645
DC73,DC12,DC73->DC12,2023-01-27,0,176,0.0,0.0,0.0
DC73,DC14,DC73->DC14,2023-01-27,3540,27255,2048.0,5588.0,0.20502660062373876
DC73,DC20,DC73->DC20,2023-01-27,0,4,0.0,0.0,0.0
DC73,DC3,DC73->DC3,2023-01-27,0,12646,0.0,0.0,0.0
DC73,DC34,DC73->DC34,2023-01-27,0,3,0.0,0.0,0.0
DC73,DC35,DC73->DC35,2023-01-27,0,782,0.0,0.0,0.0
DC73,DC4,DC73->DC4,2023-01-27,15621,132787,0.0,15621.0,0.11763952796584003
DC73,DC40,DC73->DC40,2023-01-27,0,3,0.0,0.0,0.0
DC73,DC62,DC73->DC62,2023-01-27,3820,42794,0.0,3820.0,0.08926485021264663
DC73,DC64,DC73->DC64,2023-01-27,0,7,0.0,0.0,0.0
DC73,DC70,DC73->DC70,2023-01-27,0,49,0.0,0.0,0.0
DC73,DC8,DC73->DC8,2023-01-27,421,52074,0.0,421.0,0.008084648769059415
DC73,DC9,DC73->DC9,2023-01-27,0,259,0.0,0.0,0.0
DC74,DC10,DC74->DC10,2023-01-27,0,765,0.0,0.0,0.0
DC74,DC14,DC74->DC14,2023-01-27,0,493,0.0,0.0,0.0
DC74,DC3,DC74->DC3,2023-01-27,0,731,0.0,0.0,0.0
DC74,DC4,DC74->DC4,2023-01-27,0,382,0.0,0.0,0.0
DC74,DC8,DC74->DC8,2023-01-27,0,5,0.0,0.0,0.0
DC74,DC9,DC74->DC9,2023-01-27,0,3862,0.0,0.0,0.0
DC75,DC35,DC75->DC35,2023-01-27,0,2,0.0,0.0,0.0
DC76,DC10,DC76->DC10,2023-01-27,0,4,0.0,0.0,0.0
DC76,DC14,DC76->DC14,2023-01-27,0,4,0.0,0.0,0.0
DC76,DC3,DC76->DC3,2023-01-27,0,12,0.0,0.0,0.0
DC76,DC4,DC76->DC4,2023-01-27,0,7,0.0,0.0,0.0
DC76,DC62,DC76->DC62,2023-01-27,0,2,0.0,0.0,0.0
DC76,DC8,DC76->DC8,2023-01-27,0,4,0.0,0.0,0.0
DC77,DC6,DC77->DC6,2023-01-27,0,2,0.0,0.0,0.0
DC8,DC10,DC8->DC10,2023-01-27,20356,63396,7244.0,27600.0,0.4353586977096347
DC8,DC13,DC8->DC13,2023-01-27,0,26,0.0,0.0,0.0
DC8,DC14,DC8->DC14,2023-01-27,9710,32291,0.0,9710.0,0.30070298225511755
DC8,DC15,DC8->DC15,2023-01-27,0,329,0.0,0.0,0.0
DC8,DC25,DC8->DC25,2023-01-27,0,3,0.0,0.0,0.0
DC8,DC27,DC8->DC27,2023-01-27,0,4,0.0,0.0,0.0
DC8,DC3,DC8->DC3,2023-01-27,8,13702,0.0,8.0,0.0005838563713326521
DC8,DC32,DC8->DC32,2023-01-27,0,30,0.0,0.0,0.0
DC8,DC33,DC8->DC33,2023-01-27,0,129,0.0,0.0,0.0
DC8,DC34,DC8->DC34,2023-01-27,0,565,0.0,0.0,0.0
DC8,DC35,DC8->DC35,2023-01-27,30,474,0.0,30.0,0.06329113924050633
DC8,DC38,DC8->DC38,2023-01-27,0,1,0.0,0.0,0.0
DC8,DC4,DC8->DC4,2023-01-27,429,5985,0.0,429.0,0.07167919799498747
DC8,DC40,DC8->DC40,2023-01-27,0,207,0.0,0.0,0.0
DC8,DC43,DC8->DC43,2023-01-27,0,3,0.0,0.0,0.0
DC8,DC44,DC8->DC44,2023-01-27,0,3,0.0,0.0,0.0
DC8,DC59,DC8->DC59,2023-01-27,0,54,0.0,0.0,0.0
DC8,DC62,DC8->DC62,2023-01-27,8445,42308,0.0,8445.0,0.19960763921716934
DC8,DC64,DC8->DC64,2023-01-27,0,77,0.0,0.0,0.0
DC8,DC65,DC8->DC65,2023-01-27,0,386,0.0,0.0,0.0
DC8,DC70,DC8->DC70,2023-01-27,25,1423,0.0,25.0,0.017568517217146872
DC8,DC76,DC8->DC76,2023-01-27,0,49,0.0,0.0,0.0
DC8,DC78,DC8->DC78,2023-01-27,0,5,0.0,0.0,0.0
DC8,DC9,DC8->DC9,2023-01-27,0,123,0.0,0.0,0.0
DC9,DC10,DC9->DC10,2023-01-27,0,1761,0.0,0.0,0.0
DC9,DC12,DC9->DC12,2023-01-27,0,388,0.0,0.0,0.0
DC9,DC13,DC9->DC13,2023-01-27,0,10,0.0,0.0,0.0
DC9,DC14,DC9->DC14,2023-01-27,0,30711,0.0,0.0,0.0
DC9,DC19,DC9->DC19,2023-01-27,0,2,0.0,0.0,0.0
DC9,DC21,DC9->DC21,2023-01-27,0,1,0.0,0.0,0.0
DC9,DC22,DC9->DC22,2023-01-27,0,5,0.0,0.0,0.0
DC9,DC23,DC9->DC23,2023-01-27,0,2,0.0,0.0,0.0
DC9,DC25,DC9->DC25,2023-01-27,0,44,0.0,0.0,0.0
DC9,DC3,DC9->DC3,2023-01-27,0,31880,0.0,0.0,0.0
DC9,DC32,DC9->DC32,2023-01-27,0,120,0.0,0.0,0.0
DC9,DC34,DC9->DC34,2023-01-27,0,476,0.0,0.0,0.0
DC9,DC35,DC9->DC35,2023-01-27,0,259,0.0,0.0,0.0
DC9,DC36,DC9->DC36,2023-01-27,0,12,0.0,0.0,0.0
DC9,DC4,DC9->DC4,2023-01-27,0,2114,0.0,0.0,0.0
DC9,DC40,DC9->DC40,2023-01-27,0,12,0.0,0.0,0.0
DC9,DC48,DC9->DC48,2023-01-27,0,7,0.0,0.0,0.0
DC9,DC51,DC9->DC51,2023-01-27,0,2,0.0,0.0,0.0
DC9,DC58,DC9->DC58,2023-01-27,0,1,0.0,0.0,0.0
DC9,DC62,DC9->DC62,2023-01-27,0,2,0.0,0.0,0.0
DC9,DC67,DC9->DC67,2023-01-27,0,142,0.0,0.0,0.0
DC9,DC79,DC9->DC79,2023-01-27,0,2,0.0,0.0,0.0
DC9,DC8,DC9->DC8,2023-01-27,0,2225,0.0,0.0,0.0
DC1,DC8,DC1->DC8,2023-01-28,0,3,0.0,0.0,0.0
DC10,DC12,DC10->DC12,2023-01-28,0,993,0.0,0.0,0.0
DC10,DC13,DC10->DC13,2023-01-28,0,6,0.0,0.0,0.0
DC10,DC14,DC10->DC14,2023-01-28,6686,31846,0.0,6686.0,0.20994787414431954
DC10,DC17,DC10->DC17,2023-01-28,0,5,0.0,0.0,0.0
DC10,DC19,DC10->DC19,2023-01-28,0,14,0.0,0.0,0.0
DC10,DC20,DC10->DC20,2023-01-28,0,11,0.0,0.0,0.0
DC10,DC21,DC10->DC21,2023-01-28,0,29,0.0,0.0,0.0
DC10,DC22,DC10->DC22,2023-01-28,0,27,0.0,0.0,0.0
DC10,DC23,DC10->DC23,2023-01-28,0,991,0.0,0.0,0.0
DC10,DC25,DC10->DC25,2023-01-28,0,4,0.0,0.0,0.0
DC10,DC27,DC10->DC27,2023-01-28,0,6,0.0,0.0,0.0
DC10,DC28,DC10->DC28,2023-01-28,0,8,0.0,0.0,0.0
DC10,DC3,DC10->DC3,2023-01-28,4,27671,0.0,4.0,0.00014455567200318022
DC10,DC30,DC10->DC30,2023-01-28,0,50,0.0,0.0,0.0
DC10,DC32,DC10->DC32,2023-01-28,0,206,0.0,0.0,0.0
DC10,DC33,DC10->DC33,2023-01-28,0,118,0.0,0.0,0.0
DC10,DC34,DC10->DC34,2023-01-28,0,200,0.0,0.0,0.0
DC10,DC35,DC10->DC35,2023-01-28,220,1914,0.0,220.0,0.11494252873563218
DC10,DC36,DC10->DC36,2023-01-28,0,55,0.0,0.0,0.0
DC10,DC38,DC10->DC38,2023-01-28,0,15,0.0,0.0,0.0
DC10,DC4,DC10->DC4,2023-01-28,40172,129442,0.0,40172.0,0.3103474915406128
DC10,DC40,DC10->DC40,2023-01-28,0,969,0.0,0.0,0.0
DC10,DC47,DC10->DC47,2023-01-28,0,2,0.0,0.0,0.0
DC10,DC51,DC10->DC51,2023-01-28,0,1,0.0,0.0,0.0
DC10,DC59,DC10->DC59,2023-01-28,0,32,0.0,0.0,0.0
DC10,DC60,DC10->DC60,2023-01-28,0,59,0.0,0.0,0.0
DC10,DC61,DC10->DC61,2023-01-28,0,3,0.0,0.0,0.0
DC10,DC62,DC10->DC62,2023-01-28,10364,32318,0.0,10364.0,0.320688161396126
DC10,DC64,DC10->DC64,2023-01-28,0,12,0.0,0.0,0.0
DC10,DC65,DC10->DC65,2023-01-28,0,19,0.0,0.0,0.0
DC10,DC67,DC10->DC67,2023-01-28,0,20,0.0,0.0,0.0
DC10,DC70,DC10->DC70,2023-01-28,361,3842,0.0,361.0,0.09396147839666841
DC10,DC73,DC10->DC73,2023-01-28,0,4,0.0,0.0,0.0
DC10,DC76,DC10->DC76,2023-01-28,0,8,0.0,0.0,0.0
DC10,DC78,DC10->DC78,2023-01-28,0,5,0.0,0.0,0.0
DC10,DC8,DC10->DC8,2023-01-28,762,57645,0.0,762.0,0.013218839448347645
DC10,DC80,DC10->DC80,2023-01-28,0,1,0.0,0.0,0.0
DC10,DC9,DC10->DC9,2023-01-28,0,15457,5449.0,5449.0,0.35252636345992105
DC11,DC10,DC11->DC10,2023-01-28,0,9190,0.0,0.0,0.0
DC11,DC14,DC11->DC14,2023-01-28,0,2947,0.0,0.0,0.0
DC11,DC22,DC11->DC22,2023-01-28,0,2,0.0,0.0,0.0
DC11,DC3,DC11->DC3,2023-01-28,0,1920,0.0,0.0,0.0
DC11,DC9,DC11->DC9,2023-01-28,0,99,0.0,0.0,0.0
DC12,DC10,DC12->DC10,2023-01-28,0,32,0.0,0.0,0.0
DC12,DC14,DC12->DC14,2023-01-28,0,48,0.0,0.0,0.0
DC12,DC23,DC12->DC23,2023-01-28,0,11,0.0,0.0,0.0
DC12,DC3,DC12->DC3,2023-01-28,0,21,0.0,0.0,0.0
DC12,DC32,DC12->DC32,2023-01-28,0,58,0.0,0.0,0.0
DC12,DC35,DC12->DC35,2023-01-28,0,548,0.0,0.0,0.0
DC12,DC36,DC12->DC36,2023-01-28,0,35,0.0,0.0,0.0
DC12,DC38,DC12->DC38,2023-01-28,0,9,0.0,0.0,0.0
DC12,DC40,DC12->DC40,2023-01-28,0,66,0.0,0.0,0.0
DC12,DC67,DC12->DC67,2023-01-28,0,9,0.0,0.0,0.0
DC12,DC9,DC12->DC9,2023-01-28,0,71,0.0,0.0,0.0
DC13,DC10,DC13->DC10,2023-01-28,0,400,0.0,0.0,0.0
DC13,DC14,DC13->DC14,2023-01-28,0,73,0.0,0.0,0.0
DC13,DC15,DC13->DC15,2023-01-28,0,2,0.0,0.0,0.0
DC13,DC3,DC13->DC3,2023-01-28,0,106,0.0,0.0,0.0
DC13,DC4,DC13->DC4,2023-01-28,0,437,0.0,0.0,0.0
DC13,DC62,DC13->DC62,2023-01-28,0,62,0.0,0.0,0.0
DC13,DC8,DC13->DC8,2023-01-28,0,7,0.0,0.0,0.0
DC13,DC9,DC13->DC9,2023-01-28,0,25,0.0,0.0,0.0
DC14,DC10,DC14->DC10,2023-01-28,26686,130118,0.0,26686.0,0.20509076376827187
DC14,DC11,DC14->DC11,2023-01-28,0,1,0.0,0.0,0.0
DC14,DC12,DC14->DC12,2023-01-28,0,6525,0.0,0.0,0.0
DC14,DC13,DC14->DC13,2023-01-28,0,6,0.0,0.0,0.0
DC14,DC17,DC14->DC17,2023-01-28,0,5,0.0,0.0,0.0
DC14,DC19,DC14->DC19,2023-01-28,0,2,0.0,0.0,0.0
DC14,DC20,DC14->DC20,2023-01-28,0,15,0.0,0.0,0.0
DC14,DC21,DC14->DC21,2023-01-28,0,17,0.0,0.0,0.0
DC14,DC22,DC14->DC22,2023-01-28,0,9,0.0,0.0,0.0
DC14,DC23,DC14->DC23,2023-01-28,0,57,0.0,0.0,0.0
DC14,DC25,DC14->DC25,2023-01-28,0,5,0.0,0.0,0.0
DC14,DC3,DC14->DC3,2023-01-28,2,98905,0.0,2.0,2.0221424599363026e-05
DC14,DC30,DC14->DC30,2023-01-28,0,7,0.0,0.0,0.0
DC14,DC32,DC14->DC32,2023-01-28,0,57,0.0,0.0,0.0
DC14,DC33,DC14->DC33,2023-01-28,0,27,0.0,0.0,0.0
DC14,DC34,DC14->DC34,2023-01-28,0,116,0.0,0.0,0.0
DC14,DC35,DC14->DC35,2023-01-28,215,16350,0.0,215.0,0.013149847094801223
DC14,DC36,DC14->DC36,2023-01-28,0,9,0.0,0.0,0.0
DC14,DC38,DC14->DC38,2023-01-28,0,2,0.0,0.0,0.0
DC14,DC4,DC14->DC4,2023-01-28,197,172448,0.0,197.0,0.0011423733531267396
DC14,DC40,DC14->DC40,2023-01-28,0,7135,0.0,0.0,0.0
DC14,DC43,DC14->DC43,2023-01-28,0,4,0.0,0.0,0.0
DC14,DC61,DC14->DC61,2023-01-28,0,10,0.0,0.0,0.0
DC14,DC62,DC14->DC62,2023-01-28,21209,124891,12309.0,33518.0,0.26837802563835667
DC14,DC64,DC14->DC64,2023-01-28,0,45,0.0,0.0,0.0
DC14,DC65,DC14->DC65,2023-01-28,0,121,0.0,0.0,0.0
DC14,DC67,DC14->DC67,2023-01-28,0,2,0.0,0.0,0.0
DC14,DC70,DC14->DC70,2023-01-28,160,9442,0.0,160.0,0.016945562380851514
DC14,DC76,DC14->DC76,2023-01-28,0,2,0.0,0.0,0.0
DC14,DC78,DC14->DC78,2023-01-28,0,4,0.0,0.0,0.0
DC14,DC8,DC14->DC8,2023-01-28,107542,505833,0.0,107542.0,0.21260376448353507
DC14,DC81,DC14->DC81,2023-01-28,0,297,0.0,0.0,0.0
DC14,DC9,DC14->DC9,2023-01-28,0,439995,0.0,0.0,0.0
DC15,DC10,DC15->DC10,2023-01-28,5690,29502,0.0,5690.0,0.19286828011660226
DC15,DC12,DC15->DC12,2023-01-28,0,393,0.0,0.0,0.0
DC15,DC13,DC15->DC13,2023-01-28,0,2,0.0,0.0,0.0
DC15,DC14,DC15->DC14,2023-01-28,5338,20046,1862.0,7200.0,0.35917390002993116
DC15,DC3,DC15->DC3,2023-01-28,0,10570,0.0,0.0,0.0
DC15,DC32,DC15->DC32,2023-01-28,0,224,0.0,0.0,0.0
DC15,DC33,DC15->DC33,2023-01-28,0,56,0.0,0.0,0.0
DC15,DC34,DC15->DC34,2023-01-28,0,6,0.0,0.0,0.0
DC15,DC35,DC15->DC35,2023-01-28,13,951,0.0,13.0,0.013669821240799159
DC15,DC4,DC15->DC4,2023-01-28,24,50163,0.0,24.0,0.0004784402846719694
DC15,DC40,DC15->DC40,2023-01-28,0,220,0.0,0.0,0.0
DC15,DC62,DC15->DC62,2023-01-28,5841,86858,0.0,5841.0,0.06724769163462202
DC15,DC64,DC15->DC64,2023-01-28,0,22,0.0,0.0,0.0
DC15,DC65,DC15->DC65,2023-01-28,0,31,0.0,0.0,0.0
DC15,DC70,DC15->DC70,2023-01-28,23,499,0.0,23.0,0.04609218436873747
DC15,DC8,DC15->DC8,2023-01-28,16490,62804,0.0,16490.0,0.2625628940831794
DC15,DC81,DC15->DC81,2023-01-28,0,17,0.0,0.0,0.0
DC15,DC9,DC15->DC9,2023-01-28,0,80194,0.0,0.0,0.0
DC16,DC10,DC16->DC10,2023-01-28,0,12672,0.0,0.0,0.0
DC16,DC14,DC16->DC14,2023-01-28,0,7817,0.0,0.0,0.0
DC16,DC35,DC16->DC35,2023-01-28,0,3837,0.0,0.0,0.0
DC16,DC4,DC16->DC4,2023-01-28,0,13017,0.0,0.0,0.0
DC16,DC62,DC16->DC62,2023-01-28,0,2,0.0,0.0,0.0
DC16,DC70,DC16->DC70,2023-01-28,0,297,0.0,0.0,0.0
DC16,DC8,DC16->DC8,2023-01-28,0,37,0.0,0.0,0.0
DC17,DC10,DC17->DC10,2023-01-28,15902,235018,0.0,15902.0,0.06766290241598516
DC17,DC12,DC17->DC12,2023-01-28,0,2032,0.0,0.0,0.0
DC17,DC14,DC17->DC14,2023-01-28,9402,62548,6539.0,15941.0,0.2548602673147023
DC17,DC20,DC17->DC20,2023-01-28,0,1,0.0,0.0,0.0
DC17,DC29,DC17->DC29,2023-01-28,0,9,0.0,0.0,0.0
DC17,DC3,DC17->DC3,2023-01-28,0,50008,0.0,0.0,0.0
DC17,DC32,DC17->DC32,2023-01-28,0,17,0.0,0.0,0.0
DC17,DC34,DC17->DC34,2023-01-28,0,27,0.0,0.0,0.0
DC17,DC35,DC17->DC35,2023-01-28,91,10831,0.0,91.0,0.008401809620533654
DC17,DC4,DC17->DC4,2023-01-28,33920,245699,0.0,33920.0,0.1380550999393567
DC17,DC40,DC17->DC40,2023-01-28,0,1332,0.0,0.0,0.0
DC17,DC61,DC17->DC61,2023-01-28,0,2,0.0,0.0,0.0
DC17,DC62,DC17->DC62,2023-01-28,10502,58564,0.0,10502.0,0.17932518270609932
DC17,DC64,DC17->DC64,2023-01-28,0,10,0.0,0.0,0.0
DC17,DC65,DC17->DC65,2023-01-28,0,2,0.0,0.0,0.0
DC17,DC70,DC17->DC70,2023-01-28,94,3561,0.0,94.0,0.02639707947205841
DC17,DC8,DC17->DC8,2023-01-28,102,64262,0.0,102.0,0.0015872521863620802
DC17,DC81,DC17->DC81,2023-01-28,0,113,0.0,0.0,0.0
DC17,DC9,DC17->DC9,2023-01-28,0,1205,0.0,0.0,0.0
DC18,DC10,DC18->DC10,2023-01-28,0,27506,0.0,0.0,0.0
DC18,DC14,DC18->DC14,2023-01-28,0,15975,0.0,0.0,0.0
DC18,DC23,DC18->DC23,2023-01-28,0,4,0.0,0.0,0.0
DC18,DC4,DC18->DC4,2023-01-28,0,43771,0.0,0.0,0.0
DC18,DC62,DC18->DC62,2023-01-28,0,9843,0.0,0.0,0.0
DC18,DC8,DC18->DC8,2023-01-28,0,135,0.0,0.0,0.0
DC19,DC10,DC19->DC10,2023-01-28,9699,161384,0.0,9699.0,0.06009889456203837
DC19,DC12,DC19->DC12,2023-01-28,0,54761,0.0,0.0,0.0
DC19,DC14,DC19->DC14,2023-01-28,9865,62233,0.0,9865.0,0.15851718541609758
DC19,DC20,DC19->DC20,2023-01-28,0,2,0.0,0.0,0.0
DC19,DC3,DC19->DC3,2023-01-28,0,48217,0.0,0.0,0.0
DC19,DC32,DC19->DC32,2023-01-28,0,376,0.0,0.0,0.0
DC19,DC34,DC19->DC34,2023-01-28,0,4,0.0,0.0,0.0
DC19,DC35,DC19->DC35,2023-01-28,207,26184,0.0,207.0,0.007905591200733272
DC19,DC36,DC19->DC36,2023-01-28,0,3,0.0,0.0,0.0
DC19,DC4,DC19->DC4,2023-01-28,34391,248759,0.0,34391.0,0.13825027436193263
DC19,DC40,DC19->DC40,2023-01-28,0,9969,0.0,0.0,0.0
DC19,DC62,DC19->DC62,2023-01-28,9830,65493,3333.0,13163.0,0.20098331119356266
DC19,DC64,DC19->DC64,2023-01-28,0,15,0.0,0.0,0.0
DC19,DC65,DC19->DC65,2023-01-28,0,9577,0.0,0.0,0.0
DC19,DC70,DC19->DC70,2023-01-28,155,13506,0.0,155.0,0.011476380867762476
DC19,DC8,DC19->DC8,2023-01-28,105,67105,0.0,105.0,0.0015647120184785039
DC19,DC81,DC19->DC81,2023-01-28,0,1202,0.0,0.0,0.0
DC19,DC9,DC19->DC9,2023-01-28,0,918,0.0,0.0,0.0
DC2,DC10,DC2->DC10,2023-01-28,0,41,0.0,0.0,0.0
DC2,DC14,DC2->DC14,2023-01-28,0,34,0.0,0.0,0.0
DC2,DC3,DC2->DC3,2023-01-28,0,30,0.0,0.0,0.0
DC2,DC4,DC2->DC4,2023-01-28,0,106,0.0,0.0,0.0
DC2,DC62,DC2->DC62,2023-01-28,0,29,0.0,0.0,0.0
DC2,DC8,DC2->DC8,2023-01-28,0,62,0.0,0.0,0.0
DC2,DC9,DC2->DC9,2023-01-28,0,164,0.0,0.0,0.0
DC20,DC10,DC20->DC10,2023-01-28,10254,130546,0.0,10254.0,0.07854702556953104
DC20,DC12,DC20->DC12,2023-01-28,0,4561,0.0,0.0,0.0
DC20,DC14,DC20->DC14,2023-01-28,5874,30502,5388.0,11262.0,0.36922169038095864
DC20,DC3,DC20->DC3,2023-01-28,0,14978,0.0,0.0,0.0
DC20,DC32,DC20->DC32,2023-01-28,0,111,0.0,0.0,0.0
DC20,DC33,DC20->DC33,2023-01-28,0,4,0.0,0.0,0.0
DC20,DC34,DC20->DC34,2023-01-28,0,4,0.0,0.0,0.0
DC20,DC35,DC20->DC35,2023-01-28,9,13082,0.0,9.0,0.0006879682005809509
DC20,DC4,DC20->DC4,2023-01-28,16155,121795,0.0,16155.0,0.13264091300956526
DC20,DC40,DC20->DC40,2023-01-28,0,460,0.0,0.0,0.0
DC20,DC62,DC20->DC62,2023-01-28,6904,32057,0.0,6904.0,0.21536637863805097
DC20,DC64,DC20->DC64,2023-01-28,0,2,0.0,0.0,0.0
DC20,DC65,DC20->DC65,2023-01-28,0,2,0.0,0.0,0.0
DC20,DC70,DC20->DC70,2023-01-28,13,7097,0.0,13.0,0.0018317598985486826
DC20,DC76,DC20->DC76,2023-01-28,0,3,0.0,0.0,0.0
DC20,DC8,DC20->DC8,2023-01-28,63,51548,0.0,63.0,0.0012221618685497012
DC20,DC81,DC20->DC81,2023-01-28,0,63,0.0,0.0,0.0
DC20,DC9,DC20->DC9,2023-01-28,0,857,0.0,0.0,0.0
DC21,DC10,DC21->DC10,2023-01-28,0,116981,0.0,0.0,0.0
DC21,DC12,DC21->DC12,2023-01-28,0,1767,0.0,0.0,0.0
DC21,DC14,DC21->DC14,2023-01-28,0,32070,0.0,0.0,0.0
DC21,DC20,DC21->DC20,2023-01-28,0,3,0.0,0.0,0.0
DC21,DC3,DC21->DC3,2023-01-28,0,19506,0.0,0.0,0.0
DC21,DC32,DC21->DC32,2023-01-28,0,40,0.0,0.0,0.0
DC21,DC33,DC21->DC33,2023-01-28,0,3,0.0,0.0,0.0
DC21,DC34,DC21->DC34,2023-01-28,0,4,0.0,0.0,0.0
DC21,DC35,DC21->DC35,2023-01-28,0,6143,0.0,0.0,0.0
DC21,DC4,DC21->DC4,2023-01-28,0,130684,0.0,0.0,0.0
DC21,DC40,DC21->DC40,2023-01-28,0,430,0.0,0.0,0.0
DC21,DC62,DC21->DC62,2023-01-28,0,32645,0.0,0.0,0.0
DC21,DC70,DC21->DC70,2023-01-28,0,3085,0.0,0.0,0.0
DC21,DC76,DC21->DC76,2023-01-28,0,13,0.0,0.0,0.0
DC21,DC8,DC21->DC8,2023-01-28,0,512,0.0,0.0,0.0
DC21,DC81,DC21->DC81,2023-01-28,0,111,0.0,0.0,0.0
DC21,DC9,DC21->DC9,2023-01-28,0,941,0.0,0.0,0.0
DC22,DC10,DC22->DC10,2023-01-28,7300,235177,0.0,7300.0,0.031040450384178724
DC22,DC12,DC22->DC12,2023-01-28,0,13984,0.0,0.0,0.0
DC22,DC13,DC22->DC13,2023-01-28,0,1,0.0,0.0,0.0
DC22,DC14,DC22->DC14,2023-01-28,7199,65525,0.0,7199.0,0.1098664631819916
DC22,DC20,DC22->DC20,2023-01-28,0,2,0.0,0.0,0.0
DC22,DC21,DC22->DC21,2023-01-28,0,3,0.0,0.0,0.0
DC22,DC3,DC22->DC3,2023-01-28,5,29865,4847.0,4852.0,0.1624644232379039
DC22,DC32,DC22->DC32,2023-01-28,0,444,0.0,0.0,0.0
DC22,DC34,DC22->DC34,2023-01-28,0,7,0.0,0.0,0.0
DC22,DC35,DC22->DC35,2023-01-28,747,101949,0.0,747.0,0.0073271930082688405
DC22,DC4,DC22->DC4,2023-01-28,33071,236073,0.0,33071.0,0.1400880236198125
DC22,DC40,DC22->DC40,2023-01-28,0,5427,0.0,0.0,0.0
DC22,DC62,DC22->DC62,2023-01-28,9830,60403,0.0,9830.0,0.1627402612453024
DC22,DC64,DC22->DC64,2023-01-28,0,41048,0.0,0.0,0.0
DC22,DC65,DC22->DC65,2023-01-28,0,17537,0.0,0.0,0.0
DC22,DC70,DC22->DC70,2023-01-28,830,16266,0.0,830.0,0.05102668142136973
DC22,DC76,DC22->DC76,2023-01-28,0,9,0.0,0.0,0.0
DC22,DC8,DC22->DC8,2023-01-28,98,29845,0.0,98.0,0.003283632099179092
DC22,DC81,DC22->DC81,2023-01-28,0,1290,0.0,0.0,0.0
DC22,DC9,DC22->DC9,2023-01-28,0,885,0.0,0.0,0.0
DC23,DC10,DC23->DC10,2023-01-28,11168,201943,0.0,11168.0,0.055302733939775084
DC23,DC12,DC23->DC12,2023-01-28,0,15956,0.0,0.0,0.0
DC23,DC14,DC23->DC14,2023-01-28,7972,32755,0.0,7972.0,0.2433826896656999
DC23,DC18,DC23->DC18,2023-01-28,0,55,0.0,0.0,0.0
DC23,DC20,DC23->DC20,2023-01-28,0,1,0.0,0.0,0.0
DC23,DC29,DC23->DC29,2023-01-28,0,11,0.0,0.0,0.0
DC23,DC3,DC23->DC3,2023-01-28,4,52355,0.0,4.0,7.640148982905167e-05
DC23,DC32,DC23->DC32,2023-01-28,0,604,0.0,0.0,0.0
DC23,DC34,DC23->DC34,2023-01-28,0,27,0.0,0.0,0.0
DC23,DC35,DC23->DC35,2023-01-28,1290,62887,0.0,1290.0,0.020512983605514654
DC23,DC36,DC23->DC36,2023-01-28,0,2,0.0,0.0,0.0
DC23,DC4,DC23->DC4,2023-01-28,50270,204894,0.0,50270.0,0.24534637422276884
DC23,DC40,DC23->DC40,2023-01-28,0,6623,0.0,0.0,0.0
DC23,DC6,DC23->DC6,2023-01-28,0,8,0.0,0.0,0.0
DC23,DC62,DC23->DC62,2023-01-28,12233,58889,5797.0,18030.0,0.3061692336429554
DC23,DC64,DC23->DC64,2023-01-28,0,49704,0.0,0.0,0.0
DC23,DC65,DC23->DC65,2023-01-28,0,24741,0.0,0.0,0.0
DC23,DC70,DC23->DC70,2023-01-28,2086,32263,0.0,2086.0,0.06465610761553482
DC23,DC8,DC23->DC8,2023-01-28,100,30936,0.0,100.0,0.0032324799586242567
DC23,DC81,DC23->DC81,2023-01-28,0,2581,0.0,0.0,0.0
DC23,DC9,DC23->DC9,2023-01-28,0,2667,0.0,0.0,0.0
DC24,DC10,DC24->DC10,2023-01-28,0,10,0.0,0.0,0.0
DC24,DC14,DC24->DC14,2023-01-28,0,5,0.0,0.0,0.0
