日期,平均流量_m3s,最大流量_m3s,平均含沙量_kgm3,最大含沙量_kgm3,含沙观测数
2020-06-04,965.6666666666666,999,3.0,3.0,1
2020-06-05,937.0,964,2.94,2.94,1
2020-06-06,857.0,905,2.74,2.74,1
2020-06-07,828.8333333333334,834,2.25,2.25,1
2020-06-08,808.0,833,2.33,2.33,1
2020-06-09,812.1666666666666,848,2.51,2.51,1
2020-06-10,828.6666666666666,836,1.91,1.91,1
2020-06-11,826.8333333333334,836,2.14,2.14,1
2020-06-12,885.1818181818181,974,2.77,3.12,3
2020-06-13,904.3333333333334,919,2.77,2.77,1
2020-06-14,907.7142857142857,960,3.47,3.47,1
2020-06-15,1028.5714285714287,1160,3.8,3.8,1
2020-06-16,1227.142857142857,1380,4.56,4.56,1
2020-06-17,1532.5,1700,7.51,7.51,1
2020-06-18,1886.25,2050,11.0,11.0,1
2020-06-19,1932.0,2060,9.46,9.46,1
2020-06-20,1788.75,1800,8.22,8.22,1
2020-06-21,1780.0,1800,8.21,8.21,1
2020-06-22,1790.0,1800,7.97,7.97,1
2020-06-23,1826.6666666666667,1850,8.36,8.36,1
2020-06-24,1856.6666666666667,1870,8.73,8.73,1
2020-06-25,1865.7142857142858,1910,7.33,7.33,1
2020-06-26,2552.0833333333335,3090,8.82,8.82,1
2020-06-27,3550.4166666666665,3900,11.4,11.4,1
2020-06-28,4133.333333333333,4280,7.915,8.24,2
2020-06-29,4372.5,4480,7.1,7.1,1
2020-06-30,4708.75,4970,6.86,6.86,1
2020-07-01,4713.636363636364,4850,5.35,5.35,1
2020-07-02,4556.666666666667,4660,5.49,5.49,1
2020-07-03,4336.666666666667,4430,7.17,7.17,1
2020-07-04,4167.5,4230,5.82,5.82,1
2020-07-05,4121.666666666667,4210,7.94,7.94,1
2020-07-06,4224.166666666667,4260,6.12,6.12,1
2020-07-07,4205.0,4300,7.4,7.4,1
2020-07-08,3619.5,4050,8.54,8.54,1
2020-07-09,2985.625,3170,11.9,11.9,1
2020-07-10,2678.5714285714284,2720,16.7,18.2,3
2020-07-11,2595.0,2650,24.3,25.7,3
2020-07-12,2334.6153846153848,2540,22.233333333333334,22.5,3
2020-07-13,1875.8333333333333,2020,16.2,16.2,1
2020-07-14,1730.8333333333333,1750,14.833333333333334,14.9,3
2020-07-15,1908.3333333333333,2070,14.8,14.8,1
2020-07-16,2018.3333333333333,2070,12.3,12.3,1
2020-07-17,1880.0,1900,12.4,12.4,1
2020-07-18,1935.8333333333333,2010,9.99,9.99,1
2020-07-19,2033.3333333333333,2060,11.1,11.1,1
2020-07-20,2015.0,2030,9.0,9.0,1
2020-07-21,2030.0,2070,10.1,10.1,1
2020-07-22,2140.0,2240,9.1,9.1,1
2020-07-23,2293.3333333333335,2360,10.3,10.3,1
2020-07-24,2446.25,2520,10.666666666666666,11.2,3
2020-07-25,2865.0,3280,10.7,10.7,1
2020-07-26,2940.0,3360,16.233333333333334,16.9,3
2020-07-27,2042.0833333333333,2360,23.919999999999998,25.8,5
2020-07-28,2128.5714285714284,2300,23.425,23.9,4
2020-07-29,2396.153846153846,2500,17.166666666666668,17.5,3
2020-07-30,2614.1666666666665,2810,19.0,19.0,1
2020-07-31,2918.3333333333335,2980,19.9,19.9,1
2020-08-01,2641.6666666666665,2820,17.8,17.8,1
2020-08-02,2566.6666666666665,2600,16.7,16.7,1
2020-08-03,2603.3333333333335,2630,16.8,16.8,1
2020-08-04,2500.0,2600,15.5,15.5,1
2020-08-05,2657.5,2740,20.2,20.2,1
2020-08-06,2823.3333333333335,2920,14.2,14.2,1
2020-08-07,2870.0,2920,12.3,12.3,1
2020-08-08,2376.0,2850,12.0,12.1,2
2020-08-09,1771.111111111111,1940,10.3,10.3,1
2020-08-10,2031.4285714285713,2050,10.8,10.8,1
2020-08-11,2123.3333333333335,2200,15.0,15.0,1
2020-08-12,2145.0,2230,21.3,21.3,1
2020-08-13,2152.5,2250,20.7,20.7,1
2020-08-14,2480.0,2620,26.0,27.1,2
2020-08-15,3020.769230769231,3390,17.7,19.8,3
2020-08-16,3258.3333333333335,3430,17.9,17.9,1
2020-08-17,2478.3333333333335,3000,12.8,12.8,1
2020-08-18,1893.3333333333333,1990,9.23,9.23,1
2020-08-19,1893.3333333333333,2040,10.7,10.7,1
2020-08-20,2115.0,2160,9.16,9.16,1
2020-08-21,2211.0,2350,14.2,14.2,1
2020-08-22,3094.5833333333335,3700,17.6,17.6,1
2020-08-23,4011.25,4230,17.9,17.9,1
2020-08-24,4279.166666666667,4320,13.1,13.1,1
2020-08-25,4213.333333333333,4330,11.0,11.0,1
2020-08-26,4069.1666666666665,4170,9.11,9.11,1
2020-08-27,4012.5,4080,8.26,8.26,1
2020-08-28,4000.8333333333335,4030,9.85,9.85,1
2020-08-29,4074.1666666666665,4120,9.12,9.12,1
2020-08-30,4056.6666666666665,4100,10.8,10.8,1
2020-08-31,4012.5,4050,12.4,12.4,1
2020-09-01,4108.461538461538,4170,12.5,12.5,1
2020-09-02,4040.0,4150,13.1,13.1,1
2020-09-03,3957.1428571428573,3980,13.5,13.5,1
2020-09-04,3925.714285714286,3950,11.2,11.2,1
2020-09-05,3848.0,3940,10.9,10.9,1
2020-09-06,3885.714285714286,3940,8.33,8.33,1
2020-09-07,3960.0,4020,7.82,7.82,1
2020-09-08,4041.6666666666665,4070,7.16,7.16,1
2020-09-09,3620.0,4050,7.26,7.26,1
2020-09-10,2447.1428571428573,2960,7.16,7.16,1
2020-09-11,1721.0,1870,5.95,5.95,1
2020-09-12,1518.3333333333333,1620,5.28,5.28,1
2020-09-13,1585.7142857142858,1720,4.1,4.1,1
2020-09-14,1705.0,1730,4.91,4.91,1
2020-09-15,1658.3333333333333,1660,4.67,4.67,1
2020-09-16,1670.0,1730,4.73,4.73,1
2020-09-17,1697.142857142857,1710,4.395,4.64,2
2020-09-18,1645.7142857142858,1680,6.51,6.51,1
2020-09-19,1636.6666666666667,1660,4.7,4.7,1
2020-09-20,1688.3333333333333,1720,5.19,5.19,1
2020-09-21,1721.6666666666667,1740,4.74,4.74,1
2020-09-22,1681.6666666666667,1710,4.27,4.27,1
2020-09-23,1666.6666666666667,1710,4.22,4.22,1
2020-09-24,1578.3333333333333,1630,4.21,4.21,1
2020-09-25,1563.3333333333333,1590,3.77,3.77,1
2020-09-26,1550.0,1580,4.38,4.91,3
2020-09-27,1573.3333333333333,1580,4.5,4.5,1
2020-09-28,1556.6666666666667,1580,4.47,4.47,1
2020-09-29,1548.3333333333333,1560,4.11,4.11,1
2020-09-30,1518.5714285714287,1530,5.22,5.22,1
2020-10-01,1508.3333333333333,1530,4.19,4.19,1
2020-10-02,1471.6666666666667,1490,4.2,4.2,1
2020-10-03,1471.6666666666667,1500,3.71,3.71,1
2020-10-04,1940.8333333333333,2270,7.51,7.51,1
2020-10-05,2443.3333333333335,2490,10.1,10.1,1
2020-10-06,2498.75,2510,7.18,7.18,1
2020-10-07,2450.0,2510,5.47,5.47,1
2020-10-08,2430.0,2460,5.76,5.76,1
2020-10-09,2356.6666666666665,2390,6.46,6.46,1
2020-10-10,2363.3333333333335,2390,6.66,6.66,1
2020-10-11,2373.3333333333335,2390,6.28,6.28,1
2020-10-12,2375.0,2490,5.66,5.66,1
2020-10-13,1843.3333333333333,2120,4.93,4.93,1
2020-10-14,1576.6666666666667,1660,4.29,4.29,1
2020-10-15,1475.0,1510,5.3,5.3,1
2020-10-16,1435.0,1490,4.02,4.02,1
2020-10-17,1444.2857142857142,1460,4.35,4.46,2
2020-10-18,1316.6666666666667,1390,3.81,3.81,1
2020-10-19,1218.3333333333333,1270,3.77,3.77,1
2020-10-20,1123.3333333333333,1150,2.78,2.78,1
2020-10-21,1101.6666666666667,1110,3.18,3.18,1
2020-10-22,1071.6666666666667,1110,2.91,2.91,1
2020-10-23,980.8333333333334,1050,3.29,3.29,1
2020-10-24,890.3333333333334,902,2.32,2.32,1
2020-10-25,885.3333333333334,902,2.29,2.29,1
2020-10-26,879.3333333333334,892,1.94,1.94,1
2020-10-27,858.125,867,2.266666666666667,2.4,3
2020-10-28,836.3333333333334,858,2.15,2.15,1
2020-10-29,884.8333333333334,938,4.15,4.15,1
2020-10-30,800.6666666666666,815,2.85,2.85,1
2020-10-31,819.5,824,3.44,3.44,1
2020-11-01,806.1666666666666,815,2.84,2.84,1
2020-11-02,811.0,824,3.23,3.23,1
2020-11-03,781.4285714285714,815,2.47,2.47,1
2020-11-04,729.9230769230769,824,2.49,2.49,1
2020-11-05,730.6666666666666,815,,,0
2020-11-06,718.0,731,,,0
2020-11-07,661.3333333333334,741,1.77,1.77,1
2020-11-08,595.1111111111111,715,,,0
2020-11-09,628.6666666666666,687,,,0
2020-11-10,671.6666666666666,731,1.59,1.59,1
2020-11-11,654.5,687,,,0
2020-11-12,651.6666666666666,668,,,0
2020-11-13,645.3333333333334,653,1.44,1.44,1
2020-11-14,643.6666666666666,659,,,0
2020-11-15,646.5,653,,,0
2020-11-16,646.3333333333334,653,1.33,1.33,1
2020-11-17,645.5,653,,,0
2020-11-18,736.4285714285714,773,,,0
2020-11-19,641.7272727272727,765,,,0
2020-11-20,672.5,723,1.95,1.95,1
2020-11-21,670.0,749,,,0
2020-11-22,1217.1666666666667,1570,,,0
2020-11-23,1394.2857142857142,1580,5.74,5.74,1
2020-11-24,730.2857142857143,1040,,,0
2020-11-25,531.7142857142857,635,,,0
2020-11-26,503.57142857142856,568,,,0
2020-11-27,495.1666666666667,555,1.43,1.43,1
2020-11-28,533.5714285714286,648,,,0
2020-11-29,551.5,676,,,0
2020-11-30,1125.25,1380,4.69,4.69,1
2020-12-01,892.25,1220,,,0
2020-12-02,696.6363636363636,846,3.02,3.02,1
2020-12-03,636.1818181818181,728,,,0
2020-12-04,565.0,675,1.135,1.19,2
2020-12-05,635.7142857142857,685,,,0
2020-12-06,614.6666666666666,717,,,0
2020-12-07,610.8333333333334,675,,,0
2020-12-08,564.5,654,1.02,1.02,1
2020-12-09,474.3333333333333,523,,,0
2020-12-10,562.0,665,0.888,0.888,1
2020-12-11,549.4285714285714,646,,,0
2020-12-12,479.5,504,,,0
2020-12-13,378.8333333333333,442,,,0
2020-12-14,306.6666666666667,323,,,0
2020-12-15,285.57142857142856,289,0.7,0.7,1
2020-12-16,426.9,551,,,0
2020-12-17,683.6923076923077,840,1.05,1.05,1
2020-12-18,669.1538461538462,796,,,0
2020-12-19,672.5384615384615,807,,,0
2020-12-20,542.1538461538462,655,0.871,0.871,1
2020-12-21,550.375,674,,,0
2020-12-22,570.9166666666666,684,,,0
2020-12-23,529.5,637,,,0
2020-12-24,529.2222222222222,610,1.13,1.13,1
2020-12-25,491.3636363636364,628,1.2,1.2,1
2020-12-26,503.09090909090907,686,,,0
2020-12-27,591.0,710,0.899,0.899,1
2020-12-28,499.57142857142856,548,0.749,0.749,1
2020-12-29,576.0,663,1.12,1.12,1
2020-12-30,746.5,916,,,0
2020-12-31,634.4666666666667,929,1.745,2.12,2
2021-01-01,550.5454545454545,650,1.07375,1.37,4
2021-01-02,590.5454545454545,671,,,0
2021-01-03,541.0,629,1.42,1.42,1
2021-01-04,533.3333333333334,655,,,0
2021-01-05,449.8333333333333,481,,,0
2021-01-06,439.6666666666667,452,,,0
2021-01-07,400.5,430,,,0
2021-01-08,385.25,400,2.01,2.01,1
2021-01-09,396.0,407,,,0
2021-01-10,413.57142857142856,438,2.25,2.25,1
2021-01-11,428.5,443,,,0
2021-01-12,425.5,434,,,0
2021-01-13,430.6666666666667,434,,,0
2021-01-14,423.3333333333333,426,1.36,1.36,1
2021-01-15,410.1666666666667,414,,,0
2021-01-16,382.6666666666667,392,,,0
2021-01-17,353.0,362,,,0
2021-01-18,340.1666666666667,342,1.02,1.02,1
2021-01-19,339.0,344,,,0
2021-01-20,331.3333333333333,335,0.796,0.796,1
2021-01-21,332.3333333333333,335,,,0
2021-01-22,323.3333333333333,330,,,0
2021-01-23,319.0,322,,,0
2021-01-24,307.5,314,0.634,0.634,1
2021-01-25,281.6666666666667,288,,,0
2021-01-26,272.6666666666667,275,,,0
2021-01-27,268.5,272,,,0
2021-01-28,261.1666666666667,265,0.674,0.674,1
2021-01-29,252.42857142857142,255,,,0
2021-01-30,252.0,253,,,0
2021-01-31,248.5,251,0.284,0.284,1
2021-02-01,240.0,248,,,0
2021-02-02,237.66666666666666,240,,,0
2021-02-03,237.33333333333334,240,,,0
2021-02-04,233.33333333333334,236,,,0
2021-02-05,229.66666666666666,232,0.318,0.318,1
2021-02-06,225.0,228,,,0
2021-02-07,236.5,250,,,0
2021-02-08,275.0,294,,,0
2021-02-09,290.6666666666667,299,,,0
2021-02-10,318.5,325,0.324,0.324,1
2021-02-11,315.8333333333333,325,,,0
2021-02-12,322.6666666666667,342,,,0
2021-02-13,289.6666666666667,303,,,0
2021-02-14,282.3333333333333,299,,,0
2021-02-15,359.8333333333333,394,0.958,0.958,1
2021-02-16,437.1666666666667,465,,,0
2021-02-17,451.0,480,,,0
2021-02-18,476.0,513,,,0
2021-02-19,718.75,782,,,0
2021-02-20,693.6666666666666,753,2.57,2.57,1
2021-02-21,611.5,648,,,0
2021-02-22,608.6666666666666,706,1.21,1.21,1
2021-02-23,590.0,614,,,0
2021-02-24,599.5714285714286,622,,,0
2021-02-25,702.2222222222222,745,,,0
2021-02-26,741.875,870,2.6,2.6,1
2021-02-27,798.875,922,,,0
2021-02-28,802.25,844,3.74,3.74,1
2021-03-01,851.3636363636364,1060,,,0
2021-03-02,905.4444444444445,997,,,0
2021-03-03,889.8333333333334,931,3.93,3.93,1
2021-03-04,931.1666666666666,959,,,0
2021-03-05,1101.4285714285713,1140,,,0
2021-03-06,1005.5,1120,3.39,3.39,1
2021-03-07,1004.6666666666666,1030,,,0
2021-03-08,1014.1666666666666,1030,,,0
2021-03-09,965.0,969,,,0
2021-03-10,938.8333333333334,959,3.08,3.08,1
2021-03-11,929.5,940,,,0
2021-03-12,990.0,1140,,,0
2021-03-13,1187.142857142857,1300,4.95,4.95,1
2021-03-14,1376.6666666666667,1430,,,0
2021-03-15,1470.0,1490,7.71,7.71,1
2021-03-16,1331.6666666666667,1470,7.74,7.74,1
2021-03-17,1117.142857142857,1260,,,0
2021-03-18,1464.2857142857142,1590,,,0
2021-03-19,1605.0,1660,9.22,9.22,1
2021-03-20,1177.5,1380,4.57,4.57,1
2021-03-21,1108.5714285714287,1240,,,0
2021-03-22,1005.5714285714286,1100,,,0
2021-03-23,937.2,957,2.13,2.13,1
2021-03-24,911.0,920,,,0
2021-03-25,893.5,914,2.61,2.61,1
2021-03-26,861.3333333333334,873,,,0
2021-03-27,886.5,896,,,0
2021-03-28,854.3333333333334,862,1.96,1.96,1
2021-03-29,867.8333333333334,890,,,0
2021-03-30,851.6666666666666,862,,,0
2021-03-31,859.5,873,2.5,2.5,1
2021-04-01,858.1666666666666,879,,,0
2021-04-02,856.5,890,,,0
2021-04-03,899.0,1020,,,0
2021-04-04,905.0,954,2.58,2.58,1
2021-04-05,872.5,887,,,0
2021-04-06,875.6666666666666,899,3.29,3.29,1
2021-04-07,859.3333333333334,887,,,0
2021-04-08,849.0,868,,,0
2021-04-09,834.0,862,,,0
2021-04-10,826.8333333333334,844,2.12,2.12,1
2021-04-11,811.1666666666666,832,,,0
2021-04-12,803.5714285714286,813,,,0
2021-04-13,826.5,850,,,0
2021-04-14,811.3333333333334,826,2.81,2.81,1
2021-04-15,822.1428571428571,850,,,0
2021-04-16,794.5714285714286,807,2.09,2.24,3
2021-04-17,788.8333333333334,795,,,0
2021-04-18,794.3333333333334,801,,,0
2021-04-19,791.5,801,,,0
2021-04-20,795.5,807,2.12,2.12,1
2021-04-21,808.1666666666666,820,,,0
2021-04-22,827.8333333333334,838,,,0
2021-04-23,914.1428571428571,997,,,0
2021-04-24,1051.6666666666667,1070,2.66,2.66,1
2021-04-25,1161.4285714285713,1250,,,0
2021-04-26,1216.6666666666667,1240,,,0
2021-04-27,1295.5555555555557,1390,,,0
2021-04-28,1426.6666666666667,1480,4.47,4.47,1
2021-04-29,1475.0,1490,,,0
2021-04-30,1483.3333333333333,1500,5.1,5.1,1
2021-05-01,1441.6666666666667,1450,,,0
2021-05-02,1395.0,1440,4.76,4.76,1
2021-05-03,1443.3333333333333,1480,,,0
2021-05-04,1486.6666666666667,1500,6.45,6.45,1
2021-05-05,1505.0,1540,,,0
2021-05-06,1522.5,1570,5.88,5.88,1
2021-05-07,1535.7142857142858,1600,,,0
2021-05-08,1546.6666666666667,1560,4.76,4.76,1
2021-05-09,1536.6666666666667,1560,,,0
2021-05-10,1466.6666666666667,1500,4.28,4.28,1
2021-05-11,1476.6666666666667,1500,,,0
2021-05-12,1505.0,1540,4.23,4.23,1
2021-05-13,1518.3333333333333,1540,,,0
2021-05-14,1526.6666666666667,1570,4.22,4.22,1
2021-05-15,1548.3333333333333,1570,,,0
2021-05-16,1546.6666666666667,1600,,,0
2021-05-17,1594.2857142857142,1630,4.92,4.92,1
2021-05-18,1608.3333333333333,1640,,,0
2021-05-19,1581.6666666666667,1600,,,0
2021-05-20,1566.6666666666667,1600,5.19,5.19,1
2021-05-21,1560.0,1580,,,0
2021-05-22,1560.0,1600,3.59,3.62,2
2021-05-23,1535.0,1600,,,0
2021-05-24,1571.6666666666667,1640,4.05,4.05,1
2021-05-25,1516.6666666666667,1560,,,0
2021-05-26,1585.0,1610,4.78,4.78,1
2021-05-27,1586.6666666666667,1600,,,0
2021-05-28,1558.3333333333333,1600,3.68,3.68,1
2021-05-29,1570.0,1600,,,0
2021-05-30,1515.0,1530,,,0
2021-05-31,1538.3333333333333,1560,3.42,3.42,1
2021-06-01,1503.3333333333333,1530,3.29,3.29,1
2021-06-02,1501.6666666666667,1610,3.07,3.07,1
2021-06-03,1541.6666666666667,1630,3.73,3.73,1
2021-06-04,1481.6666666666667,1540,4.47,4.47,1
2021-06-05,1598.3333333333333,1630,3.75,3.75,1
2021-06-06,1556.6666666666667,1610,3.04,3.04,1
2021-06-07,1473.3333333333333,1500,3.37,3.37,1
2021-06-08,1411.6666666666667,1430,3.03,3.03,1
2021-06-09,1376.6666666666667,1400,3.4,3.4,1
2021-06-10,1368.3333333333333,1380,3.13,3.13,1
2021-06-11,1361.6666666666667,1380,3.22,3.22,1
2021-06-12,1415.0,1460,2.79,2.79,1
2021-06-13,1558.75,1620,3.95,3.95,1
2021-06-14,1749.1666666666667,1850,3.95,3.95,1
2021-06-15,1895.0,1910,4.83,4.83,1
2021-06-16,1955.0,1970,4.79,4.79,1
2021-06-17,1993.3333333333333,2040,4.18,4.18,1
2021-06-18,2090.0,2150,5.22,5.22,1
2021-06-19,2196.6666666666665,2240,4.32,4.32,1
2021-06-20,2233.3333333333335,2250,4.84,4.84,1
2021-06-21,2296.25,2350,4.85,4.85,1
2021-06-22,2506.6666666666665,2660,5.13,5.13,1
2021-06-23,2972.5,3200,4.67,4.67,1
2021-06-24,3527.0833333333335,3760,4.88,4.88,1
2021-06-25,3855.8333333333335,3990,5.27,5.27,1
2021-06-26,4045.8333333333335,4100,5.22,5.22,1
2021-06-27,4082.3076923076924,4110,5.215,5.52,2
2021-06-28,4132.5,4160,5.29,5.29,1
2021-06-29,4200.625,4230,5.81,5.81,1
2021-06-30,4207.692307692308,4240,5.27,5.27,1
2021-07-01,4149.166666666667,4200,4.39,4.39,1
2021-07-02,4078.3333333333335,4140,4.74,4.74,1
2021-07-03,4026.6666666666665,4050,4.53,4.53,1
2021-07-04,3933.846153846154,4000,4.72,4.72,1
2021-07-05,3249.0476190476193,3810,4.01,4.01,1
2021-07-06,2687.5,2780,4.57,4.57,1
2021-07-07,2627.5,2810,11.956,16.0,5
2021-07-08,2303.5,2420,45.1,46.8,8
2021-07-09,1897.857142857143,2220,23.375,29.0,4
2021-07-10,998.5833333333334,1300,6.59,6.59,1
2021-07-11,753.0833333333334,810,4.18,4.18,1
2021-07-12,723.625,734,4.1,4.1,1
2021-07-13,697.3333333333334,717,3.5,3.5,1
2021-07-14,835.4166666666666,1070,2.13,2.13,1
2021-07-15,1058.3333333333333,1080,2.83,2.83,1
2021-07-16,1038.3333333333333,1070,3.63,3.63,1
2021-07-17,950.3333333333334,989,3.02,3.02,1
2021-07-18,853.0,918,2.55,2.55,1
2021-07-19,689.0,739,1.62,1.62,1
2021-07-20,656.3333333333334,674,1.39,1.39,1
2021-07-21,1484.9583333333333,3090,4.85,4.85,1
2021-07-22,3713.75,4030,14.4,15.6,3
2021-07-23,2578.3333333333335,3200,15.2,15.2,1
2021-07-24,2182.222222222222,2220,6.33,6.33,1
2021-07-25,2167.5,2200,6.48,6.48,1
2021-07-26,2176.6666666666665,2200,3.88,3.88,1
2021-07-27,2038.3333333333333,2110,5.45,5.45,1
2021-07-28,1650.0,1870,4.31,4.31,1
2021-07-29,1272.5,1420,3.61,3.61,1
2021-07-30,1030.125,1100,3.02,3.02,1
2021-07-31,949.6666666666666,981,2.39,2.39,1
2021-08-01,868.0,897,2.38,2.38,1
2021-08-02,806.6666666666666,833,1.78,1.78,1
2021-08-03,777.0,782,1.16,1.16,1
2021-08-04,764.3333333333334,776,1.01,1.01,1
2021-08-05,744.1666666666666,750,1.33,1.33,1
2021-08-06,730.1666666666666,746,1.13,1.13,1
2021-08-07,721.0,727,1.16,1.16,1
2021-08-08,727.0,735,1.25,1.25,1
2021-08-09,703.6666666666666,715,1.28,1.28,1
2021-08-10,688.1666666666666,698,1.25,1.25,1
2021-08-11,677.8333333333334,684,1.14,1.14,1
2021-08-12,623.8333333333334,665,1.17,1.17,1
2021-08-13,544.3333333333334,574,1.08,1.08,1
2021-08-14,531.1666666666666,537,1.06,1.06,1
2021-08-15,594.0,639,1.11,1.11,1
2021-08-16,617.3333333333334,634,1.23,1.23,1
2021-08-17,557.5,586,0.969,0.969,1
2021-08-18,520.1666666666666,537,1.44,1.44,1
2021-08-19,505.6666666666667,509,0.905,0.905,1
2021-08-20,534.3333333333334,557,1.12,1.12,1
2021-08-21,503.8333333333333,518,1.1,1.1,1
2021-08-22,505.6666666666667,509,1.06,1.06,1
2021-08-23,515.1666666666666,528,1.09,1.09,1
2021-08-24,553.6666666666666,557,1.33,1.33,1
2021-08-25,588.5714285714286,631,0.951,0.953,2
2021-08-26,712.5,795,1.59,1.59,1
2021-08-27,761.1666666666666,805,1.85,1.85,1
2021-08-28,618.5,678,1.59,1.59,1
2021-08-29,538.8333333333334,566,1.19,1.19,1
2021-08-30,575.0,602,1.49,1.49,1
2021-08-31,735.5714285714286,834,2.01,2.01,1
2021-09-01,1122.9166666666667,1390,4.88,4.88,1
2021-09-02,1685.0,1870,6.56,6.56,1
2021-09-03,1933.75,1990,4.91,4.91,1
2021-09-04,2200.8333333333335,2330,5.08,5.08,1
2021-09-05,2133.3333333333335,2330,5.54,5.54,1
2021-09-06,1668.3333333333333,1850,3.26,3.26,1
2021-09-07,1426.6666666666667,1520,3.47,3.47,1
2021-09-08,1171.6666666666667,1270,2.96,2.96,1
2021-09-09,1130.0,1150,2.71,2.71,1
2021-09-10,1023.3333333333334,1110,1.92,1.92,1
2021-09-11,896.1428571428571,912,2.0,2.0,1
2021-09-12,829.1666666666666,866,1.87,1.87,1
2021-09-13,721.0,767,1.36,1.36,1
2021-09-14,666.0,676,1.16,1.16,1
2021-09-15,634.0,676,1.19,1.19,1
2021-09-16,551.1666666666666,591,1.17,1.17,1
2021-09-17,521.1666666666666,546,1.05,1.05,1
2021-09-18,594.0,670,1.36,1.36,1
2021-09-19,1082.4166666666667,1390,1.71,1.71,1
2021-09-20,1768.3333333333333,2030,4.4,4.4,1
2021-09-21,2730.8333333333335,3420,6.32,6.32,1
2021-09-22,3592.3529411764707,3680,6.86,6.86,1
2021-09-23,3393.3333333333335,3550,7.25,7.25,1
2021-09-24,3067.5,3370,4.42,4.42,1
2021-09-25,2629.1666666666665,2720,5.81,5.81,1
2021-09-26,2545.0,2590,4.33,4.33,1
2021-09-27,2544.285714285714,2570,5.765000000000001,5.82,2
2021-09-28,3153.157894736842,3700,6.13,6.13,1
2021-09-29,4285.833333333333,4750,7.04,7.04,1
2021-09-30,4818.333333333333,4840,6.43,6.43,1
2021-10-01,4750.0,4950,5.6,5.6,1
2021-10-02,4915.0,4970,10.4,10.4,1
2021-10-03,4919.2307692307695,4960,6.4,6.4,1
2021-10-04,4964.166666666667,4990,6.25,6.25,1
2021-10-05,4959.166666666667,4990,5.89,5.89,1
2021-10-06,4920.833333333333,4990,5.72,5.72,1
2021-10-07,4882.5,4910,6.67,6.67,1
2021-10-08,4845.833333333333,4870,5.97,5.97,1
2021-10-09,4840.0,4850,5.26,5.26,1
2021-10-10,4819.166666666667,4840,5.5,5.5,1
2021-10-11,4831.666666666667,4850,6.24,6.24,1
2021-10-12,4832.5,4860,8.26,8.26,1
2021-10-13,4830.0,4840,10.2,10.2,1
2021-10-14,4800.833333333333,4820,10.5,10.5,1
2021-10-15,4799.166666666667,4810,9.64,9.64,1
2021-10-16,4792.5,4810,6.15,6.15,1
2021-10-17,4804.166666666667,4820,5.98,5.98,1
2021-10-18,4762.5,4790,5.36,5.36,1
2021-10-19,4732.5,4790,5.63,5.63,1
2021-10-20,4775.0,4810,5.26,5.26,1
2021-10-21,4786.666666666667,4820,5.41,5.41,1
2021-10-22,4328.5,4710,5.32,5.32,1
2021-10-23,3192.5,3860,5.4,5.4,1
2021-10-24,2416.6666666666665,2690,3.72,3.72,1
2021-10-25,1989.1666666666667,2140,4.92,4.92,1
2021-10-26,1873.3333333333333,1910,3.4,3.4,1
2021-10-27,1821.25,1840,3.48,3.64,3
2021-10-28,1770.0,1790,2.52,2.52,1
2021-10-29,1740.0,1750,2.46,2.46,1
2021-10-30,1816.6666666666667,1940,2.2,2.2,1
2021-10-31,2192.5,2310,5.02,5.02,1
2021-11-01,2380.0,2420,4.35,4.35,1
2021-11-02,2206.0,2390,,,0
2021-11-03,1668.4615384615386,1890,,,0
2021-11-04,1734.1666666666667,1940,3.25,3.25,1
2021-11-05,2008.75,2060,,,0
2021-11-06,2143.3333333333335,2190,,,0
2021-11-07,2310.0,2370,4.18,4.18,1
2021-11-08,2386.6666666666665,2440,,,0
2021-11-09,2305.0,2330,,,0
2021-11-10,2231.6666666666665,2260,4.3,4.3,1
2021-11-11,2170.0,2210,,,0
2021-11-12,2110.0,2140,,,0
2021-11-13,2135.0,2180,3.86,3.86,1
2021-11-14,2163.3333333333335,2190,,,0
2021-11-15,2025.0,2130,,,0
2021-11-16,1730.0,1810,3.67,3.67,1
2021-11-17,1558.5714285714287,1650,,,0
2021-11-18,1616.6666666666667,1650,,,0
2021-11-19,1588.3333333333333,1650,2.83,2.86,2
2021-11-20,1456.6666666666667,1480,2.58,2.58,1
2021-11-21,1436.6666666666667,1450,,,0
2021-11-22,1390.0,1400,,,0
2021-11-23,1351.6666666666667,1370,,,0
2021-11-24,1365.0,1380,3.29,3.29,1
2021-11-25,1330.0,1360,,,0
2021-11-26,1368.3333333333333,1440,,,0
2021-11-27,1401.6666666666667,1440,3.11,3.11,1
2021-11-28,1401.6666666666667,1410,,,0
2021-11-29,1356.6666666666667,1370,,,0
2021-11-30,1335.0,1360,2.58,2.58,1
2021-12-01,1340.0,1360,3.32,3.32,1
2021-12-02,1307.7777777777778,1320,3.49,3.56,3
2021-12-03,1151.6666666666667,1270,,,0
2021-12-04,1062.3636363636363,1230,,,0
2021-12-05,947.1666666666666,974,1.54,1.54,1
2021-12-06,972.5,1170,,,0
2021-12-07,951.3333333333334,1160,,,0
2021-12-08,861.6666666666666,890,,,0
2021-12-09,843.1666666666666,858,1.31,1.31,1
2021-12-10,813.5,829,1.47,1.47,1
2021-12-11,858.0,901,,,0
2021-12-12,916.5,937,,,0
2021-12-13,913.1666666666666,937,,,0
