方案,日期,原线路,需求类型,替代场地1,替代场地2,替代线路,分流货量
min_changed_plus_0,2023-01-25,DC40->DC5,入DC5,DC40,DC62,DC40->DC62,9
min_changed_plus_0,2023-01-25,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,263
min_changed_plus_0,2023-01-25,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,745
min_changed_plus_0,2023-01-25,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2122
min_changed_plus_0,2023-01-25,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,913
min_changed_plus_0,2023-01-25,DC47->DC5,入DC5,DC47,DC4,DC47->DC4,1048
min_changed_plus_0,2023-01-25,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,934
min_changed_plus_0,2023-01-25,DC5->DC10,出DC5,DC8,DC10,DC8->DC10,102
min_changed_plus_0,2023-01-25,DC5->DC14,出DC5,DC59,DC14,DC59->DC14,54
min_changed_plus_0,2023-01-25,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1648
min_changed_plus_0,2023-01-25,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,44
min_changed_plus_0,2023-01-25,DC5->DC70,出DC5,DC22,DC70,DC22->DC70,6
min_changed_plus_0,2023-01-25,DC5->DC8,出DC5,DC48,DC8,DC48->DC8,6
min_changed_plus_0,2023-01-25,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,587
min_changed_plus_0,2023-01-25,DC51->DC5,入DC5,DC51,DC62,DC51->DC62,2171
min_changed_plus_0,2023-01-25,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,46
min_changed_plus_0,2023-01-25,DC53->DC5,入DC5,DC53,DC62,DC53->DC62,104
min_changed_plus_0,2023-01-25,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,20
min_changed_plus_0,2023-01-25,DC59->DC5,入DC5,DC59,DC14,DC59->DC14,108
min_changed_plus_0,2023-01-25,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,361
min_changed_plus_0,2023-01-25,DC62->DC5,入DC5,DC62,DC14,DC62->DC14,2197
min_changed_plus_0,2023-01-25,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,38
min_changed_plus_0,2023-01-25,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,4
min_changed_plus_0,2023-01-25,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,123
min_changed_plus_0,2023-01-25,DC71->DC5,入DC5,DC71,DC8,DC71->DC8,43
min_changed_plus_0,2023-01-25,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2096
min_changed_plus_0,2023-01-25,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7179
min_changed_plus_2,2023-01-25,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,4887
min_changed_plus_2,2023-01-25,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,12647
min_changed_plus_2,2023-01-25,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,1920
min_changed_plus_2,2023-01-25,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7113
min_changed_plus_2,2023-01-25,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3501
min_changed_plus_2,2023-01-25,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,4532
min_changed_plus_2,2023-01-25,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,4916
min_changed_plus_2,2023-01-25,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6981
min_changed_plus_2,2023-01-25,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,3918
min_changed_plus_2,2023-01-25,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,983
min_changed_plus_2,2023-01-25,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1790
min_changed_plus_2,2023-01-25,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1494
min_changed_plus_2,2023-01-25,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,966
min_changed_plus_2,2023-01-25,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,49
min_changed_plus_2,2023-01-25,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,8
min_changed_plus_2,2023-01-25,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,4585
min_changed_plus_2,2023-01-25,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,1974
min_changed_plus_2,2023-01-25,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,8
min_changed_plus_2,2023-01-25,DC40->DC5,入DC5,DC40,DC4,DC40->DC4,9
min_changed_plus_2,2023-01-25,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,263
min_changed_plus_2,2023-01-25,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,745
min_changed_plus_2,2023-01-25,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2122
min_changed_plus_2,2023-01-25,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,913
min_changed_plus_2,2023-01-25,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1048
min_changed_plus_2,2023-01-25,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,934
min_changed_plus_2,2023-01-25,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,102
min_changed_plus_2,2023-01-25,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,54
min_changed_plus_2,2023-01-25,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1648
min_changed_plus_2,2023-01-25,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,44
min_changed_plus_2,2023-01-25,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_2,2023-01-25,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_2,2023-01-25,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,587
min_changed_plus_2,2023-01-25,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2171
min_changed_plus_2,2023-01-25,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,46
min_changed_plus_2,2023-01-25,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,104
min_changed_plus_2,2023-01-25,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,20
min_changed_plus_2,2023-01-25,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,108
min_changed_plus_2,2023-01-25,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,361
min_changed_plus_2,2023-01-25,DC62->DC5,入DC5,DC62,DC14,DC62->DC14,2197
min_changed_plus_2,2023-01-25,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,38
min_changed_plus_2,2023-01-25,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,4
min_changed_plus_2,2023-01-25,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,123
min_changed_plus_2,2023-01-25,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,43
min_changed_plus_2,2023-01-25,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2096
min_changed_plus_2,2023-01-25,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7179
min_changed_plus_5,2023-01-25,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,4887
min_changed_plus_5,2023-01-25,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,12647
min_changed_plus_5,2023-01-25,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,1920
min_changed_plus_5,2023-01-25,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7113
min_changed_plus_5,2023-01-25,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3501
min_changed_plus_5,2023-01-25,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,4532
min_changed_plus_5,2023-01-25,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,4916
min_changed_plus_5,2023-01-25,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6981
min_changed_plus_5,2023-01-25,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,3918
min_changed_plus_5,2023-01-25,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,983
min_changed_plus_5,2023-01-25,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1790
min_changed_plus_5,2023-01-25,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1494
min_changed_plus_5,2023-01-25,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,966
min_changed_plus_5,2023-01-25,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,49
min_changed_plus_5,2023-01-25,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,8
min_changed_plus_5,2023-01-25,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,4585
min_changed_plus_5,2023-01-25,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,1974
min_changed_plus_5,2023-01-25,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,8
min_changed_plus_5,2023-01-25,DC40->DC5,入DC5,DC40,DC4,DC40->DC4,9
min_changed_plus_5,2023-01-25,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,263
min_changed_plus_5,2023-01-25,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,745
min_changed_plus_5,2023-01-25,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2122
min_changed_plus_5,2023-01-25,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,913
min_changed_plus_5,2023-01-25,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1048
min_changed_plus_5,2023-01-25,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,934
min_changed_plus_5,2023-01-25,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,102
min_changed_plus_5,2023-01-25,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,54
min_changed_plus_5,2023-01-25,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1648
min_changed_plus_5,2023-01-25,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,44
min_changed_plus_5,2023-01-25,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_5,2023-01-25,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_5,2023-01-25,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,587
min_changed_plus_5,2023-01-25,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2171
min_changed_plus_5,2023-01-25,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,46
min_changed_plus_5,2023-01-25,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,104
min_changed_plus_5,2023-01-25,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,20
min_changed_plus_5,2023-01-25,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,108
min_changed_plus_5,2023-01-25,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,361
min_changed_plus_5,2023-01-25,DC62->DC5,入DC5,DC62,DC14,DC62->DC14,2197
min_changed_plus_5,2023-01-25,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,38
min_changed_plus_5,2023-01-25,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,4
min_changed_plus_5,2023-01-25,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,123
min_changed_plus_5,2023-01-25,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,43
min_changed_plus_5,2023-01-25,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2096
min_changed_plus_5,2023-01-25,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7179
min_changed_plus_0,2023-01-26,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,6082
min_changed_plus_0,2023-01-26,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,12276
min_changed_plus_0,2023-01-26,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,1897
min_changed_plus_0,2023-01-26,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7223
min_changed_plus_0,2023-01-26,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3777
min_changed_plus_0,2023-01-26,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5400
min_changed_plus_0,2023-01-26,DC22->DC5,入DC5,DC22,DC70,DC22->DC70,4937
min_changed_plus_0,2023-01-26,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6475
min_changed_plus_0,2023-01-26,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4113
min_changed_plus_0,2023-01-26,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,949
min_changed_plus_0,2023-01-26,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1803
min_changed_plus_0,2023-01-26,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1686
min_changed_plus_0,2023-01-26,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,966
min_changed_plus_0,2023-01-26,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,63
min_changed_plus_0,2023-01-26,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,8
min_changed_plus_0,2023-01-26,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,5778
min_changed_plus_0,2023-01-26,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,1941
min_changed_plus_0,2023-01-26,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,9
min_changed_plus_0,2023-01-26,DC40->DC5,入DC5,DC40,DC62,DC40->DC62,8
min_changed_plus_0,2023-01-26,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,304
min_changed_plus_0,2023-01-26,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,824
min_changed_plus_0,2023-01-26,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2139
min_changed_plus_0,2023-01-26,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,917
min_changed_plus_0,2023-01-26,DC47->DC5,入DC5,DC47,DC4,DC47->DC4,1114
min_changed_plus_0,2023-01-26,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,903
min_changed_plus_0,2023-01-26,DC5->DC10,出DC5,DC8,DC10,DC8->DC10,104
min_changed_plus_0,2023-01-26,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,62
min_changed_plus_0,2023-01-26,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1577
min_changed_plus_0,2023-01-26,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,48
min_changed_plus_0,2023-01-26,DC5->DC70,出DC5,DC22,DC70,DC22->DC70,6
min_changed_plus_0,2023-01-26,DC5->DC8,出DC5,DC27,DC8,DC27->DC8,6
min_changed_plus_0,2023-01-26,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,783
min_changed_plus_0,2023-01-26,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2149
min_changed_plus_0,2023-01-26,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,57
min_changed_plus_0,2023-01-26,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,115
min_changed_plus_0,2023-01-26,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,25
min_changed_plus_0,2023-01-26,DC59->DC5,入DC5,DC59,DC14,DC59->DC14,117
min_changed_plus_0,2023-01-26,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,367
min_changed_plus_0,2023-01-26,DC62->DC5,入DC5,DC62,DC14,DC62->DC14,2751
min_changed_plus_0,2023-01-26,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,45
min_changed_plus_0,2023-01-26,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,5
min_changed_plus_0,2023-01-26,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,131
min_changed_plus_0,2023-01-26,DC71->DC5,入DC5,DC71,DC8,DC71->DC8,54
min_changed_plus_0,2023-01-26,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,1999
min_changed_plus_0,2023-01-26,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7111
min_changed_plus_2,2023-01-26,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,6082
min_changed_plus_2,2023-01-26,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,12276
min_changed_plus_2,2023-01-26,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,1897
min_changed_plus_2,2023-01-26,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7223
min_changed_plus_2,2023-01-26,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3777
min_changed_plus_2,2023-01-26,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5400
min_changed_plus_2,2023-01-26,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,4937
min_changed_plus_2,2023-01-26,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6475
min_changed_plus_2,2023-01-26,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4113
min_changed_plus_2,2023-01-26,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,949
min_changed_plus_2,2023-01-26,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1803
min_changed_plus_2,2023-01-26,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1686
min_changed_plus_2,2023-01-26,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,966
min_changed_plus_2,2023-01-26,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,63
min_changed_plus_2,2023-01-26,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,8
min_changed_plus_2,2023-01-26,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,5778
min_changed_plus_2,2023-01-26,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,1941
min_changed_plus_2,2023-01-26,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,9
min_changed_plus_2,2023-01-26,DC40->DC5,入DC5,DC40,DC4,DC40->DC4,8
min_changed_plus_2,2023-01-26,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,304
min_changed_plus_2,2023-01-26,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,824
min_changed_plus_2,2023-01-26,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2139
min_changed_plus_2,2023-01-26,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,917
min_changed_plus_2,2023-01-26,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1114
min_changed_plus_2,2023-01-26,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,903
min_changed_plus_2,2023-01-26,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,104
min_changed_plus_2,2023-01-26,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,62
min_changed_plus_2,2023-01-26,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1577
min_changed_plus_2,2023-01-26,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,48
min_changed_plus_2,2023-01-26,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_2,2023-01-26,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_2,2023-01-26,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,783
min_changed_plus_2,2023-01-26,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2149
min_changed_plus_2,2023-01-26,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,57
min_changed_plus_2,2023-01-26,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,115
min_changed_plus_2,2023-01-26,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,25
min_changed_plus_2,2023-01-26,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,117
min_changed_plus_2,2023-01-26,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,367
min_changed_plus_2,2023-01-26,DC62->DC5,入DC5,DC62,DC14,DC62->DC14,2751
min_changed_plus_2,2023-01-26,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,45
min_changed_plus_2,2023-01-26,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,5
min_changed_plus_2,2023-01-26,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,131
min_changed_plus_2,2023-01-26,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,54
min_changed_plus_2,2023-01-26,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,1999
min_changed_plus_2,2023-01-26,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7111
min_changed_plus_5,2023-01-26,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,6082
min_changed_plus_5,2023-01-26,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,12276
min_changed_plus_5,2023-01-26,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,1897
min_changed_plus_5,2023-01-26,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7223
min_changed_plus_5,2023-01-26,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3777
min_changed_plus_5,2023-01-26,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5400
min_changed_plus_5,2023-01-26,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,4937
min_changed_plus_5,2023-01-26,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6475
min_changed_plus_5,2023-01-26,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4113
min_changed_plus_5,2023-01-26,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,949
min_changed_plus_5,2023-01-26,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1803
min_changed_plus_5,2023-01-26,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1686
min_changed_plus_5,2023-01-26,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,966
min_changed_plus_5,2023-01-26,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,63
min_changed_plus_5,2023-01-26,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,8
min_changed_plus_5,2023-01-26,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,5778
min_changed_plus_5,2023-01-26,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,1941
min_changed_plus_5,2023-01-26,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,9
min_changed_plus_5,2023-01-26,DC40->DC5,入DC5,DC40,DC4,DC40->DC4,8
min_changed_plus_5,2023-01-26,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,304
min_changed_plus_5,2023-01-26,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,824
min_changed_plus_5,2023-01-26,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2139
min_changed_plus_5,2023-01-26,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,917
min_changed_plus_5,2023-01-26,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1114
min_changed_plus_5,2023-01-26,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,903
min_changed_plus_5,2023-01-26,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,104
min_changed_plus_5,2023-01-26,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,62
min_changed_plus_5,2023-01-26,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1577
min_changed_plus_5,2023-01-26,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,48
min_changed_plus_5,2023-01-26,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_5,2023-01-26,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_5,2023-01-26,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,783
min_changed_plus_5,2023-01-26,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2149
min_changed_plus_5,2023-01-26,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,57
min_changed_plus_5,2023-01-26,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,115
min_changed_plus_5,2023-01-26,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,25
min_changed_plus_5,2023-01-26,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,117
min_changed_plus_5,2023-01-26,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,367
min_changed_plus_5,2023-01-26,DC62->DC5,入DC5,DC62,DC14,DC62->DC14,2751
min_changed_plus_5,2023-01-26,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,45
min_changed_plus_5,2023-01-26,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,5
min_changed_plus_5,2023-01-26,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,131
min_changed_plus_5,2023-01-26,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,54
min_changed_plus_5,2023-01-26,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,1999
min_changed_plus_5,2023-01-26,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7111
min_changed_plus_0,2023-01-27,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,5706
min_changed_plus_0,2023-01-27,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,12109
min_changed_plus_0,2023-01-27,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,1902
min_changed_plus_0,2023-01-27,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7287
min_changed_plus_0,2023-01-27,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3347
min_changed_plus_0,2023-01-27,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5352
min_changed_plus_0,2023-01-27,DC22->DC5,入DC5,DC22,DC70,DC22->DC70,4863
min_changed_plus_0,2023-01-27,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6084
min_changed_plus_0,2023-01-27,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4097
min_changed_plus_0,2023-01-27,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,928
min_changed_plus_0,2023-01-27,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1673
min_changed_plus_0,2023-01-27,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1668
min_changed_plus_0,2023-01-27,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,994
min_changed_plus_0,2023-01-27,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,57
min_changed_plus_0,2023-01-27,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,8
min_changed_plus_0,2023-01-27,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,5493
min_changed_plus_0,2023-01-27,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2018
min_changed_plus_0,2023-01-27,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,9
min_changed_plus_0,2023-01-27,DC40->DC5,入DC5,DC40,DC62,DC40->DC62,9
min_changed_plus_0,2023-01-27,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,333
min_changed_plus_0,2023-01-27,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,827
min_changed_plus_0,2023-01-27,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2077
min_changed_plus_0,2023-01-27,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,914
min_changed_plus_0,2023-01-27,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1461
min_changed_plus_0,2023-01-27,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,877
min_changed_plus_0,2023-01-27,DC5->DC10,出DC5,DC8,DC10,DC8->DC10,104
min_changed_plus_0,2023-01-27,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,62
min_changed_plus_0,2023-01-27,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1487
min_changed_plus_0,2023-01-27,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,49
min_changed_plus_0,2023-01-27,DC5->DC70,出DC5,DC22,DC70,DC22->DC70,6
min_changed_plus_0,2023-01-27,DC5->DC8,出DC5,DC27,DC8,DC27->DC8,6
min_changed_plus_0,2023-01-27,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,706
min_changed_plus_0,2023-01-27,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2109
min_changed_plus_0,2023-01-27,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,56
min_changed_plus_0,2023-01-27,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,118
min_changed_plus_0,2023-01-27,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,24
